stringId_A,stringId_B,preferredName_A,preferredName_B,ncbiTaxonId,score,nscore,fscore,pscore,ascore,escore,dscore,tscore,combined_score,score_normalized,protein,partner,pllps_1,pllps_2,protein_name,partner_name
9606.ENSP00000238497,9606.ENSP00000469240,VPS4B,CHMP2A,9606,0.921,0,0,0,0,0.58,0.5,0.656,921.0,0.921,O75351,O43633,0.5,0.53,VPS4B,CHMP2A
9606.ENSP00000238497,9606.ENSP00000263780,VPS4B,CHMP2B,9606,0.968,0,0,0,0,0.937,0.5,0.071,968.0,0.968,O75351,Q9UQN3,0.5,0.46,VPS4B,CHMP2B
9606.ENSP00000238497,9606.ENSP00000380998,VPS4B,CHMP1A,9606,0.975,0,0,0,0,0.618,0.9,0.405,975.0,0.975,O75351,Q9HD42,0.5,0.45,VPS4B,CHMP1A
9606.ENSP00000263780,9606.ENSP00000476412,CHMP2B,CHMP4A,9606,0.943,0,0,0,0,0.0,0.9,0.459,943.0,0.943,Q9UQN3,Q9BY43,0.46,0.5,CHMP2B,CHMP4A
9606.ENSP00000263780,9606.ENSP00000380998,CHMP2B,CHMP1A,9606,0.949,0,0,0,0,0.167,0.9,0.44,949.0,0.949,Q9UQN3,Q9HD42,0.46,0.45,CHMP2B,CHMP1A
9606.ENSP00000263780,9606.ENSP00000469240,CHMP2B,CHMP2A,9606,0.981,0,0,0,0,0.379,0.9,0.721,981.0,0.981,Q9UQN3,O43633,0.46,0.53,CHMP2B,CHMP2A
9606.ENSP00000264012,9606.ENSP00000264463,CDH3,CDH10,9606,0.71,0,0,0,0,0.0,0.54,0.397,710.0,0.71,P22223,Q9Y6N8,0.42,0.47,CDH3,CDH10
9606.ENSP00000264638,9606.ENSP00000330633,CNTNAP1,CNTN2,9606,0.795,0,0,0,0,0.0,0.0,0.795,795.0,0.795,P78357,Q02246,0.43,0.44,CNTNAP1,CNTN2
9606.ENSP00000283285,9606.ENSP00000402060,CD96,PVR,9606,0.999,0,0,0,0,0.931,0.9,0.982,999.0,0.999,P40200,P15151,0.46,0.52,CD96,PVR
9606.ENSP00000286317,9606.ENSP00000370938,MED7,CDK8,9606,0.971,0,0,0,0,0.701,0.8,0.554,971.0,0.971,O43513,P49336,0.48,0.52,MED7,CDK8
9606.ENSP00000293379,9606.ENSP00000453508,ITGA5,TLN2,9606,0.921,0,0,0,0,0.0,0.9,0.243,921.0,0.921,P08648,Q9Y4G6,0.49,0.41,ITGA5,TLN2
9606.ENSP00000313169,9606.ENSP00000493946,NPHP1,RPGRIP1L,9606,0.99,0,0,0,0,0.611,0.8,0.892,990.0,0.99,O15259,Q68CZ1,0.52,0.51,NPHP1,RPGRIP1L
9606.ENSP00000330633,9606.ENSP00000354778,CNTN2,CNTNAP2,9606,0.999,0,0,0,0,0.457,0.9,0.983,999.0,0.999,Q02246,Q9UHC6,0.44,0.49,CNTN2,CNTNAP2
9606.ENSP00000367991,9606.ENSP00000413507,SEPTIN8,SEPTIN7,9606,0.965,0,0,0,0,0.777,0.54,0.688,965.0,0.965,Q92599,Q16181,0.43,0.44,SEPTIN8,SEPTIN7
9606.ENSP00000380998,9606.ENSP00000469240,CHMP1A,CHMP2A,9606,0.993,0,0,0,0,0.375,0.9,0.905,993.0,0.993,Q9HD42,O43633,0.45,0.53,CHMP1A,CHMP2A
9606.ENSP00000469240,9606.ENSP00000476412,CHMP2A,CHMP4A,9606,0.996,0,0,0,0,0.0,0.9,0.964,996.0,0.996,O43633,Q9BY43,0.53,0.5,CHMP2A,CHMP4A
9606.ENSP00000027335,9606.ENSP00000211998,CDH17,VCL,9606,0.968,0,0,0,0,0.0,0.0,0.968,968.0,0.968,Q12864,P18206,0.34,0.41,CDH17,VCL
9606.ENSP00000027335,9606.ENSP00000495360,CDH17,CTNNB1,9606,0.991,0,0,0,0,0.0,0.54,0.982,991.0,0.991,Q12864,P35222,0.34,0.37,CDH17,CTNNB1
9606.ENSP00000211998,9606.ENSP00000269141,VCL,CDH2,9606,0.848,0,0,0,0,0.0,0.0,0.848,848.0,0.848,P18206,P19022,0.41,0.41,VCL,CDH2
9606.ENSP00000211998,9606.ENSP00000384638,VCL,CTNNA2,9606,0.922,0,0,0,0,0.256,0.9,0.048,922.0,0.922,P18206,P26232,0.41,0.35,VCL,CTNNA2
9606.ENSP00000211998,9606.ENSP00000261769,VCL,CDH1,9606,0.985,0,0,0,0,0.457,0.0,0.974,985.0,0.985,P18206,P12830,0.41,0.34,VCL,CDH1
9606.ENSP00000211998,9606.ENSP00000495360,VCL,CTNNB1,9606,0.99,0,0,0,0,0.52,0.0,0.981,990.0,0.99,P18206,P35222,0.41,0.37,VCL,CTNNB1
9606.ENSP00000249344,9606.ENSP00000358810,STRIP2,STRIP1,9606,0.9,0,0,0,0,0.734,0.0,0.641,900.0,0.9,Q9ULQ0,Q5VSL9,0.35,0.37,STRIP2,STRIP1
9606.ENSP00000251871,9606.ENSP00000297347,MED17,MED30,9606,0.998,0,0,0,0,0.963,0.9,0.642,998.0,0.998,Q9NVC6,Q96HR3,0.36,0.41,MED17,MED30
9606.ENSP00000251871,9606.ENSP00000481920,MED17,MED6,9606,0.999,0,0,0,0,0.979,0.9,0.979,999.0,0.999,Q9NVC6,O75586,0.36,0.38,MED17,MED6
9606.ENSP00000261600,9606.ENSP00000420306,THOC1,THOC5,9606,0.999,0,0,0,0,0.97,0.9,0.986,999.0,0.999,Q96FV9,Q13769,0.39,0.4,THOC1,THOC5
9606.ENSP00000261769,9606.ENSP00000384638,CDH1,CTNNA2,9606,0.953,0,0,0,0,0.181,0.9,0.475,953.0,0.953,P12830,P26232,0.34,0.35,CDH1,CTNNA2
9606.ENSP00000261769,9606.ENSP00000269141,CDH1,CDH2,9606,0.994,0,0,0,0,0.0,0.72,0.982,994.0,0.994,P12830,P19022,0.34,0.41,CDH1,CDH2
9606.ENSP00000261769,9606.ENSP00000495360,CDH1,CTNNB1,9606,0.999,0,0,0,0,0.962,0.9,0.982,999.0,0.999,P12830,P35222,0.34,0.37,CDH1,CTNNB1
9606.ENSP00000264972,9606.ENSP00000364898,ZAP70,SYK,9606,0.974,0,0,0,0,0.0,0.9,0.76,974.0,0.974,P43403,P43405,0.35,0.41,ZAP70,SYK
9606.ENSP00000269141,9606.ENSP00000381058,CDH2,CDH7,9606,0.8,0,0,0,0,0.0,0.54,0.584,800.0,0.8,P19022,Q9ULB5,0.41,0.36,CDH2,CDH7
9606.ENSP00000269141,9606.ENSP00000384638,CDH2,CTNNA2,9606,0.868,0,0,0,0,0.0,0.54,0.725,868.0,0.868,P19022,P26232,0.41,0.35,CDH2,CTNNA2
9606.ENSP00000269141,9606.ENSP00000480132,CDH2,NCAM1,9606,0.903,0,0,0,0,0.0,0.0,0.903,903.0,0.903,P19022,P13591,0.41,0.39,CDH2,NCAM1
9606.ENSP00000269141,9606.ENSP00000495360,CDH2,CTNNB1,9606,0.998,0,0,0,0,0.719,0.72,0.983,998.0,0.998,P19022,P35222,0.41,0.37,CDH2,CTNNB1
9606.ENSP00000297347,9606.ENSP00000481920,MED30,MED6,9606,0.996,0,0,0,0,0.927,0.9,0.548,996.0,0.996,Q96HR3,O75586,0.41,0.38,MED30,MED6
9606.ENSP00000328023,9606.ENSP00000418401,SRPRA,SRPRB,9606,0.999,0,0,0,0,0.975,0.9,0.982,999.0,0.999,P08240,Q9Y5M8,0.37,0.36,SRPRA,SRPRB
9606.ENSP00000366563,9606.ENSP00000419260,PIK3CD,PIK3CG,9606,0.992,0,0,0,0,0.292,0.9,0.906,992.0,0.992,O00329,P48736,0.35,0.34,PIK3CD,PIK3CG
9606.ENSP00000381058,9606.ENSP00000495360,CDH7,CTNNB1,9606,0.747,0,0,0,0,0.413,0.54,0.14,747.0,0.747,Q9ULB5,P35222,0.36,0.37,CDH7,CTNNB1
9606.ENSP00000384638,9606.ENSP00000495360,CTNNA2,CTNNB1,9606,0.99,0,0,0,0,0.747,0.9,0.651,990.0,0.99,P26232,P35222,0.35,0.37,CTNNA2,CTNNB1
9606.ENSP00000389252,9606.ENSP00000412940,NPNT,FREM1,9606,0.822,0,0,0,0,0.0,0.8,0.149,822.0,0.822,Q6UXI9,Q5H8C1,0.39,0.41,NPNT,FREM1
9606.ENSP00000005226,9606.ENSP00000424565,USH1C,CDHR2,9606,0.716,0,0,0,0,0.292,0.0,0.615,716.0,0.716,Q9Y6N9,Q9BYE9,0.29,0.31,USH1C,CDHR2
9606.ENSP00000005226,9606.ENSP00000224721,USH1C,CDH23,9606,0.998,0,0,0,0,0.943,0.0,0.98,998.0,0.998,Q9Y6N9,Q9H251,0.29,0.33,USH1C,CDH23
9606.ENSP00000166244,9606.ENSP00000328777,EPHA8,EFNA5,9606,0.935,0,0,0,0,0.286,0.5,0.834,935.0,0.935,P29322,P52803,0.29,0.31,EPHA8,EFNA5
9606.ENSP00000221459,9606.ENSP00000278193,LIN7B,LIN7C,9606,0.841,0,0,0,0,0.67,0.54,0.0,841.0,0.841,Q9HAP6,Q9NUP9,0.33,0.29,LIN7B,LIN7C
9606.ENSP00000282561,9606.ENSP00000463752,GJA1,GJD3,9606,0.733,0,0,0,0,0.088,0.72,0.0,733.0,0.733,P17302,Q8N144,0.33,0.33,GJA1,GJD3
9606.ENSP00000282561,9606.ENSP00000343676,GJA1,GJA4,9606,0.928,0,0,0,0,0.0,0.36,0.893,928.0,0.928,P17302,P35212,0.33,0.28,GJA1,GJA4
9606.ENSP00000282561,9606.ENSP00000484552,GJA1,GJA5,9606,0.995,0,0,0,0,0.287,0.72,0.979,995.0,0.995,P17302,P36382,0.33,0.28,GJA1,GJA5
9606.ENSP00000292035,9606.ENSP00000293777,MED27,MED11,9606,0.993,0,0,0,0,0.939,0.8,0.478,993.0,0.993,Q6P2C8,Q9P086,0.31,0.29,MED27,MED11
9606.ENSP00000292035,9606.ENSP00000325612,MED27,MED16,9606,0.997,0,0,0,0,0.964,0.8,0.702,997.0,0.997,Q6P2C8,Q9Y2X0,0.31,0.33,MED27,MED16
9606.ENSP00000293777,9606.ENSP00000325612,MED11,MED16,9606,0.992,0,0,0,0,0.93,0.9,0.0,992.0,0.992,Q9P086,Q9Y2X0,0.29,0.33,MED11,MED16
9606.ENSP00000300413,9606.ENSP00000364289,SNRPD1,NCBP1,9606,0.897,0,0,0,0,0.897,0.0,0.0,897.0,0.897,P62314,Q09161,0.31,0.3,SNRPD1,NCBP1
9606.ENSP00000324511,9606.ENSP00000354874,SEPTIN1,SEPTIN4,9606,0.9,0,0,0,0,0.671,0.54,0.398,900.0,0.9,Q8WYJ6,O43236,0.28,0.33,SEPTIN1,SEPTIN4
9606.ENSP00000324511,9606.ENSP00000422896,SEPTIN1,SEPTIN11,9606,0.936,0,0,0,0,0.739,0.54,0.515,936.0,0.936,Q8WYJ6,Q9NVA2,0.28,0.28,SEPTIN1,SEPTIN11
9606.ENSP00000328777,9606.ENSP00000381097,EFNA5,EPHB1,9606,0.763,0,0,0,0,0.516,0.5,0.101,763.0,0.763,P52803,P54762,0.31,0.28,EFNA5,EPHB1
9606.ENSP00000342858,9606.ENSP00000379975,FERMT2,ILK,9606,0.987,0,0,0,0,0.519,0.0,0.975,987.0,0.987,Q96AC1,Q13418,0.32,0.28,FERMT2,ILK
9606.ENSP00000343676,9606.ENSP00000484552,GJA4,GJA5,9606,0.967,0,0,0,0,0.0,0.36,0.951,967.0,0.967,P35212,P36382,0.28,0.28,GJA4,GJA5
9606.ENSP00000354874,9606.ENSP00000422896,SEPTIN4,SEPTIN11,9606,0.975,0,0,0,0,0.74,0.9,0.115,975.0,0.975,O43236,Q9NVA2,0.33,0.28,SEPTIN4,SEPTIN11
9606.ENSP00000463752,9606.ENSP00000484552,GJD3,GJA5,9606,0.726,0,0,0,0,0.0,0.72,0.064,726.0,0.726,Q8N144,P36382,0.33,0.28,GJD3,GJA5
9606.ENSP00000215368,9606.ENSP00000351209,EFNA2,EPHA2,9606,0.991,0,0,0,0,0.0,0.5,0.983,991.0,0.991,O43921,P29317,0.25,0.24,EFNA2,EPHA2
9606.ENSP00000222399,9606.ENSP00000379350,LAMB1,ITGB1,9606,0.95,0,0,0,0,0.8,0.65,0.354,950.0,0.95,P07942,P05556,0.25,0.24,LAMB1,ITGB1
9606.ENSP00000252699,9606.ENSP00000304669,ACTN4,CTNNA1,9606,0.907,0,0,0,0,0.0,0.9,0.116,907.0,0.907,O43707,P35221,0.27,0.23,ACTN4,CTNNA1
9606.ENSP00000252699,9606.ENSP00000379350,ACTN4,ITGB1,9606,0.931,0,0,0,0,0.0,0.9,0.341,931.0,0.931,O43707,P05556,0.27,0.24,ACTN4,ITGB1
9606.ENSP00000261023,9606.ENSP00000457421,ITGAV,PECAM1,9606,0.705,0,0,0,0,0.0,0.5,0.436,705.0,0.705,P06756,P16284,0.23,0.24,ITGAV,PECAM1
9606.ENSP00000261023,9606.ENSP00000454623,ITGAV,ITGAX,9606,0.72,0,0,0,0,0.0,0.72,0.0,720.0,0.72,P06756,P20702,0.23,0.24,ITGAV,ITGAX
9606.ENSP00000261023,9606.ENSP00000315190,ITGAV,ITGA3,9606,0.955,0,0,0,0,0.0,0.9,0.569,955.0,0.955,P06756,P26006,0.23,0.24,ITGAV,ITGA3
9606.ENSP00000261023,9606.ENSP00000379350,ITGAV,ITGB1,9606,0.996,0,0,0,0,0.457,0.9,0.948,996.0,0.996,P06756,P05556,0.23,0.24,ITGAV,ITGB1
9606.ENSP00000261023,9606.ENSP00000283249,ITGAV,ITGB6,9606,0.998,0,0,0,0,0.967,0.9,0.671,998.0,0.998,P06756,P18564,0.23,0.24,ITGAV,ITGB6
9606.ENSP00000262717,9606.ENSP00000462701,CDH20,CDH8,9606,0.725,0,0,0,0,0.0,0.54,0.428,725.0,0.725,Q9HBT6,P55286,0.27,0.24,CDH20,CDH8
9606.ENSP00000263025,9606.ENSP00000268182,MAPK3,IQGAP1,9606,0.863,0,0,0,0,0.287,0.5,0.648,863.0,0.863,P27361,P46940,0.23,0.26,MAPK3,IQGAP1
9606.ENSP00000264414,9606.ENSP00000326804,CUL3,CUL1,9606,0.966,0,0,0,0,0.238,0.0,0.957,966.0,0.966,Q13618,Q13616,0.26,0.25,CUL3,CUL1
9606.ENSP00000264414,9606.ENSP00000414095,CUL3,CUL2,9606,0.977,0,0,0,0,0.233,0.0,0.972,977.0,0.977,Q13618,Q13617,0.26,0.24,CUL3,CUL2
9606.ENSP00000265097,9606.ENSP00000295899,THOC3,THOC7,9606,0.999,0,0,0,0,0.941,0.9,0.985,999.0,0.999,Q96J01,Q6I9Y2,0.27,0.24,THOC3,THOC7
9606.ENSP00000274255,9606.ENSP00000414095,SKP2,CUL2,9606,0.836,0,0,0,0,0.292,0.0,0.778,836.0,0.836,Q13309,Q13617,0.25,0.24,SKP2,CUL2
9606.ENSP00000274255,9606.ENSP00000326804,SKP2,CUL1,9606,0.999,0,0,0,0,0.966,0.8,0.985,999.0,0.999,Q13309,Q13616,0.25,0.25,SKP2,CUL1
9606.ENSP00000283249,9606.ENSP00000454623,ITGB6,ITGAX,9606,0.734,0,0,0,0,0.0,0.72,0.09,734.0,0.734,P18564,P20702,0.24,0.24,ITGB6,ITGAX
9606.ENSP00000283249,9606.ENSP00000379350,ITGB6,ITGB1,9606,0.915,0,0,0,0,0.0,0.9,0.19,915.0,0.915,P18564,P05556,0.24,0.24,ITGB6,ITGB1
9606.ENSP00000283249,9606.ENSP00000315190,ITGB6,ITGA3,9606,0.927,0,0,0,0,0.0,0.9,0.308,927.0,0.927,P18564,P26006,0.24,0.24,ITGB6,ITGA3
9606.ENSP00000295006,9606.ENSP00000431984,CAPN2,CAPN1,9606,0.975,0,0,0,0,0.394,0.9,0.634,975.0,0.975,P17655,P07384,0.25,0.24,CAPN2,CAPN1
9606.ENSP00000304669,9606.ENSP00000462701,CTNNA1,CDH8,9606,0.827,0,0,0,0,0.605,0.54,0.128,827.0,0.827,P35221,P55286,0.23,0.24,CTNNA1,CDH8
9606.ENSP00000308236,9606.ENSP00000414095,COMMD1,CUL2,9606,0.997,0,0,0,0,0.457,0.9,0.965,997.0,0.997,Q8N668,Q13617,0.25,0.24,COMMD1,CUL2
9606.ENSP00000315190,9606.ENSP00000454623,ITGA3,ITGAX,9606,0.72,0,0,0,0,0.0,0.72,0.0,720.0,0.72,P26006,P20702,0.24,0.24,ITGA3,ITGAX
9606.ENSP00000315190,9606.ENSP00000379350,ITGA3,ITGB1,9606,0.997,0,0,0,0,0.457,0.9,0.956,997.0,0.997,P26006,P05556,0.24,0.24,ITGA3,ITGB1
9606.ENSP00000351209,9606.ENSP00000357392,EPHA2,EFNA1,9606,0.999,0,0,0,0,0.96,0.5,0.983,999.0,0.999,P29317,P20827,0.24,0.24,EPHA2,EFNA1
9606.ENSP00000379350,9606.ENSP00000454623,ITGB1,ITGAX,9606,0.906,0,0,0,0,0.0,0.9,0.102,906.0,0.906,P05556,P20702,0.24,0.24,ITGB1,ITGAX
9606.ENSP00000215832,9606.ENSP00000362680,MAPK1,SRC,9606,0.891,0,0,0,0,0.292,0.5,0.719,891.0,0.891,P28482,P12931,0.19,0.22,MAPK1,SRC
9606.ENSP00000262150,9606.ENSP00000371689,CDH19,CDH12,9606,0.715,0,0,0,0,0.0,0.54,0.406,715.0,0.715,Q9H159,P55289,0.19,0.21,CDH19,CDH12
9606.ENSP00000264832,9606.ENSP00000324890,ICAM1,CD28,9606,0.944,0,0,0,0,0.0,0.0,0.944,944.0,0.944,P05362,P10747,0.22,0.22,ICAM1,CD28
9606.ENSP00000264832,9606.ENSP00000294728,ICAM1,VCAM1,9606,0.951,0,0,0,0,0.0,0.0,0.951,951.0,0.951,P05362,P19320,0.22,0.21,ICAM1,VCAM1
9606.ENSP00000264832,9606.ENSP00000349252,ICAM1,ITGAL,9606,0.999,0,0,0,0,0.96,0.9,0.982,999.0,0.999,P05362,P20701,0.22,0.2,ICAM1,ITGAL
9606.ENSP00000265564,9606.ENSP00000315476,EXOSC7,EXOSC4,9606,0.999,0,0,0,0,0.982,0.9,0.987,999.0,0.999,Q15024,Q9NPD3,0.2,0.21,EXOSC7,EXOSC4
9606.ENSP00000265564,9606.ENSP00000361433,EXOSC7,EXOSC2,9606,0.999,0,0,0,0,0.99,0.9,0.87,999.0,0.999,Q15024,Q13868,0.2,0.19,EXOSC7,EXOSC2
9606.ENSP00000294728,9606.ENSP00000349252,VCAM1,ITGAL,9606,0.979,0,0,0,0,0.0,0.0,0.979,979.0,0.979,P19320,P20701,0.21,0.2,VCAM1,ITGAL
9606.ENSP00000296387,9606.ENSP00000340939,CLDN19,CLDN18,9606,0.718,0,0,0,0,0.23,0.65,0.0,718.0,0.718,Q8N6F1,P56856,0.19,0.19,CLDN19,CLDN18
9606.ENSP00000312185,9606.ENSP00000343118,ELMO1,LAMTOR4,9606,0.72,0,0,0,0,0.0,0.72,0.0,720.0,0.72,Q92556,Q0VGL1,0.21,0.22,ELMO1,LAMTOR4
9606.ENSP00000315476,9606.ENSP00000361433,EXOSC4,EXOSC2,9606,0.999,0,0,0,0,0.991,0.9,0.857,999.0,0.999,Q9NPD3,Q13868,0.21,0.19,EXOSC4,EXOSC2
9606.ENSP00000329797,9606.ENSP00000418070,CADM1,NECTIN3,9606,0.935,0,0,0,0,0.0,0.9,0.38,935.0,0.935,Q9BY67,Q9NQS3,0.22,0.22,CADM1,NECTIN3
9606.ENSP00000334008,9606.ENSP00000391583,PARVA,PARVG,9606,0.902,0,0,0,0,0.0,0.9,0.069,902.0,0.902,Q9NVD7,Q9HBI0,0.21,0.21,PARVA,PARVG
9606.ENSP00000334008,9606.ENSP00000384515,PARVA,PARVB,9606,0.966,0,0,0,0,0.68,0.9,0.0,966.0,0.966,Q9NVD7,Q9HBI1,0.21,0.19,PARVA,PARVB
9606.ENSP00000341524,9606.ENSP00000349116,SEPTIN6,SEPTIN10,9606,0.912,0,0,0,0,0.674,0.54,0.464,912.0,0.912,Q14141,Q9P0V9,0.22,0.22,SEPTIN6,SEPTIN10
9606.ENSP00000341524,9606.ENSP00000391311,SEPTIN6,SEPTIN5,9606,0.984,0,0,0,0,0.761,0.72,0.782,984.0,0.984,Q14141,Q99719,0.22,0.19,SEPTIN6,SEPTIN5
9606.ENSP00000341524,9606.ENSP00000479861,SEPTIN6,SEPTIN2,9606,0.995,0,0,0,0,0.789,0.9,0.798,995.0,0.995,Q14141,Q15019,0.22,0.19,SEPTIN6,SEPTIN2
9606.ENSP00000342235,9606.ENSP00000362680,ERBB4,SRC,9606,0.861,0,0,0,0,0.166,0.8,0.235,861.0,0.861,Q15303,P12931,0.19,0.22,ERBB4,SRC
9606.ENSP00000349116,9606.ENSP00000479861,SEPTIN10,SEPTIN2,9606,0.886,0,0,0,0,0.74,0.54,0.126,886.0,0.886,Q9P0V9,Q15019,0.22,0.19,SEPTIN10,SEPTIN2
9606.ENSP00000349116,9606.ENSP00000391311,SEPTIN10,SEPTIN5,9606,0.906,0,0,0,0,0.789,0.54,0.115,906.0,0.906,Q9P0V9,Q99719,0.22,0.19,SEPTIN10,SEPTIN5
9606.ENSP00000349252,9606.ENSP00000452786,ITGAL,ITGB3,9606,0.905,0,0,0,0,0.0,0.9,0.09,905.0,0.905,P20701,P05106,0.2,0.2,ITGAL,ITGB3
9606.ENSP00000354900,9606.ENSP00000362680,GJB1,SRC,9606,0.867,0,0,0,0,0.0,0.0,0.867,867.0,0.867,P08034,P12931,0.22,0.22,GJB1,SRC
9606.ENSP00000359073,9606.ENSP00000362680,VAV3,SRC,9606,0.83,0,0,0,0,0.0,0.5,0.675,830.0,0.83,Q9UKW4,P12931,0.19,0.22,VAV3,SRC
9606.ENSP00000362680,9606.ENSP00000383053,SRC,EPHB2,9606,0.787,0,0,0,0,0.457,0.5,0.279,787.0,0.787,P12931,P29323,0.22,0.19,SRC,EPHB2
9606.ENSP00000362680,9606.ENSP00000408695,SRC,PRKCA,9606,0.822,0,0,0,0,0.0,0.0,0.822,822.0,0.822,P12931,P17252,0.22,0.23,SRC,PRKCA
9606.ENSP00000362680,9606.ENSP00000380281,SRC,GPER1,9606,0.9,0,0,0,0,0.0,0.9,0.0,900.0,0.9,P12931,Q99527,0.22,0.19,SRC,GPER1
9606.ENSP00000362680,9606.ENSP00000452786,SRC,ITGB3,9606,0.955,0,0,0,0,0.292,0.4,0.902,955.0,0.955,P12931,P05106,0.22,0.2,SRC,ITGB3
9606.ENSP00000382090,9606.ENSP00000398017,CLDN14,CLDN9,9606,0.781,0,0,0,0,0.0,0.65,0.4,781.0,0.781,O95500,O95484,0.2,0.19,CLDN14,CLDN9
9606.ENSP00000384515,9606.ENSP00000452786,PARVB,ITGB3,9606,0.722,0,0,0,0,0.0,0.65,0.24,722.0,0.722,Q9HBI1,P05106,0.19,0.2,PARVB,ITGB3
9606.ENSP00000384515,9606.ENSP00000391583,PARVB,PARVG,9606,0.9,0,0,0,0,0.0,0.9,0.0,900.0,0.9,Q9HBI1,Q9HBI0,0.19,0.21,PARVB,PARVG
9606.ENSP00000391311,9606.ENSP00000479861,SEPTIN5,SEPTIN2,9606,0.915,0,0,0,0,0.69,0.72,0.102,915.0,0.915,Q99719,Q15019,0.19,0.19,SEPTIN5,SEPTIN2
9606.ENSP00000400717,9606.ENSP00000452786,GNA13,ITGB3,9606,0.87,0,0,0,0,0.0,0.0,0.87,870.0,0.87,Q14344,P05106,0.22,0.2,GNA13,ITGB3
9606.ENSP00000451974,9606.ENSP00000493712,XRCC3,RAD51,9606,0.969,0,0,0,0,0.505,0.5,0.886,969.0,0.969,O43542,Q06609,0.23,0.23,XRCC3,RAD51
9606.ENSP00000011653,9606.ENSP00000346671,CD4,FYN,9606,0.95,0,0,0,0,0.0,0.0,0.95,950.0,0.95,P01730,P06241,0.15,0.17,CD4,FYN
9606.ENSP00000188790,9606.ENSP00000361965,FAP,ADA,9606,0.844,0,0,0,0,0.292,0.0,0.789,844.0,0.844,Q12884,P00813,0.16,0.17,FAP,ADA
9606.ENSP00000225728,9606.ENSP00000428982,MED31,CCNC,9606,0.918,0,0,0,0,0.608,0.8,0.0,918.0,0.918,Q9Y3C7,P24863,0.17,0.18,MED31,CCNC
9606.ENSP00000225728,9606.ENSP00000357047,MED31,MED23,9606,0.985,0,0,0,0,0.93,0.8,0.0,985.0,0.985,Q9Y3C7,Q9ULK4,0.17,0.16,MED31,MED23
9606.ENSP00000225728,9606.ENSP00000265350,MED31,MED20,9606,0.985,0,0,0,0,0.93,0.8,0.0,985.0,0.985,Q9Y3C7,Q9H944,0.17,0.17,MED31,MED20
9606.ENSP00000225728,9606.ENSP00000282892,MED31,MED21,9606,0.997,0,0,0,0,0.989,0.8,0.11,997.0,0.997,Q9Y3C7,Q13503,0.17,0.18,MED31,MED21
9606.ENSP00000261405,9606.ENSP00000303942,VWF,GP9,9606,0.831,0,0,0,0,0.0,0.5,0.677,831.0,0.831,P04275,P14770,0.18,0.18,VWF,GP9
9606.ENSP00000261405,9606.ENSP00000383931,VWF,GP5,9606,0.862,0,0,0,0,0.0,0.5,0.736,862.0,0.862,P04275,P40197,0.18,0.18,VWF,GP5
9606.ENSP00000265350,9606.ENSP00000428982,MED20,CCNC,9606,0.924,0,0,0,0,0.639,0.8,0.0,924.0,0.924,Q9H944,P24863,0.17,0.18,MED20,CCNC
9606.ENSP00000265350,9606.ENSP00000357047,MED20,MED23,9606,0.985,0,0,0,0,0.931,0.8,0.0,985.0,0.985,Q9H944,Q9ULK4,0.17,0.16,MED20,MED23
9606.ENSP00000265350,9606.ENSP00000282892,MED20,MED21,9606,0.99,0,0,0,0,0.918,0.8,0.475,990.0,0.99,Q9H944,Q13503,0.17,0.18,MED20,MED21
9606.ENSP00000282892,9606.ENSP00000428982,MED21,CCNC,9606,0.969,0,0,0,0,0.599,0.8,0.647,969.0,0.969,Q13503,P24863,0.18,0.18,MED21,CCNC
9606.ENSP00000282892,9606.ENSP00000357047,MED21,MED23,9606,0.99,0,0,0,0,0.918,0.8,0.457,990.0,0.99,Q13503,Q9ULK4,0.18,0.16,MED21,MED23
9606.ENSP00000303942,9606.ENSP00000428924,GP9,LYN,9606,0.9,0,0,0,0,0.0,0.9,0.0,900.0,0.9,P14770,P07948,0.18,0.18,GP9,LYN
9606.ENSP00000303942,9606.ENSP00000383931,GP9,GP5,9606,0.985,0,0,0,0,0.292,0.9,0.812,985.0,0.985,P14770,P40197,0.18,0.18,GP9,GP5
9606.ENSP00000319240,9606.ENSP00000460348,MAGOHB,PRPF8,9606,0.979,0,0,0,0,0.8,0.9,0.0,979.0,0.979,Q96A72,Q6P2Q9,0.15,0.17,MAGOHB,PRPF8
9606.ENSP00000319240,9606.ENSP00000497641,MAGOHB,EIF4A3,9606,0.999,0,0,0,0,0.96,0.9,0.987,999.0,0.999,Q96A72,P38919,0.15,0.18,MAGOHB,EIF4A3
9606.ENSP00000336701,9606.ENSP00000419881,RAD51C,RAD51B,9606,0.999,0,0,0,0,0.57,0.9,0.981,999.0,0.999,O43502,O15315,0.16,0.15,RAD51C,RAD51B
9606.ENSP00000336701,9606.ENSP00000466399,RAD51C,RAD51D,9606,0.999,0,0,0,0,0.592,0.9,0.987,999.0,0.999,O43502,O75771,0.16,0.18,RAD51C,RAD51D
9606.ENSP00000346671,9606.ENSP00000417273,FYN,NCK1,9606,0.939,0,0,0,0,0.292,0.5,0.842,939.0,0.939,P06241,P16333,0.17,0.18,FYN,NCK1
9606.ENSP00000346671,9606.ENSP00000428924,FYN,LYN,9606,0.992,0,0,0,0,0.0,0.8,0.963,992.0,0.992,P06241,P07948,0.17,0.18,FYN,LYN
9606.ENSP00000357005,9606.ENSP00000380948,F11R,ITGB2,9606,0.996,0,0,0,0,0.0,0.9,0.967,996.0,0.996,Q9Y624,P05107,0.18,0.18,F11R,ITGB2
