acc,n_transmem,n_intramem,topology,in_CD-CODE,in_PhaSepDB,in_DrLLPS,in_PhaSePro,in_LLPSDB,n_databases,CDCODE_role,CDCODE_n_condensates,PhaSepDB_class,MLO Types,Gene Names,DrLLPS_type,PhaSePro_partner_dep,PICNIC_score,PICNIC_GO_score,PSAP_score,PSPHunter_prob,PSPire_score,FuzDrop_pLLPS,catGRANULE_score,PLAAC_NLLR,PScore_score,ESpritz_score,SEG_score,SaPS_score,PdPS_score,DeepPhase_score,PDL_score,RY_score,ParSe2_score,LLPhyScore_score,whole_len,whole_FCR,whole_NCPR,whole_kappa,whole_hydropathy,cyto_len,cyto_FCR,cyto_NCPR,cyto_kappa,cyto_hydropathy,tm_len,tm_FCR,tm_NCPR,tm_kappa,tm_hydropathy,ecto_len,ecto_FCR,ecto_NCPR,ecto_kappa,ecto_hydropathy,cyto_frac,tm_frac,ecto_frac,n_cyto_seg,n_tm_seg,n_ecto_seg,LCR_frac,log10_Length,mean_rank,rank_sd,n_predictors,Entry_name,Length,leakage_any
P01889,1,0,single-pass,True,False,False,False,False,1,member,2.0,,,,,,0.2369118462,0.191855895,,0.446,0.0049406844,0.44,0.158307,-0.16,0.99,0.0276243093922651,0.1519337016574585,0.6243929266929626,0.4445153176784515,0.23,0.9774065,0.1270718232044199,54.57193863817915,-313.0,362,0.2458563535911602,-0.0248618784530386,0.1480347244252404,0.4377839165131981,29.0,0.1724137931034483,0.0344827586206896,0.3538735264485761,0.4272030651340995,24.0,0.0416666666666666,0.0416666666666666,0.3922050186865989,0.7763888888888888,285.0,0.2842105263157894,-0.0385964912280701,0.1317938169852872,0.391695906432748,0.080110497237569,0.0662983425414364,0.787292817679558,1,1,1,0.0,2.558708570533166,0.5863525122955425,0.2669238624582324,17.0,HLAB_HUMAN,362.0,False
P02708,4,0,multi-pass,True,False,False,False,False,1,member,1.0,,,,,,0.0867881731,0.0977497669,0.000833333,0.108,0.0043855584,0.19,-0.304199,-0.403,0.18,0.0,0.0954356846473029,0.0667031556367874,0.045733593404293,0.18,0.08803049,0.0590809628008752,3.870272491615175,-610.0,457,0.1838074398249453,-0.0175054704595186,0.1737239652089993,0.5216387065402406,121.0,0.2644628099173554,0.0,0.1574183568466954,0.4309458218549126,84.0,0.0119047619047619,-0.0119047619047619,0.9999999999999992,0.7642857142857141,232.0,0.2155172413793103,-0.0258620689655172,0.1928421153379372,0.46867816091954,0.2647702407002188,0.1838074398249453,0.5076586433260394,2,4,3,0.0,2.6599162000698504,0.278724999957232,0.2019106452226586,18.0,ACHA_HUMAN,482.0,False
P02730,12,1,multi-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.1574809509,0.0719980937,0.0,0.244,0.016314441,0.3,0.167128,-0.23,0.44,0.0395170142700329,0.0944017563117453,0.1178074330091476,0.0677725672721862,0.69,0.1648729,0.0746432491767288,26.389912369474203,-1287.0,911,0.1975850713501646,-0.0351262349066959,0.2174822776362413,0.5236980119526777,548.0,0.2664233576642336,-0.0583941605839416,0.2209397702385719,0.4549675587996767,246.0,0.0691056910569105,-0.0121951219512195,0.2856244909012757,0.6847786811201452,86.0,0.1860465116279069,0.0232558139534883,0.1384229589338664,0.4316537467700257,0.601536772777168,0.270032930845225,0.0944017563117453,8,12,4,0.0,2.9595183769729982,0.4387841695514376,0.2069258104619359,18.0,B3AT_HUMAN,911.0,True
P04439,1,0,single-pass,True,False,False,False,False,1,member,2.0,,,,,,0.2361928031,0.7760290045,,0.441,0.0036858474,0.47,0.167831,-0.233,1.02,0.021917808219178,0.1178082191780822,0.4405030310153961,0.8237566947937012,0.18,0.9771061,0.1150684931506849,45.40904191714134,-308.0,365,0.2356164383561644,-0.021917808219178,0.1627921171817328,0.4445966514459672,33.0,0.2727272727272727,0.0909090909090909,0.1256371867728528,0.3952861952861953,24.0,0.0,0.0,,0.7675925925925926,284.0,0.2676056338028169,-0.0422535211267605,0.1552545656374238,0.4066901408450709,0.0904109589041095,0.0657534246575342,0.7780821917808219,1,1,1,0.0,2.562292864456474,0.590676470361578,0.2740217094473184,17.0,HLAA_HUMAN,365.0,False
P04626,1,0,single-pass,False,True,False,False,False,1,,,PS-other only,,ERBB2 HER2 MLN19 NEU NGL,,,0.392907963,0.9582996305,0.000833333,0.722,0.97369987,0.53,0.578831,-0.164,2.79,0.0868525896414342,0.0725099601593625,0.6284664273262024,0.4542610645294189,0.97,0.57638264,0.0844621513944223,89.48512177663305,-971.0,1255,0.200796812749004,-0.0254980079681274,0.2035395229442722,0.4725011066843743,580.0,0.2396551724137931,-0.0258620689655172,0.2115393511080506,0.4513409961685817,23.0,0.0,0.0,,0.8328502415458937,630.0,0.1761904761904762,-0.0269841269841269,0.1929570443782244,0.473227513227514,0.4621513944223107,0.0183266932270916,0.50199203187251,1,1,1,0.0,3.098643725817057,0.7686607786594742,0.1605081332388666,18.0,ERBB2_HUMAN,1255.0,True
P04629,1,0,single-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.2846978454,0.9182933836,0.0,0.577,0.04578221,0.35,0.674083,-0.078,1.1,0.0,0.0552763819095477,0.0719111785292625,0.1461028158664703,0.01,0.3174292,0.0741206030150753,59.346843609629744,-751.0,796,0.185929648241206,-0.0150753768844221,0.1634727940505553,0.4896147403685092,357.0,0.2184873949579832,0.0056022408963585,0.1494302285752622,0.4791783380018666,16.0,0.0,0.0,,0.813888888888889,391.0,0.1713554987212276,-0.0434782608695652,0.1693280232279141,0.482608695652175,0.4484924623115578,0.0201005025125628,0.4912060301507537,1,1,1,0.0,2.900913067737669,0.519333685798498,0.2285727570123919,18.0,NTRK1_HUMAN,796.0,True
P04843,1,0,single-pass,True,False,True,False,False,2,member,2.0,,,,Client,,0.7053766806,0.9381103111,0.0,0.766,0.7091027,0.19,0.306943,-0.239,0.6,0.0,0.0906095551894563,0.2509435415267944,0.3189420104026794,0.09,0.19316211,0.0955518945634266,13.121381089623677,-645.0,607,0.2454695222405271,-0.0181219110378912,0.1708581279886297,0.4768625297455625,150.0,0.34,0.02,0.1290535721495343,0.447777777777778,19.0,0.0,0.0,,0.7853801169590644,415.0,0.2337349397590361,-0.0313253012048192,0.1943184391763127,0.4653815261044188,0.2471169686985173,0.0313014827018121,0.6836902800658978,1,1,1,0.0,2.783188691075257,0.5733370868999814,0.250204112247739,18.0,RPN1_HUMAN,607.0,True
P04844,3,0,multi-pass,True,False,True,False,False,2,member,2.0,,,,Client,,0.3865002637,0.2735503199,0.0,0.652,0.2594139,0.13,-0.218503,-0.195,-0.51,0.0,0.0475435816164817,0.0897225216031074,0.0659596025943756,0.05,0.7249023,0.0586370839936608,4.522732342139339,-777.0,631,0.179080824088748,-0.0269413629160063,0.1654391767169316,0.5089980630392664,24.0,0.1666666666666666,0.1666666666666666,0.2611694382711318,0.4439814814814815,63.0,0.0158730158730158,0.0158730158730158,0.999999999999998,0.6611992945326277,522.0,0.2068965517241379,-0.0421455938697318,0.1589409095748319,0.4881438910174538,0.0380348652931854,0.0998415213946117,0.8272583201267829,2,3,2,0.0,2.8000293592441343,0.4020191603874032,0.2557963431855479,18.0,RPN2_HUMAN,631.0,True
P05023,10,0,multi-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.6171254426,0.8061816672000001,0.000833333,0.767,0.7898409,0.19,0.660279,-0.284,1.07,0.0371456500488758,0.0469208211143695,0.2525385916233063,0.304997831583023,0.32,0.97234917,0.0684261974584555,40.53365520724475,-1186.0,1023,0.2218963831867057,-0.0224828934506353,0.1753588878281517,0.5012490496361466,713.0,0.2636746143057503,-0.0168302945301542,0.1686955031603984,0.4578463456443817,224.0,0.0892857142857142,-0.0178571428571428,0.2331914874538404,0.649652777777778,86.0,0.2209302325581395,-0.0813953488372093,0.2210917364470848,0.4745478036175708,0.696969696969697,0.2189638318670576,0.0840664711632453,6,10,5,0.0,3.00987563371216,0.6451330884218907,0.2542329907689305,18.0,AT1A1_HUMAN,1023.0,False
P05026,1,0,single-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.6558459907,0.3515527681,0.000833333,0.696,0.2248857,0.25,1.0685,-0.244,0.46,0.0,0.0396039603960396,0.0573944672942161,0.5293465852737427,0.15,0.0848699,0.1089108910891089,15.293610395497806,-123.0,303,0.2838283828382838,0.0198019801980198,0.1081192462965123,0.435790245691235,34.0,0.3823529411764705,0.1470588235294117,0.1227918964288577,0.3712418300653595,28.0,0.0,0.0,,0.7361111111111109,241.0,0.3029045643153527,0.0041493775933609,0.1057199297086056,0.4100046104195472,0.1122112211221122,0.0924092409240924,0.7953795379537953,1,1,1,0.0,2.481442628502305,0.5209064973634038,0.2720034535778477,18.0,AT1B1_HUMAN,303.0,True
P05067,1,0,single-pass,True,True,True,True,True,5,member,2.0,in_phasepdb_no_class,,APP A4 AD1,Scaffold,Y,0.769808888,0.9115391104,0.0,0.922,0.8443614,0.75,0.283878,-0.331,2.8,0.0,0.1597402597402597,0.0687643066048622,0.2162759602069854,,0.9060831,0.074025974025974,34.798135208902536,-418.0,770,0.2857142857142857,-0.0831168831168831,0.2417683981287516,0.4351226551226568,48.0,0.25,0.0,0.2571190629701267,0.3789351851851854,21.0,0.0,0.0,,0.8084656084656083,684.0,0.3026315789473684,-0.0950292397660818,0.2403022266857808,0.4218323586744622,0.0623376623376623,0.0272727272727272,0.8883116883116883,1,1,1,0.0,2.886490725172482,0.6253286374592788,0.2816948690811271,17.0,A4_HUMAN,770.0,True
P05141,6,0,multi-pass,True,False,True,False,False,2,member,4.0,,,,Client,,0.7885421787,0.9364312313,0.0,0.69,0.7551446,0.13,0.776915,-0.27,0.31,0.0,0.0402684563758389,0.5795818567276001,0.6628844141960144,0.1,0.700778,0.1040268456375839,1.810531521513288,-376.0,298,0.2114093959731543,0.0570469798657718,0.1113942095309139,0.5057419835943326,,,,,,136.0,0.1102941176470588,0.0514705882352941,0.1123546278111061,0.581127450980391,34.0,0.2941176470588235,0.0,0.1209705676243868,0.4222222222222222,,0.4563758389261745,0.1140939597315436,0,6,4,0.0,2.474216264076256,0.5702539366529048,0.3244581404497964,18.0,ADT2_HUMAN,298.0,True
P05556,1,0,single-pass,True,True,True,False,False,3,member,1.0,in_phasepdb_no_class,,ITGB1 FNRB MDF2 MSK12,Client,,0.6429573146,0.4607566586,0.000833333,0.77,0.3943021,0.24,0.933915,-0.23,2.82,0.0,0.0363408521303258,0.053682554513216,0.6110550165176392,0.74,0.8566749,0.0651629072681704,85.80557016666538,-270.0,798,0.2393483709273182,-0.0238095238095238,0.1656085447778461,0.4551656920077985,47.0,0.3617021276595745,0.0638297872340425,0.0594011969561451,0.4047281323877069,23.0,0.0,0.0,,0.8115942028985507,708.0,0.2457627118644068,-0.0310734463276836,0.1728040556597548,0.4405994978028887,0.0588972431077694,0.0288220551378446,0.8872180451127819,1,1,1,0.0,2.9020028913507296,0.6010765456287576,0.2838413859300439,18.0,ITB1_HUMAN,798.0,True
P07333,1,0,single-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.2831270153,0.8669039713000001,0.0,0.425,0.09814605,0.41,0.659838,-0.083,1.88,0.0236625514403292,0.0329218106995884,0.071259006857872,0.369128942489624,0.59,0.36426908,0.0781893004115226,132.9357620510869,-588.0,972,0.184156378600823,-0.0174897119341563,0.183194147494395,0.4769204389574754,434.0,0.2258064516129032,-0.0184331797235023,0.1659884180384326,0.4528673835125432,21.0,0.0,0.0,,0.8328042328042327,498.0,0.1626506024096385,-0.0180722891566265,0.2061940603388029,0.4772199910754114,0.4465020576131687,0.0216049382716049,0.5123456790123457,1,1,1,0.0,2.987666264926274,0.5877127508193832,0.1949149861649298,18.0,CSF1R_HUMAN,972.0,True
P07550,7,0,multi-pass,False,False,True,False,False,1,,,,,,Regulator,,0.0435452838,0.2000065192,0.0,0.477,0.45059863,0.26,0.0145222,-0.212,0.01,0.0,0.0242130750605326,0.3116539120674133,0.3409526646137237,0.1,0.13164687,0.0750605326876513,57.06455989913232,-550.0,413,0.1646489104116222,-0.0048426150121065,0.1688741188290282,0.5188861985472157,175.0,0.2742857142857143,0.0342857142857142,0.1763636036937159,0.4012698412698415,170.0,0.0470588235294117,-0.0235294117647058,0.1925716775072387,0.685816993464052,68.0,0.1764705882352941,-0.0588235294117647,0.1759555877476664,0.4042483660130719,0.423728813559322,0.4116222760290557,0.1646489104116222,4,7,4,0.0,2.615950051656401,0.4296272024003935,0.2228806777386148,18.0,ADRB2_HUMAN,413.0,False
P07766,1,0,single-pass,False,True,False,False,False,1,,,PS-other only,,CD3E T3E,,,0.164514824,0.3334278235,0.0025,0.214,0.061977915,0.64,0.909493,-0.236,0.28,0.2077294685990338,0.0579710144927536,0.0981658548116684,0.3174670934677124,0.56,0.08398447,0.1159420289855072,15.711341143293431,-45.0,207,0.2367149758454106,-0.0048309178743961,0.2612746597136812,0.4402039720880302,55.0,0.3454545454545454,0.2,0.1925842865152659,0.3145454545454547,26.0,0.0384615384615384,-0.0384615384615384,0.9999999999999994,0.7119658119658118,104.0,0.2692307692307692,-0.1153846153846153,0.2089489834732751,0.4134615384615381,0.2657004830917874,0.1256038647342995,0.5024154589371981,1,1,1,0.0,2.315970345456918,0.5347206521390676,0.2673695482178,18.0,CD3E_HUMAN,207.0,False
P07949,1,0,single-pass,False,True,False,False,False,1,,,in_phasepdb_no_class,,RET CDHF12 CDHR16 PTC,,,0.2879960374,0.8939286407,0.0,0.555,0.91190875,0.46,0.593386,-0.213,3.76,0.0,0.0430879712746858,0.1402571648359298,0.4100754857063293,0.13,0.23649363,0.1005385996409335,168.34905239444657,-929.0,1114,0.2271095152603231,-0.0098743267504488,0.1775741684726974,0.4724316776381381,457.0,0.24945295404814,-0.0043763676148796,0.1687315336439868,0.4498419645027983,22.0,0.0,0.0,,0.7863636363636363,607.0,0.2240527182866556,-0.0197693574958813,0.1883539686268495,0.4694856306058949,0.4102333931777379,0.0197486535008976,0.5448833034111311,1,1,1,0.018850987432675,3.04688519083771,0.634011842527932,0.2404507765532147,18.0,RET_HUMAN,1114.0,True
P08172,7,0,multi-pass,False,True,False,False,False,1,,,in_phasepdb_no_class,,CHRM2,,,0.2188307225,0.1227573668,0.000833333,0.262,0.05264176,0.82,-0.222064,-0.22,0.23,0.0,0.0665236051502145,0.2551248371601105,0.1490455418825149,0.53,0.18099809,0.0643776824034334,86.37155043233906,-560.0,466,0.1652360515021459,0.0278969957081545,0.2142057306938377,0.5079637577491635,239.0,0.2845188284518828,0.0753138075313807,0.2012530023762652,0.3849837284983732,173.0,0.0231213872832369,-0.0231213872832369,0.2555244202968089,0.6828516377649335,54.0,0.0925925925925925,-0.0185185185185185,0.6373769613333681,0.4919753086419752,0.5128755364806867,0.371244635193133,0.1158798283261802,4,7,4,0.0,2.66838591669,0.4640158687751382,0.217186827977449,18.0,ACM2_HUMAN,466.0,False
P08195,1,0,single-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.3700819997,0.7937243575,0.0,0.736,0.44078135,0.43,0.659136,-0.294,0.26,0.0619047619047619,0.1333333333333333,0.5474551916122437,0.2833067774772644,0.46,0.091771476,0.0523809523809523,35.441731039898286,-460.0,529,0.219281663516068,-0.0264650283553875,0.1631594256562658,0.481999579920185,82.0,0.3048780487804878,-0.0609756097560975,0.2266956013927002,0.4546070460704609,21.0,0.0,0.0,,0.7830687830687829,425.0,0.2141176470588235,-0.0211764705882352,0.1481088957296616,0.4718692810457523,0.1550094517958412,0.0396975425330812,0.8034026465028355,1,1,1,0.0,2.7234556720351857,0.5668490094108303,0.2489200076638249,18.0,4F2_HUMAN,630.0,True
P08247,4,0,multi-pass,True,True,True,False,False,3,member,1.0,in_phasepdb_no_class,,SYP,Client,,0.1996463957,0.0809225178,0.001666667,0.308,0.09619441,0.27,1.09152,0.417,7.32,0.1789137380191693,0.2523961661341853,0.8504762649536133,0.5783095359802246,0.58,0.09528848,0.0734824281150159,177.37313649102484,-18.0,313,0.1501597444089457,-0.0287539936102236,0.1488454521027102,0.494497692580759,122.0,0.1557377049180328,-0.0245901639344262,0.1385599635675861,0.3990892531876139,96.0,0.0208333333333333,0.0,0.961895294897283,0.6552083333333331,,,,,,0.389776357827476,0.3067092651757188,,3,4,0,0.0,2.4955443375464483,0.6321435195343358,0.3349926201015104,18.0,SYPH_HUMAN,313.0,True
P08574,1,0,single-pass,True,False,True,False,False,2,member,2.0,,,,Client,,0.3464347277,0.3771097005,0.0,0.493,0.012741879,0.4,0.0933899,-0.247,0.35,0.0,0.163076923076923,0.0473954044282436,0.0342615470290184,0.02,0.030975146,0.1138461538461538,3.9527276352192535,-286.0,325,0.203076923076923,0.0246153846153846,0.2717300723731465,0.4847179487179492,,,,,,34.0,0.2647058823529412,0.2058823529411764,0.2787135972893982,0.4980392156862747,197.0,0.2182741116751269,-0.065989847715736,0.220212679700094,0.4599548787366047,,0.1046153846153846,0.6061538461538462,0,1,1,0.0,2.5118833609788744,0.3677106908290502,0.2574428816311312,18.0,CY1_HUMAN,325.0,True
P08575,1,0,single-pass,True,False,False,False,False,1,member,2.0,,,,,,0.8578031111000001,0.9532235374,0.000833333,0.771,0.71629447,0.82,0.734508,-0.043,1.78,0.0390505359877488,0.0436447166921898,0.0957211256027221,0.1423550844192505,0.9,0.55752057,0.0765696784073506,236.6720732313485,-664.0,1306,0.2350689127105666,-0.0237366003062787,0.1767383426385153,0.4340905223753593,708.0,0.2838983050847458,-0.0240112994350282,0.2018116295390355,0.4166666666666673,21.0,0.0,0.0,,0.8423280423280423,552.0,0.1865942028985507,-0.0235507246376811,0.1284556607744671,0.431884057971015,0.5421133231240429,0.0160796324655436,0.4226646248085758,1,1,1,0.0,3.115943176939055,0.7396652532666351,0.2085848389909494,18.0,PTPRC_HUMAN,1306.0,True
P08908,7,0,multi-pass,True,False,False,False,True,2,unknown,0.0,,,,,,0.4170778534,0.0921235735,0.0,0.68,0.8727934,0.45,-0.0856142,-0.299,1.58,0.0,0.0260663507109004,0.0675643682479858,0.042797066271305,,0.26355502,0.0829383886255924,59.43262391067863,-676.0,422,0.1777251184834123,0.0308056872037914,0.1870618852196239,0.5216956292785674,183.0,0.3224043715846995,0.1147540983606557,0.1966203253800686,0.4044930176077719,165.0,0.0181818181818181,-0.0181818181818181,0.373380420579637,0.6917171717171716,74.0,0.1756756756756756,-0.0675675675675675,0.1247349743527683,0.4324324324324324,0.433649289099526,0.3909952606635071,0.1753554502369668,4,7,4,0.0,2.625312450961674,0.4707828409301355,0.2442639883517233,17.0,5HT1A_HUMAN,422.0,True
P08F94,1,0,single-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.2798427588,0.0900266907,,0.512,0.22055721,0.62,1.31071,-0.096,2.41,0.0,0.0233186057928325,0.130652517080307,0.0595638528466224,0.0,0.19106476,0.0694648993618065,177.18933661415633,-2984.0,4074,0.1669121256750122,-0.0132547864506627,0.1929267300289494,0.4978126875034046,195.0,0.241025641025641,0.0358974358974358,0.2181516380269317,0.4059829059829052,21.0,0.0,0.0,,0.7312169312169312,3835.0,0.1645371577574967,-0.0159061277705345,0.1911623722841028,0.5001419672606003,0.0478645066273932,0.0051546391752577,0.9413352970054,1,1,1,0.0,3.610021024664145,0.5360436417955665,0.3196932932664563,17.0,PKHD1_HUMAN,4074.0,True
P09619,1,0,single-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.4631719981,0.967183802,0.0,0.683,0.20024452,0.35,0.325582,-0.283,1.64,0.0569620253164556,0.1039783001808318,0.0869189500808715,0.0628929063677787,0.94,0.28732345,0.089511754068716,39.423106662940015,-919.0,1106,0.2233273056057866,-0.0515370705244122,0.1828965834555462,0.4762407072533656,553.0,0.2314647377938517,-0.050632911392405,0.1888999425583823,0.4569218404661435,21.0,0.0,0.0,,0.8629629629629632,500.0,0.23,-0.058,0.1829846567678167,0.4733333333333342,0.5,0.0189873417721519,0.4520795660036166,1,1,1,0.0,3.04375512696868,0.615238290296937,0.1959089118744472,18.0,PGFRB_HUMAN,1106.0,True
P09669,1,0,single-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.6106391114,0.3652121887,,0.144,0.15324493,0.2,-0.965279,-0.449,,1.0,0.0,0.2512322068214416,0.3269173502922058,0.19,0.019904153,0.1733333333333333,0.0,-82.0,75,0.3066666666666666,0.12,0.19295935378472,0.469925925925926,,,,,,41.0,0.2682926829268293,0.1707317073170731,0.257135988074489,0.5089430894308944,21.0,0.3809523809523809,0.0,0.1359666507781206,0.4174603174603174,,0.5466666666666666,0.28,0,1,1,0.0,1.8750612633917,0.4031783172654082,0.3677235395458373,16.0,COX6C_HUMAN,75.0,True
P10321,1,0,single-pass,True,False,False,False,False,1,member,2.0,,,,,,0.2756040531,0.1227070059,,0.418,0.009576401,0.43,0.151707,-0.216,1.17,0.0,0.1939890710382513,0.5287086963653564,0.4055361151695251,0.21,0.96875185,0.1174863387978142,79.13664297481697,-243.0,366,0.2377049180327868,-0.0191256830601092,0.1695737269090514,0.4405282331511848,33.0,0.2121212121212121,0.0909090909090909,0.3282381757367812,0.4181818181818182,25.0,0.0,0.0,,0.7862222222222223,284.0,0.2711267605633803,-0.0387323943661971,0.1518841747373119,0.3983568075117376,0.0901639344262295,0.0683060109289617,0.7759562841530054,1,1,1,0.0,2.5634810853944106,0.5519365292234165,0.2743510202381925,17.0,HLAC_HUMAN,366.0,False
P10415,1,0,single-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.0796400557,0.5209342378,0.0,0.54,0.2684747,0.52,-0.000620748,-0.093,2.01,0.0,0.205020920502092,0.3483833372592926,0.1792009323835373,0.39,0.07539316,0.104602510460251,10.691755953338172,-262.0,239,0.1799163179916318,-0.00418410041841,0.1703769222691831,0.4848907484890745,,,,,,22.0,0.0454545454545454,0.0454545454545454,0.9999999999999996,0.6757575757575757,,,,,,,0.0920502092050209,,0,1,0,0.0,2.378397900948137,0.5491875499387944,0.2596712982506535,18.0,BCL2_HUMAN,239.0,True
P10586,1,0,single-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.6800120051,0.8421456338000001,0.0,0.81,0.39009562,0.56,0.789477,-0.163,1.76,0.0,0.0361824855794441,0.0493642948567867,0.486432135105133,0.8,0.9788906,0.1027792343995804,118.5348159596742,-1350.0,1907,0.2223387519664394,-0.0125852123754588,0.1900174573799873,0.4590922332925443,623.0,0.2359550561797752,-0.0016051364365971,0.1601940779478813,0.4468521490993387,21.0,0.0,0.0,,0.8518518518518517,1234.0,0.2228525121555915,-0.0186385737439222,0.2031449664670132,0.4553574644336419,0.3266911379129523,0.0110120608285264,0.6470896696381752,1,1,1,0.0,3.280350693046006,0.6942386067387648,0.2692337969208968,18.0,PTPRF_HUMAN,1907.0,False
P10721,1,0,single-pass,True,False,True,False,False,2,member,1.0,,,,Client,,0.772259942,0.9748086017,0.0,0.599,0.2426087,0.22,0.646835,-0.214,1.51,0.0,0.0491803278688524,0.1987185180187225,0.4782195091247558,0.15,0.38532114,0.0840163934426229,83.7431670735858,-785.0,976,0.2223360655737705,-0.0051229508196721,0.1571066707681896,0.4721653005464487,431.0,0.2343387470997679,-0.0023201856148491,0.1820159967632698,0.4710750193348797,21.0,0.0,0.0,,0.7989417989417988,499.0,0.2244488977955911,-0.0120240480961923,0.1376081640248398,0.454152749944333,0.4415983606557377,0.0215163934426229,0.5112704918032787,1,1,1,0.0,2.989449817666692,0.6126617033505297,0.2206686330054074,18.0,KIT_HUMAN,976.0,True
P10747,1,0,single-pass,False,True,False,False,False,1,,,PS-other only,,CD28,,,0.08681307,0.1246023925,0.0,0.048,0.08280896,0.22,-0.174528,-0.198,0.33,0.0,0.0,0.2115564793348312,0.164247527718544,0.04,0.07588824,0.1227272727272727,2.906338537073414,-189.0,220,0.1636363636363636,0.0545454545454545,0.1897566268242841,0.4938383838383836,41.0,0.2926829268292683,0.1951219512195122,0.2197435744946417,0.3254742547425474,27.0,0.0,0.0,,0.7753086419753084,134.0,0.1716417910447761,0.0223880597014925,0.1483124429915571,0.4687396351575453,0.1863636363636363,0.1227272727272727,0.6090909090909091,1,1,1,0.0,2.342422680822206,0.3339476005067536,0.2481513218942556,18.0,CD28_HUMAN,220.0,False
P11166,12,0,multi-pass,True,False,True,False,False,2,member,3.0,,,,Client,,0.0729412234,0.1367487293,0.0,0.331,0.05223184,0.12,0.246224,-0.204,0.69,0.0447154471544715,0.0670731707317073,0.0686298459768295,0.0490729101002216,0.51,0.06687917,0.0691056910569105,9.231121652822177,-667.0,492,0.1382113821138211,0.0121951219512195,0.1680255912225446,0.5593495934959338,151.0,0.3245033112582781,0.0463576158940397,0.1636002212879552,0.4022810890360559,261.0,0.0153256704980842,0.0076628352490421,0.6547852071650555,0.6810983397190296,80.0,0.1875,-0.0375,0.1747485325746113,0.4586111111111112,0.306910569105691,0.5304878048780488,0.1626016260162601,7,12,6,0.0,2.69196510276736,0.3733611959529779,0.1789810360395318,18.0,GTR1_HUMAN,492.0,True
P11230,4,0,multi-pass,True,False,False,False,False,1,member,1.0,,,,,,0.0661218606,0.1378053812,0.0,0.074,0.0056662005,0.47,-0.0276723,-0.173,1.7,0.0,0.1357285429141716,0.0751136243343353,0.0314151123166084,0.08,0.16733103,0.091816367265469,37.66749662548436,-643.0,501,0.2055888223552894,-0.0259481037924151,0.1639738525835755,0.5018407629186062,137.0,0.2773722627737226,0.0145985401459854,0.1883477159141141,0.4193025141930246,85.0,0.0,0.0,,0.7613071895424839,221.0,0.248868778280543,-0.0588235294117647,0.1417985528006171,0.4502262443438907,0.2734530938123752,0.1696606786427145,0.4411177644710579,1,4,1,0.0,2.699837725867246,0.4046715830354719,0.2432911685073033,18.0,ACHB_HUMAN,501.0,False
P11362,1,0,single-pass,True,True,True,False,False,3,member,3.0,PS-other only,,FGFR1 BFGFR CEK FGFBR FLG FLT2 HBGFR,Client,,0.6645710642,0.9266439739,0.0,0.76,0.47035217,0.69,0.383312,-0.313,1.3,0.0401459854014598,0.0510948905109489,0.3360250294208526,0.4643635749816894,0.85,0.92361313,0.083941605839416,44.94198856479632,-692.0,822,0.2360097323600973,-0.0194647201946472,0.1970424799845201,0.4592727764260639,425.0,0.2541176470588235,0.0,0.1719562639157488,0.4522875816993471,21.0,0.0,0.0,,0.7365079365079363,355.0,0.2394366197183098,-0.0478873239436619,0.2249177120619414,0.4396870109546157,0.5170316301703163,0.0255474452554744,0.4318734793187348,1,1,1,0.0,2.9148718175400505,0.6707169416895731,0.2138853918080357,18.0,FGFR1_HUMAN,822.0,True
P11717,1,0,single-pass,True,False,False,False,False,1,member,1.0,,,,,,0.5191939162,0.7980232263,0.0,0.74,0.049089346,0.41,1.3343,-0.099,1.9,0.0228823765556001,0.0305098354074668,0.1092471480369567,0.1757679283618927,0.79,0.12866752,0.0847049377759935,218.93830398220604,-1029.0,2491,0.2244078683259735,-0.0180650341228422,0.1896014231155364,0.4588697087291987,164.0,0.3475609756097561,-0.0304878048780487,0.2814872172519963,0.3738482384823847,23.0,0.0,0.0,,0.7879227053140095,2264.0,0.219964664310954,-0.019434628975265,0.1790429560817872,0.4604534746760941,0.0658370132476916,0.009233239662786,0.9088719389803293,1,1,1,0.0,3.3963737275365067,0.6540068048731166,0.2222139363389187,18.0,MPRI_HUMAN,2491.0,False
