UniProt_ID,Gene,Protein_name,reviewed,protein_existence,length,n_transmem,n_intramem,n_lipid,topology,tm_evidence,membrane_descriptor,kw_transmembrane,kw_gpi,in_CD-CODE,in_PhaSepDB,in_DrLLPS,in_PhaSePro,in_LLPSDB,n_databases,CDCODE_role,CDCODE_driver_criteria,CDCODE_n_biomol_condensates,CDCODE_n_synthetic_condensates,CDCODE_condensate_names,PhaSepDB_class,PhaSepDB_MLO,DrLLPS_type,DrLLPS_condensate,PhaSePro_partner_dependent,all_pmids,n_pmids,flagged_pmid_citations,evidence_proteomics_inventory_only,evidence_rnai_screen_only,flag_no_pmid,flag_single_database,flag_unreviewed,flag_tm_predicted_only,flag_no_membrane_descriptor,n_flags,catgranule_leakage,catgranule_train_positive,catgranule_label_contradiction,set_legacy_427,set_legacy_rule_reconstructed,set_recommended_primary,set_strict_transmem,set_full_union_475,set_evidence_core,set_catgranule_clean
P13073,COX4I1,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Cytochrome c oxidase polypeptide IV) (Cytochrome c oxidase subunit IV isoform 1) (COX IV-1)",reviewed,Evidence at protein level,169.0,1,0,0,single-pass,by_similarity,Single-pass membrane protein,True,False,True,False,True,False,False,2,member,,2.0,0.0,PML body;Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
P09669,COX6C,Cytochrome c oxidase subunit 6C (Cytochrome c oxidase polypeptide VIc),reviewed,Evidence at protein level,75.0,1,0,0,single-pass,by_similarity,Single-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
O14548,COX7A2L,"Cytochrome c oxidase subunit 7A2-like, mitochondrial (Cytochrome c oxidase subunit 7A-related protein) (COX7a-related protein) (Cytochrome c oxidase subunit VIIa-related protein) (EB1) (Supercomplex assembly factor 1)",reviewed,Evidence at protein level,114.0,1,0,0,single-pass,by_similarity,Single-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
P15954,COX7C,"Cytochrome c oxidase subunit 7C, mitochondrial (Cytochrome c oxidase polypeptide VIIc)",reviewed,Evidence at protein level,63.0,1,0,0,single-pass,by_similarity,Single-pass membrane protein,True,False,False,True,False,False,False,1,not_in_cdcode,,,,,PS-other only,Nucleolus,not_in_drllps,,,36220893,1,,False,False,False,True,False,True,False,2,not_in_catgranule,False,False,True,True,True,True,True,False,True
O00483,COXFA4,Cytochrome c oxidase subunit FA4 (Complex I-MLRQ) (CI-MLRQ) (Cytochrome c oxidase subunit NDUFA4) (NADH-ubiquinone oxidoreductase MLRQ subunit),reviewed,Evidence at protein level,81.0,1,0,0,single-pass,experimental,Single-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,False,False,1,catgranule_train_positive,True,False,True,True,True,True,True,False,False
P50416,CPT1A,"Carnitine O-palmitoyltransferase 1, liver isoform (CPT1-L) (EC 2.3.1.21) (Carnitine O-palmitoyltransferase I, liver isoform) (CPT I) (CPTI-L) (Carnitine palmitoyltransferase 1A) (Succinyltransferase CPT1A) (EC 2.3.1.-)",reviewed,Evidence at protein level,773.0,2,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
P23786,CPT2,"Carnitine O-palmitoyltransferase 2, mitochondrial (EC 2.3.1.21) (Carnitine palmitoyltransferase II) (CPT II)",reviewed,Evidence at protein level,658.0,0,1,0,intramembrane-only,by_similarity,Peripheral membrane protein,False,False,True,False,False,False,False,1,in_cdcode_no_role,,2.0,0.0,,not_in_phasepdb,,not_in_drllps,,,,0,,False,False,True,True,False,True,False,3,catgranule_test_positive,False,False,False,False,True,False,True,False,False
Q9BUF7,CRB3,Protein crumbs homolog 3,reviewed,Evidence at protein level,120.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Centrosome,not_in_phasepdb,,Client,Centrosome/Spindle pole body,,17646395,1,,False,False,False,False,False,True,False,1,catgranule_train_positive,True,False,True,True,True,True,True,True,False
Q9UJA2,CRLS1,Cardiolipin synthase (CMP-forming) (CLS) (EC 2.7.8.41) (Protein GCD10 homolog),reviewed,Evidence at protein level,301.0,5,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,False,True,False,False,False,1,not_in_cdcode,,,,,PS-other only,,not_in_drllps,,,38322995,1,,False,False,False,True,False,True,False,2,catgranule_train_negative,False,True,True,True,True,True,True,False,False
P07333,CSF1R,Macrophage colony-stimulating factor 1 receptor (CSF-1 receptor) (CSF-1-R) (CSF-1R) (M-CSF-R) (EC 2.7.10.1) (Proto-oncogene c-Fms) (CD antigen CD115),reviewed,Evidence at protein level,972.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Nucleolus,not_in_phasepdb,,Client,Nucleolus,,26980300,1,26980300=Palm D RNA Biol 2016,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
P61073,CXCR4,C-X-C chemokine receptor type 4 (CXC-R4) (CXCR-4) (FB22) (Fusin) (HM89) (LCR1) (Leukocyte-derived seven transmembrane domain receptor) (LESTR) (Lipopolysaccharide-associated protein 3) (LAP-3) (LPS-associated protein 3) (NPYRL) (Stromal cell-derived factor 1 receptor) (SDF-1 receptor) (CD antigen CD184),reviewed,Evidence at protein level,352.0,7,0,0,multi-pass,experimental,Multi-pass membrane protein,True,False,False,True,False,False,False,1,not_in_cdcode,,,,,PS-other only,,not_in_drllps,,,36396954,1,,False,False,False,True,False,False,False,1,catgranule_test_positive,False,False,True,True,True,True,True,False,False
Q9UHQ9,CYB5R1,NADH-cytochrome b5 reductase 1 (b5R.1) (EC 1.6.2.2) (Humb5R2) (NAD(P)H:quinone oxidoreductase type 3 polypeptide A2),reviewed,Evidence at protein level,305.0,1,0,0,single-pass,sequence_analysis,Single-pass membrane protein,True,False,True,False,True,False,False,2,member,,2.0,0.0,Nucleolus;Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,"Nucleolus, Postsynaptic density",,23071613;26980300,2,23071613=Bayés A PLoS One 2012;26980300=Palm D RNA Biol 2016,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
P13498,CYBA,Cytochrome b-245 light chain (Cytochrome b(558) alpha chain) (Cytochrome b558 subunit alpha) (Neutrophil cytochrome b 22 kDa polypeptide) (Superoxide-generating NADPH oxidase light chain subunit) (p22 phagocyte B-cytochrome) (p22-phox) (p22phox),reviewed,Evidence at protein level,195.0,4,1,0,multi-pass,experimental,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Paraspeckle,not_in_phasepdb,,Client,Paraspeckle,,24127217,1,,False,False,False,False,False,False,False,0,catgranule_train_positive,True,False,True,True,True,True,True,True,False
Q53TN4,CYBRD1,Plasma membrane ascorbate-dependent reductase CYBRD1 (EC 7.2.1.3) (Cytochrome b reductase 1) (Duodenal cytochrome b) (Ferric-chelate reductase 3),reviewed,Evidence at protein level,286.0,6,0,0,multi-pass,experimental,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,False,False,1,catgranule_train_positive,True,False,True,True,True,True,True,False,False
P08574,CYC1,"Cytochrome c1, heme protein, mitochondrial (EC 7.1.1.8) (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit) (Cytochrome c-1)",reviewed,Evidence at protein level,325.0,1,0,0,single-pass,experimental,Single-pass membrane protein,True,False,True,False,True,False,False,2,member,,2.0,0.0,Nucleolus;PML body,not_in_phasepdb,,Client,Nucleolus,,26980300,1,26980300=Palm D RNA Biol 2016,True,False,False,False,False,False,False,1,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q6UW02,CYP20A1,Cytochrome P450 20A1 (EC 1.14.-.-),reviewed,Evidence at protein level,462.0,1,0,0,single-pass,sequence_analysis,Single-pass membrane protein,True,False,True,False,True,False,False,2,member,,2.0,0.0,P-body;Stress granule,not_in_phasepdb,,Client,Stress granule,,25995375;29373831,2,,False,False,False,False,False,True,False,1,catgranule_train_positive,True,False,True,True,True,True,True,True,False
P61803,DAD1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 (Oligosaccharyl transferase subunit DAD1) (Defender against cell death 1) (DAD-1),reviewed,Evidence at protein level,113.0,3,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q14118,DAG1,Dystroglycan 1 (Dystroglycan) (Dystrophin-associated glycoprotein 1) [Cleaved into: Alpha-dystroglycan (Alpha-DG); Beta-dystroglycan (Beta-DG)],reviewed,Evidence at protein level,895.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,True,False,False,False,False,1,member,,1.0,0.0,Rapsn condensate,not_in_phasepdb,,not_in_drllps,,,34033754,1,,False,False,False,True,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q5H9S7,DCAF17,DDB1- and CUL4-associated factor 17,reviewed,Evidence at protein level,520.0,2,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,False,False,False,1,member,,1.0,0.0,Nucleolus,not_in_phasepdb,,not_in_drllps,,,19026396,1,,False,False,False,True,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
P81605,DCD,Dermcidin (EC 3.4.-.-) (Preproteolysin) [Cleaved into: Survival-promoting peptide; DCD-1],reviewed,Evidence at protein level,110.0,1,0,0,single-pass,curator_inferred,Peripheral membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Stress granule,not_in_phasepdb,,Client,Stress granule,,26777405,1,,False,False,False,False,False,True,False,1,catgranule_train_positive,True,False,True,True,True,True,True,True,False
P39656,DDOST,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (DDOST 48 kDa subunit) (Oligosaccharyl transferase 48 kDa subunit),reviewed,Evidence at protein level,456.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Nucleolus,not_in_phasepdb,,Client,Nucleolus,,26980300,1,26980300=Palm D RNA Biol 2016,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q08345,DDR1,Epithelial discoidin domain-containing receptor 1 (Epithelial discoidin domain receptor 1) (EC 2.7.10.1) (CD167 antigen-like family member A) (Cell adhesion kinase) (Discoidin receptor tyrosine kinase) (HGK2) (Mammary carcinoma kinase 10) (MCK-10) (Protein-tyrosine kinase 3A) (Protein-tyrosine kinase RTK-6) (TRK E) (Tyrosine kinase DDR) (Tyrosine-protein kinase CAK) (CD antigen CD167a),reviewed,Evidence at protein level,913.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,False,True,False,False,False,1,not_in_cdcode,,,,,PS-self only,,not_in_drllps,,,36475898;37833282,2,,False,False,False,True,False,True,False,2,catgranule_test_positive,False,False,True,True,True,True,True,False,False
Q96HY6,DDRGK1,DDRGK domain-containing protein 1 (Dashurin) (UFM1-binding and PCI domain-containing protein 1),reviewed,Evidence at protein level,314.0,1,0,0,single-pass,experimental,Single-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,False,False,1,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q8TBM8,DNAJB14,DnaJ homolog subfamily B member 14,reviewed,Evidence at protein level,379.0,1,0,0,single-pass,sequence_analysis,Single-pass membrane protein,True,False,False,False,True,False,False,1,not_in_cdcode,,,,,not_in_phasepdb,,Client,Others,,24127217,1,,False,False,False,True,False,True,False,2,catgranule_test_positive,False,False,False,False,False,True,True,False,False
Q96DA6,DNAJC19,Mitochondrial import inner membrane translocase subunit TIM14 (DnaJ homolog subfamily C member 19),reviewed,Evidence at protein level,116.0,1,0,0,single-pass,sequence_analysis,Single-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
P27487,DPP4,Dipeptidyl peptidase 4 (EC 3.4.14.5) (ADABP) (Adenosine deaminase complexing protein 2) (ADCP-2) (Dipeptidyl peptidase IV) (DPP IV) (T-cell activation antigen CD26) (TP103) (CD antigen CD26) [Cleaved into: Dipeptidyl peptidase 4 membrane form (Dipeptidyl peptidase IV membrane form); Dipeptidyl peptidase 4 soluble form (Dipeptidyl peptidase IV soluble form)],reviewed,Evidence at protein level,766.0,1,0,0,single-pass,sequence_analysis,Single-pass type II membrane protein,True,False,True,False,False,False,False,1,member,,2.0,0.0,P-body;Stress granule,not_in_phasepdb,,not_in_drllps,,,,0,,False,False,True,True,False,True,False,3,not_in_catgranule,False,False,True,True,True,True,True,False,True
P42658,DPP6,A-type potassium channel modulatory protein DPP6 (DPPX) (Dipeptidyl aminopeptidase-like protein 6) (Dipeptidyl aminopeptidase-related protein) (Dipeptidyl peptidase 6) (Dipeptidyl peptidase IV-like protein) (Dipeptidyl peptidase VI) (DPP VI),reviewed,Evidence at protein level,865.0,1,0,0,single-pass,sequence_analysis,Single-pass type II membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
P35462,DRD3,D(3) dopamine receptor (Dopamine D3 receptor),reviewed,Evidence at protein level,400.0,7,0,0,multi-pass,experimental,Multi-pass membrane protein,True,False,False,False,True,False,False,1,not_in_cdcode,,,,,not_in_phasepdb,,Regulator,P-body,,18794846,1,18794846=Ohn T Nat Cell Biol 2008,False,True,False,True,False,False,False,2,catgranule_train_positive,True,False,False,False,False,True,True,False,False
Q08554,DSC1,Desmocollin-1 (Cadherin family member 1) (Desmosomal glycoprotein 2/3) (DG2/DG3),reviewed,Evidence at protein level,894.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,P-body,not_in_phasepdb,,Client,P-body,,28965817,1,,False,False,False,False,False,True,False,1,catgranule_train_positive,True,False,True,True,True,True,True,True,False
Q02413,DSG1,Desmoglein-1 (Cadherin family member 4) (Desmosomal glycoprotein 1) (DG1) (DGI) (Pemphigus foliaceus antigen),reviewed,Evidence at protein level,1049.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,P-body,not_in_phasepdb,,Client,P-body,,28965817,1,,False,False,False,False,False,True,False,1,catgranule_train_positive,True,False,True,True,True,True,True,True,False
P01133,EGF,Pro-epidermal growth factor (EGF) [Cleaved into: Epidermal growth factor (Urogastrone)],reviewed,Evidence at protein level,1207.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,False,False,True,False,False,1,not_in_cdcode,,,,,not_in_phasepdb,,Regulator,Nuclear speckle,,27746021,1,,False,False,False,True,False,True,False,2,catgranule_train_positive,True,False,False,False,False,True,True,False,False
P00533,EGFR,Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1),reviewed,Evidence at protein level,1210.0,1,0,2,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,False,True,False,False,False,1,not_in_cdcode,,,,,PS-other only,,not_in_drllps,,,33848463;35231400;35490741;35507881;36396954,5,,False,False,False,True,False,True,False,2,not_in_catgranule,False,False,True,True,True,True,True,False,True
Q9NZJ5,EIF2AK3,Eukaryotic translation initiation factor 2-alpha kinase 3 (EC 2.7.11.1) (PRKR-like endoplasmic reticulum kinase) (Pancreatic eIF2-alpha kinase) (HsPEK) (Protein tyrosine kinase EIF2AK3) (EC 2.7.10.2),reviewed,Evidence at protein level,1116.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Stress granule,not_in_phasepdb,,Regulator,Stress granule,,26556863,1,,False,False,False,False,False,True,False,1,catgranule_train_positive,True,False,True,True,True,True,True,True,False
Q5R3F8,ELFN2,Protein phosphatase 1 regulatory subunit 29 (Extracellular leucine-rich repeat and fibronectin type III domain-containing protein 2) (Leucine-rich repeat and fibronectin type-III domain-containing protein 6) (Leucine-rich repeat-containing protein 62),reviewed,Evidence at protein level,820.0,1,0,0,single-pass,sequence_analysis,Single-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q9BW60,ELOVL1,Very long chain fatty acid elongase 1 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL1) (ELOVL fatty acid elongase 1) (ELOVL FA elongase 1) (Elongation of very long chain fatty acids protein 1) (Very long chain 3-ketoacyl-CoA synthase 1) (Very long chain 3-oxoacyl-CoA synthase 1),reviewed,Evidence at protein level,279.0,7,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Nucleolus,not_in_phasepdb,,Client,Nucleolus,,20026476;24127217,2,,False,False,False,False,False,True,False,1,not_in_catgranule,False,False,True,True,True,True,True,True,True
A1L3X0,ELOVL7,Very long chain fatty acid elongase 7 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL7) (ELOVL fatty acid elongase 7) (ELOVL FA elongase 7) (Elongation of very long chain fatty acids protein 7) (Very long chain 3-ketoacyl-CoA synthase 7) (Very long chain 3-oxoacyl-CoA synthase 7),reviewed,Evidence at protein level,281.0,7,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Nucleolus,not_in_phasepdb,,Client,Nucleolus,,20026476,1,,False,False,False,False,False,True,False,1,catgranule_train_positive,True,False,True,True,True,True,True,True,False
Q8N766,EMC1,ER membrane protein complex subunit 1,reviewed,Evidence at protein level,993.0,1,0,0,single-pass,experimental,Single-pass type I membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,False,False,1,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q5J8M3,EMC4,ER membrane protein complex subunit 4 (Cell proliferation-inducing gene 17 protein) (Transmembrane protein 85),reviewed,Evidence at protein level,183.0,3,0,0,multi-pass,curator_inferred,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
P49961,ENTPD1,Ectonucleoside triphosphate diphosphohydrolase 1 (EC 3.6.1.5) (ATP diphosphohydrolase) (ATP-DPH) (ATPDase) (Ecto-ATP diphosphohydrolase 1) (Ecto-ATPDase 1) (Ecto-ATPase 1) (Ecto-apyrase) (Lymphoid cell activation antigen) (Nucleoside triphosphate diphosphohydrolase 1) (NTPDase1) (CD antigen CD39),reviewed,Evidence at protein level,510.0,2,0,1,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Stress granule,not_in_phasepdb,,Client,Stress granule,,29373831,1,,False,False,False,False,False,True,False,1,catgranule_train_positive,True,False,True,True,True,True,True,True,False
P29317,EPHA2,Ephrin type-A receptor 2 (EC 2.7.10.1) (Epithelial cell kinase) (Tyrosine-protein kinase receptor ECK),reviewed,Evidence at protein level,976.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,False,True,False,False,False,1,not_in_cdcode,,,,,PS-other only,,not_in_drllps,,,37980165,1,,False,False,False,True,False,True,False,2,not_in_catgranule,False,False,True,True,True,True,True,False,True
P54764,EPHA4,Ephrin type-A receptor 4 (EC 2.7.10.1) (EPH-like kinase 8) (EK8) (hEK8) (Tyrosine-protein kinase TYRO1) (Tyrosine-protein kinase receptor SEK),reviewed,Evidence at protein level,986.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,not_in_catgranule,False,False,True,True,True,True,True,False,True
P04626,ERBB2,Receptor tyrosine-protein kinase erbB-2 (EC 2.7.10.1) (Metastatic lymph node gene 19 protein) (MLN 19) (Proto-oncogene Neu) (Proto-oncogene c-ErbB-2) (Tyrosine kinase-type cell surface receptor HER2) (p185erbB2) (CD antigen CD340),reviewed,Evidence at protein level,1255.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,False,True,False,False,False,1,not_in_cdcode,,,,,PS-other only,,not_in_drllps,,,35231400,1,,False,False,False,True,False,True,False,2,catgranule_test_positive,False,False,True,True,True,True,True,False,False
Q15303,ERBB4,Receptor tyrosine-protein kinase erbB-4 (EC 2.7.10.1) (Proto-oncogene-like protein c-ErbB-4) (Tyrosine kinase-type cell surface receptor HER4) (p180erbB4) [Cleaved into: ERBB4 intracellular domain (4ICD) (E4ICD) (s80HER4)],reviewed,Evidence at protein level,1308.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,False,True,False,False,False,1,not_in_cdcode,,,,,PS-other only,,not_in_drllps,,,35231400,1,,False,False,False,True,False,True,False,2,catgranule_test_positive,False,False,True,True,True,True,True,False,False
O75477,ERLIN1,Erlin-1 (Endoplasmic reticulum lipid raft-associated protein 1) (Protein KE04) (Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 1) (SPFH domain-containing protein 1),reviewed,Evidence at protein level,348.0,1,0,0,single-pass,sequence_analysis,Single-pass type II membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
O94905,ERLIN2,Erlin-2 (Endoplasmic reticulum lipid raft-associated protein 2) (Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 2) (SPFH domain-containing protein 2),reviewed,Evidence at protein level,339.0,1,0,0,single-pass,sequence_analysis,Single-pass type II membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,Postsynaptic density,,23071613,1,23071613=Bayés A PLoS One 2012,True,False,False,False,False,True,False,2,not_in_catgranule,False,False,True,True,True,True,True,False,True
O75460,ERN1,Serine/threonine-protein kinase/endoribonuclease IRE1 (Endoplasmic reticulum-to-nucleus signaling 1) (Inositol-requiring protein 1) (hIRE1p) (Ire1-alpha) (IRE1a) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)],reviewed,Evidence at protein level,977.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,True,True,False,False,False,2,member,,1.0,0.0,Stress granule,both classes,Stress granule,not_in_drllps,,,38714852;39232130,2,,False,False,False,False,False,True,False,1,not_in_catgranule,False,False,True,True,True,True,True,True,True
Q9BSJ8,ESYT1,Extended synaptotagmin-1 (E-Syt1) (Membrane-bound C2 domain-containing protein),reviewed,Evidence at protein level,1104.0,2,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,False,True,False,False,2,member,,4.0,0.0,P-body;Nucleolus;Stress granule;Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,"Nucleolus, Stress granule, Postsynaptic density",,23071613;26980300;29373831,3,23071613=Bayés A PLoS One 2012;26980300=Palm D RNA Biol 2016,False,False,False,False,False,True,False,1,catgranule_train_positive,True,False,True,True,True,True,True,True,False
A0FGR8,ESYT2,Extended synaptotagmin-2 (E-Syt2) (Chr2Syt),reviewed,Evidence at protein level,921.0,2,0,0,multi-pass,sequence_analysis,Peripheral membrane protein,True,False,True,False,True,False,False,2,member,,2.0,0.0,Nucleolus;Presynaptic clusters and postsynaptic densities,not_in_phasepdb,,Client,"Nucleolus, Postsynaptic density",,23071613;26980300,2,23071613=Bayés A PLoS One 2012;26980300=Palm D RNA Biol 2016,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
A0FGR9,ESYT3,Extended synaptotagmin-3 (E-Syt3) (Chr3Syt),reviewed,Evidence at protein level,886.0,2,0,0,multi-pass,sequence_analysis,Peripheral membrane protein,True,False,True,False,True,False,False,2,member,,1.0,0.0,Nucleolus,not_in_phasepdb,,Client,Nucleolus,,26980300,1,26980300=Palm D RNA Biol 2016,True,False,False,False,False,True,False,2,catgranule_train_positive,True,False,True,True,True,True,True,False,False
Q9Y624,F11R,Junctional adhesion molecule A (JAM-A) (Junctional adhesion molecule 1) (JAM-1) (Platelet F11 receptor) (Platelet adhesion molecule 1) (PAM-1) (CD antigen CD321),reviewed,Evidence at protein level,299.0,1,0,0,single-pass,sequence_analysis,Single-pass type I membrane protein,True,False,False,True,False,False,False,1,not_in_cdcode,,,,,PS-other only,,not_in_drllps,,,36179489,1,,False,False,False,True,False,True,False,2,not_in_catgranule,False,False,True,True,True,True,True,False,True
O00254,F2RL2,Proteinase-activated receptor 3 (PAR-3) (Coagulation factor II receptor-like 2) (Thrombin receptor-like 2),reviewed,Evidence at protein level,374.0,7,0,0,multi-pass,sequence_analysis,Multi-pass membrane protein,True,False,True,True,False,False,False,2,member,,1.0,0.0,mInsc-Par6β-Par3 condensate,PS-other only,,not_in_drllps,,,36179489,1,,False,False,False,False,False,True,False,1,catgranule_train_negative,False,True,True,True,True,True,True,True,False
