UniProt_ID,whole_len,whole_FCR,whole_NCPR,whole_kappa,whole_hydropathy,cyto_len,cyto_FCR,cyto_NCPR,cyto_kappa,cyto_hydropathy,tm_len,tm_FCR,tm_NCPR,tm_kappa,tm_hydropathy,ecto_len,ecto_FCR,ecto_NCPR,ecto_kappa,ecto_hydropathy,cyto_frac,tm_frac,ecto_frac,n_cyto_seg,n_tm_seg,n_ecto_seg,LCR_frac,log10_Length
P04626,1255,0.200796812749004,-0.0254980079681274,0.2035395229442722,0.4725011066843743,580.0,0.2396551724137931,-0.0258620689655172,0.2115393511080506,0.4513409961685817,23.0,0.0,0.0,,0.8328502415458937,630.0,0.1761904761904762,-0.0269841269841269,0.1929570443782244,0.473227513227514,0.4621513944223107,0.0183266932270916,0.50199203187251,1,1,1,0.0,3.098643725817057
P04629,796,0.185929648241206,-0.0150753768844221,0.1634727940505553,0.4896147403685092,357.0,0.2184873949579832,0.0056022408963585,0.1494302285752622,0.4791783380018666,16.0,0.0,0.0,,0.813888888888889,391.0,0.1713554987212276,-0.0434782608695652,0.1693280232279141,0.482608695652175,0.4484924623115578,0.0201005025125628,0.4912060301507537,1,1,1,0.0,2.900913067737669
P04843,607,0.2454695222405271,-0.0181219110378912,0.1708581279886297,0.4768625297455625,150.0,0.34,0.02,0.1290535721495343,0.447777777777778,19.0,0.0,0.0,,0.7853801169590644,415.0,0.2337349397590361,-0.0313253012048192,0.1943184391763127,0.4653815261044188,0.2471169686985173,0.0313014827018121,0.6836902800658978,1,1,1,0.0,2.783188691075257
P04844,631,0.179080824088748,-0.0269413629160063,0.1654391767169316,0.5089980630392664,24.0,0.1666666666666666,0.1666666666666666,0.2611694382711318,0.4439814814814815,63.0,0.0158730158730158,0.0158730158730158,0.999999999999998,0.6611992945326277,522.0,0.2068965517241379,-0.0421455938697318,0.1589409095748319,0.4881438910174538,0.0380348652931854,0.0998415213946117,0.8272583201267829,2,3,2,0.0,2.8000293592441343
P05023,1023,0.2218963831867057,-0.0224828934506353,0.1753588878281517,0.5012490496361466,713.0,0.2636746143057503,-0.0168302945301542,0.1686955031603984,0.4578463456443817,224.0,0.0892857142857142,-0.0178571428571428,0.2331914874538404,0.649652777777778,86.0,0.2209302325581395,-0.0813953488372093,0.2210917364470848,0.4745478036175708,0.696969696969697,0.2189638318670576,0.0840664711632453,6,10,5,0.0,3.00987563371216
P05026,303,0.2838283828382838,0.0198019801980198,0.1081192462965123,0.435790245691235,34.0,0.3823529411764705,0.1470588235294117,0.1227918964288577,0.3712418300653595,28.0,0.0,0.0,,0.7361111111111109,241.0,0.3029045643153527,0.0041493775933609,0.1057199297086056,0.4100046104195472,0.1122112211221122,0.0924092409240924,0.7953795379537953,1,1,1,0.0,2.481442628502305
P05067,770,0.2857142857142857,-0.0831168831168831,0.2417683981287516,0.4351226551226568,48.0,0.25,0.0,0.2571190629701267,0.3789351851851854,21.0,0.0,0.0,,0.8084656084656083,684.0,0.3026315789473684,-0.0950292397660818,0.2403022266857808,0.4218323586744622,0.0623376623376623,0.0272727272727272,0.8883116883116883,1,1,1,0.0,2.886490725172482
P05141,298,0.2114093959731543,0.0570469798657718,0.1113942095309139,0.5057419835943326,,,,,,136.0,0.1102941176470588,0.0514705882352941,0.1123546278111061,0.581127450980391,34.0,0.2941176470588235,0.0,0.1209705676243868,0.4222222222222222,,0.4563758389261745,0.1140939597315436,0,6,4,0.0,2.4742162640762557
P05556,798,0.2393483709273182,-0.0238095238095238,0.1656085447778461,0.4551656920077985,47.0,0.3617021276595745,0.0638297872340425,0.0594011969561451,0.4047281323877069,23.0,0.0,0.0,,0.8115942028985507,708.0,0.2457627118644068,-0.0310734463276836,0.1728040556597548,0.4405994978028887,0.0588972431077694,0.0288220551378446,0.8872180451127819,1,1,1,0.0,2.9020028913507296
P07333,972,0.184156378600823,-0.0174897119341563,0.183194147494395,0.4769204389574754,434.0,0.2258064516129032,-0.0184331797235023,0.1659884180384326,0.4528673835125432,21.0,0.0,0.0,,0.8328042328042327,498.0,0.1626506024096385,-0.0180722891566265,0.2061940603388029,0.4772199910754114,0.4465020576131687,0.0216049382716049,0.5123456790123457,1,1,1,0.0,2.987666264926274
P07550,413,0.1646489104116222,-0.0048426150121065,0.1688741188290282,0.5188861985472157,175.0,0.2742857142857143,0.0342857142857142,0.1763636036937159,0.4012698412698415,170.0,0.0470588235294117,-0.0235294117647058,0.1925716775072387,0.685816993464052,68.0,0.1764705882352941,-0.0588235294117647,0.1759555877476664,0.4042483660130719,0.423728813559322,0.4116222760290557,0.1646489104116222,4,7,4,0.0,2.615950051656401
P07766,207,0.2367149758454106,-0.0048309178743961,0.2612746597136812,0.4402039720880302,55.0,0.3454545454545454,0.2,0.1925842865152659,0.3145454545454547,26.0,0.0384615384615384,-0.0384615384615384,0.9999999999999994,0.7119658119658118,104.0,0.2692307692307692,-0.1153846153846153,0.2089489834732751,0.4134615384615381,0.2657004830917874,0.1256038647342995,0.5024154589371981,1,1,1,0.0,2.315970345456918
P07949,1114,0.2271095152603231,-0.0098743267504488,0.1775741684726974,0.4724316776381381,457.0,0.24945295404814,-0.0043763676148796,0.1687315336439868,0.4498419645027983,22.0,0.0,0.0,,0.7863636363636363,607.0,0.2240527182866556,-0.0197693574958813,0.1883539686268495,0.4694856306058949,0.4102333931777379,0.0197486535008976,0.5448833034111311,1,1,1,0.018850987432675,3.04688519083771
P08172,466,0.1652360515021459,0.0278969957081545,0.2142057306938377,0.5079637577491635,239.0,0.2845188284518828,0.0753138075313807,0.2012530023762652,0.3849837284983732,173.0,0.0231213872832369,-0.0231213872832369,0.2555244202968089,0.6828516377649335,54.0,0.0925925925925925,-0.0185185185185185,0.6373769613333681,0.4919753086419752,0.5128755364806867,0.371244635193133,0.1158798283261802,4,7,4,0.0,2.66838591669
P08195,529,0.219281663516068,-0.0264650283553875,0.1631594256562658,0.481999579920185,82.0,0.3048780487804878,-0.0609756097560975,0.2266956013927002,0.4546070460704609,21.0,0.0,0.0,,0.7830687830687829,425.0,0.2141176470588235,-0.0211764705882352,0.1481088957296616,0.4718692810457523,0.1550094517958412,0.0396975425330812,0.8034026465028355,1,1,1,0.0,2.7234556720351857
P08247,313,0.1501597444089457,-0.0287539936102236,0.1488454521027102,0.494497692580759,122.0,0.1557377049180328,-0.0245901639344262,0.1385599635675861,0.3990892531876139,96.0,0.0208333333333333,0.0,0.961895294897283,0.6552083333333331,,,,,,0.389776357827476,0.3067092651757188,,3,4,0,0.0,2.4955443375464483
P08574,325,0.203076923076923,0.0246153846153846,0.2717300723731465,0.4847179487179492,,,,,,34.0,0.2647058823529412,0.2058823529411764,0.2787135972893982,0.4980392156862747,197.0,0.2182741116751269,-0.065989847715736,0.220212679700094,0.4599548787366047,,0.1046153846153846,0.6061538461538462,0,1,1,0.0,2.5118833609788744
P08575,1306,0.2350689127105666,-0.0237366003062787,0.1767383426385153,0.4340905223753593,708.0,0.2838983050847458,-0.0240112994350282,0.2018116295390355,0.4166666666666673,21.0,0.0,0.0,,0.8423280423280423,552.0,0.1865942028985507,-0.0235507246376811,0.1284556607744671,0.431884057971015,0.5421133231240429,0.0160796324655436,0.4226646248085758,1,1,1,0.0,3.115943176939055
P08908,422,0.1777251184834123,0.0308056872037914,0.1870618852196239,0.5216956292785674,183.0,0.3224043715846995,0.1147540983606557,0.1966203253800686,0.4044930176077719,165.0,0.0181818181818181,-0.0181818181818181,0.373380420579637,0.6917171717171716,74.0,0.1756756756756756,-0.0675675675675675,0.1247349743527683,0.4324324324324324,0.433649289099526,0.3909952606635071,0.1753554502369668,4,7,4,0.0,2.625312450961674
P08F94,4074,0.1669121256750122,-0.0132547864506627,0.1929267300289494,0.4978126875034046,195.0,0.241025641025641,0.0358974358974358,0.2181516380269317,0.4059829059829052,21.0,0.0,0.0,,0.7312169312169312,3835.0,0.1645371577574967,-0.0159061277705345,0.1911623722841028,0.5001419672606003,0.0478645066273932,0.0051546391752577,0.9413352970054,1,1,1,0.0,3.610021024664145
P09619,1106,0.2233273056057866,-0.0515370705244122,0.1828965834555462,0.4762407072533656,553.0,0.2314647377938517,-0.050632911392405,0.1888999425583823,0.4569218404661435,21.0,0.0,0.0,,0.8629629629629632,500.0,0.23,-0.058,0.1829846567678167,0.4733333333333342,0.5,0.0189873417721519,0.4520795660036166,1,1,1,0.0,3.04375512696868
P09669,75,0.3066666666666666,0.12,0.19295935378472,0.469925925925926,,,,,,41.0,0.2682926829268293,0.1707317073170731,0.257135988074489,0.5089430894308944,21.0,0.3809523809523809,0.0,0.1359666507781206,0.4174603174603174,,0.5466666666666666,0.28,0,1,1,0.0,1.8750612633917
P10321,366,0.2377049180327868,-0.0191256830601092,0.1695737269090514,0.4405282331511848,33.0,0.2121212121212121,0.0909090909090909,0.3282381757367812,0.4181818181818182,25.0,0.0,0.0,,0.7862222222222223,284.0,0.2711267605633803,-0.0387323943661971,0.1518841747373119,0.3983568075117376,0.0901639344262295,0.0683060109289617,0.7759562841530054,1,1,1,0.0,2.5634810853944106
P10415,239,0.1799163179916318,-0.00418410041841,0.1703769222691831,0.4848907484890745,,,,,,22.0,0.0454545454545454,0.0454545454545454,0.9999999999999996,0.6757575757575757,,,,,,,0.0920502092050209,,0,1,0,0.0,2.378397900948137
P10586,1907,0.2223387519664394,-0.0125852123754588,0.1900174573799873,0.4590922332925443,623.0,0.2359550561797752,-0.0016051364365971,0.1601940779478813,0.4468521490993387,21.0,0.0,0.0,,0.8518518518518517,1234.0,0.2228525121555915,-0.0186385737439222,0.2031449664670132,0.4553574644336419,0.3266911379129523,0.0110120608285264,0.6470896696381752,1,1,1,0.0,3.280350693046006
P10721,976,0.2223360655737705,-0.0051229508196721,0.1571066707681896,0.4721653005464487,431.0,0.2343387470997679,-0.0023201856148491,0.1820159967632698,0.4710750193348797,21.0,0.0,0.0,,0.7989417989417988,499.0,0.2244488977955911,-0.0120240480961923,0.1376081640248398,0.454152749944333,0.4415983606557377,0.0215163934426229,0.5112704918032787,1,1,1,0.0,2.989449817666692
P10747,220,0.1636363636363636,0.0545454545454545,0.1897566268242841,0.4938383838383836,41.0,0.2926829268292683,0.1951219512195122,0.2197435744946417,0.3254742547425474,27.0,0.0,0.0,,0.7753086419753084,134.0,0.1716417910447761,0.0223880597014925,0.1483124429915571,0.4687396351575453,0.1863636363636363,0.1227272727272727,0.6090909090909091,1,1,1,0.0,2.342422680822206
P11166,492,0.1382113821138211,0.0121951219512195,0.1680255912225446,0.5593495934959338,151.0,0.3245033112582781,0.0463576158940397,0.1636002212879552,0.4022810890360559,261.0,0.0153256704980842,0.0076628352490421,0.6547852071650555,0.6810983397190296,80.0,0.1875,-0.0375,0.1747485325746113,0.4586111111111112,0.306910569105691,0.5304878048780488,0.1626016260162601,7,12,6,0.0,2.69196510276736
P11230,501,0.2055888223552894,-0.0259481037924151,0.1639738525835755,0.5018407629186062,137.0,0.2773722627737226,0.0145985401459854,0.1883477159141141,0.4193025141930246,85.0,0.0,0.0,,0.7613071895424839,221.0,0.248868778280543,-0.0588235294117647,0.1417985528006171,0.4502262443438907,0.2734530938123752,0.1696606786427145,0.4411177644710579,1,4,1,0.0,2.699837725867246
P11362,822,0.2360097323600973,-0.0194647201946472,0.1970424799845201,0.4592727764260639,425.0,0.2541176470588235,0.0,0.1719562639157488,0.4522875816993471,21.0,0.0,0.0,,0.7365079365079363,355.0,0.2394366197183098,-0.0478873239436619,0.2249177120619414,0.4396870109546157,0.5170316301703163,0.0255474452554744,0.4318734793187348,1,1,1,0.0,2.9148718175400505
P11717,2491,0.2244078683259735,-0.0180650341228422,0.1896014231155364,0.4588697087291987,164.0,0.3475609756097561,-0.0304878048780487,0.2814872172519963,0.3738482384823847,23.0,0.0,0.0,,0.7879227053140095,2264.0,0.219964664310954,-0.019434628975265,0.1790429560817872,0.4604534746760941,0.0658370132476916,0.009233239662786,0.9088719389803293,1,1,1,0.0,3.3963737275365067
P12235,298,0.2080536912751678,0.0604026845637583,0.1192174278548421,0.5065995525727071,,,,,,136.0,0.1176470588235294,0.0588235294117647,0.1136569807352041,0.5774509803921557,34.0,0.2941176470588235,0.0,0.125626800591762,0.4140522875816993,,0.4563758389261745,0.1140939597315436,0,6,4,0.0,2.4742162640762557
P12236,298,0.2114093959731543,0.0570469798657718,0.1117754227452674,0.5083519761372113,,,,,,136.0,0.1176470588235294,0.0588235294117647,0.1136569807352041,0.5784313725490184,35.0,0.2571428571428571,-0.0285714285714285,0.1197585214275358,0.4504761904761904,,0.4563758389261745,0.1174496644295302,0,6,4,0.0,2.4742162640762557
P13073,169,0.2840236686390532,0.0473372781065088,0.0952513495745008,0.4490466798159106,,,,,,26.0,0.1153846153846153,0.0384615384615384,0.1923013088668,0.5747863247863245,45.0,0.3333333333333333,0.0666666666666666,0.0885405123672536,0.3797530864197531,,0.1538461538461538,0.2662721893491124,0,1,1,0.0,2.227886704613673
P13498,195,0.1692307692307692,0.0358974358974358,0.2332379523424283,0.503418803418802,97.0,0.2783505154639175,0.0515463917525773,0.2539836059871216,0.3641466208476515,80.0,0.0375,-0.0125,0.5110662525302643,0.6663888888888893,5.0,0.2,0.2,,0.3599999999999999,0.4974358974358974,0.4102564102564102,0.0256410256410256,4,4,1,0.0,2.290034611362518
P13569,1480,0.2168918918918919,0.0128378378378378,0.1942125491042079,0.5026276276276289,1122.0,0.2566844919786096,0.0106951871657754,0.1990575864120214,0.4604278074866297,253.0,0.0632411067193675,0.0237154150197628,0.1881863746969963,0.6845410628019324,105.0,0.1619047619047619,0.0095238095238095,0.1680712387188318,0.5152380952380955,0.7581081081081081,0.1709459459459459,0.0709459459459459,7,12,6,0.0,3.170261715394957
P13591,858,0.2412587412587412,-0.0477855477855477,0.1615989013435078,0.4543771043771051,119.0,0.3361344537815126,-0.0672268907563025,0.0768370008133328,0.3891690009337061,21.0,0.0,0.0,,0.8412698412698411,699.0,0.2360515021459227,-0.0472103004291845,0.1844554151890581,0.4497377205531714,0.1386946386946387,0.0244755244755244,0.8146853146853147,1,1,1,0.0,2.9334872878487053
P13637,1013,0.2250740375123396,-0.0256663376110562,0.1714474493097801,0.4981463200614222,716.0,0.2709497206703911,-0.0195530726256983,0.1642448693318074,0.4556331471135963,226.0,0.0752212389380531,-0.0309734513274336,0.2989347376600368,0.6559980334316622,71.0,0.2394366197183098,-0.0704225352112676,0.2729757880311571,0.4244131455399062,0.7068114511352419,0.2230997038499506,0.0700888450148075,6,10,5,0.0,3.0056094453602804
P13866,664,0.1506024096385542,0.003012048192771,0.1835990258856203,0.5625836680053538,181.0,0.3149171270718232,0.0386740331491712,0.2189956422696919,0.4372621240024554,319.0,0.0470219435736677,-0.0031347962382445,0.2045630022043059,0.6698014629049112,164.0,0.1707317073170731,-0.024390243902439,0.1311361640116376,0.4923441734417343,0.2725903614457831,0.4804216867469879,0.2469879518072289,7,14,8,0.0,2.822168079368017
P14222,555,0.2072072072072072,0.0054054054054054,0.169957466315392,0.458618618618616,,,,,,44.0,0.1363636363636363,0.0,0.1789725160289134,0.5363636363636362,,,,,,,0.0792792792792792,,0,2,0,0.0,2.7442929831226763
P14415,290,0.2068965517241379,0.0137931034482758,0.189656252083567,0.455517241379312,39.0,0.2564102564102564,0.0512820512820512,0.1504702869205848,0.4225071225071224,28.0,0.0,0.0,,0.6888888888888888,223.0,0.2242152466367713,0.0089686098654708,0.205873028637233,0.431988041853513,0.1344827586206896,0.096551724137931,0.7689655172413793,1,1,1,0.0,2.462397997898956
P14867,456,0.219298245614035,0.0263157894736842,0.1518436907749235,0.4775584795321629,93.0,0.3118279569892473,0.0967741935483871,0.0979310081019564,0.3902031063321384,85.0,0.0588235294117647,0.0117647058823529,0.3632703867723121,0.6423529411764707,251.0,0.247011952191235,0.0,0.1771479170131332,0.4487826471890218,0.2039473684210526,0.1864035087719298,0.5504385964912281,2,4,3,0.0,2.658964842664435
P15529,392,0.2193877551020408,-0.0051020408163265,0.2235326359954042,0.474263038548751,26.0,0.4230769230769231,0.1923076923076923,0.4790831992098415,0.3333333333333333,23.0,0.0,0.0,,0.8294685990338165,309.0,0.2233009708737864,-0.0226537216828478,0.1955985744254503,0.4533620999640416,0.0663265306122449,0.0586734693877551,0.7882653061224489,1,1,1,0.0,2.593286067020457
P15941,1255,0.1043824701195219,-0.0039840637450199,0.1030445146014709,0.4481186365648542,74.0,0.1621621621621621,0.027027027027027,0.2372375270885338,0.4142642642642642,23.0,0.0,0.0,,0.8294685990338163,1135.0,0.1048458149779735,-0.0061674008810572,0.0959426677278686,0.4385022026431723,0.0589641434262948,0.0183266932270916,0.904382470119522,1,1,1,0.0,3.098643725817057
P15954,63,0.1904761904761904,0.0952380952380952,0.2306700534100816,0.4913580246913581,,,,,,27.0,0.1111111111111111,0.1111111111111111,0.2054264315987073,0.5827160493827159,3.0,0.3333333333333333,0.3333333333333333,,0.4703703703703703,,0.4285714285714285,0.0476190476190476,0,1,1,0.0,1.7993405494535817
P16234,1089,0.2506887052341597,-0.0431588613406795,0.1804081456441876,0.4708703193551662,540.0,0.2740740740740741,-0.037037037037037,0.1761085160235512,0.4462962962962956,21.0,0.0,0.0,,0.885185185185185,505.0,0.2475247524752475,-0.0534653465346534,0.186000617144006,0.4702750275027516,0.4958677685950413,0.0192837465564738,0.4637281910009183,1,1,1,0.0,3.037027879755775
P16615,1042,0.2159309021113243,-0.0239923224568138,0.1641646067137739,0.5107378972062303,725.0,0.2537931034482759,-0.0110344827586206,0.1522995146465508,0.4709425287356343,204.0,0.1176470588235294,-0.0294117647058823,0.2093253088980341,0.638943355119825,113.0,0.1504424778761062,-0.0973451327433628,0.2720070873599311,0.5346116027531956,0.6957773512476008,0.1957773512476007,0.1084452975047984,6,10,5,0.0,3.017867718963505
P17152,192,0.1979166666666666,0.0,0.2228841243250743,0.4987268518518515,,,,,,35.0,0.0,0.0,,0.6815873015873017,,,,,,,0.1822916666666666,,0,2,0,0.0,2.2833012287035497
P17948,1338,0.2391629297458893,0.0134529147982062,0.1689383359743036,0.4611111111111141,558.0,0.2831541218637993,-0.003584229390681,0.1649184794135531,0.4457586618876961,22.0,0.0,0.0,,0.7505050505050505,732.0,0.2199453551912568,0.0286885245901639,0.1670441755630933,0.4579690346083793,0.4170403587443946,0.0164424514200298,0.547085201793722,1,1,1,0.0,3.1264561134318045
P18627,525,0.1752380952380952,0.0038095238095238,0.2335231491845641,0.4691005291005291,54.0,0.3703703703703703,-0.1481481481481481,0.4406534071359173,0.3041152263374486,21.0,0.0,0.0,,0.7888888888888889,428.0,0.1635514018691588,0.0233644859813084,0.1789583071469747,0.4681983385254413,0.1028571428571428,0.04,0.8152380952380952,1,1,1,0.0,2.720159303405957
P19022,906,0.2240618101545254,-0.0518763796909492,0.1847901490327988,0.4615526122148659,161.0,0.3291925465838509,-0.1180124223602484,0.2067600270570376,0.3829537612146309,21.0,0.0,0.0,,0.8968253968253966,565.0,0.1893805309734513,-0.047787610619469,0.1643155682035317,0.4679646017699113,0.1777041942604856,0.0231788079470198,0.6236203090507726,1,1,1,0.0,2.957128197676813
P20020,1220,0.2475409836065573,-0.0163934426229508,0.1847392308351681,0.4813843351548253,909.0,0.2937293729372937,-0.0077007700770077,0.1772168590145581,0.4398728761765025,209.0,0.0574162679425837,-0.0095693779904306,0.2170805571517551,0.6673577884104201,101.0,0.2277227722772277,-0.1089108910891089,0.2347237179696347,0.4678767876787676,0.7450819672131147,0.171311475409836,0.0827868852459016,6,10,5,0.0,3.0863598306747484
P20648,1035,0.2057971014492753,-0.0144927536231884,0.1764132584471791,0.5085775630703165,719.0,0.2433936022253129,-0.0069541029207232,0.1653804312332912,0.472152681193016,204.0,0.1127450980392156,-0.0147058823529411,0.2537675829836215,0.6332244008714589,112.0,0.1339285714285714,-0.0625,0.2763537377405364,0.5153769841269835,0.6946859903381642,0.1971014492753623,0.1082125603864734,6,10,5,0.0,3.014940349792937
P20916,626,0.2028753993610223,-0.0399361022364217,0.1781521962325978,0.4887291444799437,90.0,0.3555555555555555,0.0,0.1618545583720281,0.3881481481481482,20.0,0.0,0.0,,0.7472222222222221,497.0,0.1891348088531187,-0.0523138832997987,0.1712625950832086,0.4898054996646536,0.1437699680511182,0.0319488817891373,0.7939297124600639,1,1,1,0.0,2.7965743332104296
P20963,164,0.274390243902439,0.0304878048780487,0.1746490069274409,0.427913279132791,113.0,0.3451327433628318,0.0442477876106194,0.1687238258084451,0.3411012782694199,21.0,0.0476190476190476,-0.0476190476190476,0.9999999999999998,0.7465608465608465,9.0,0.2222222222222222,0.0,0.4913242009132419,0.4592592592592592,0.6890243902439024,0.1280487804878048,0.0548780487804878,1,1,1,0.0,2.214843848047698
P21397,527,0.2428842504743833,0.0037950664136622,0.1533230952844252,0.469049125026356,497.0,0.249496981891348,-0.0040241448692152,0.1504561469507002,0.4614576346970711,21.0,0.0476190476190476,0.0476190476190476,0.9999999999999998,0.6867724867724868,9.0,0.3333333333333333,0.3333333333333333,0.0933191940615058,0.3802469135802469,0.9430740037950665,0.0398481973434535,0.01707779886148,1,1,1,0.0,2.7218106152125467
P21579,422,0.2962085308056872,0.0071090047393364,0.1959935914968577,0.4522380200105309,342.0,0.327485380116959,0.0175438596491228,0.2035179528508671,0.4274204028589993,23.0,0.0,0.0,,0.802415458937198,,,,,,0.8104265402843602,0.0545023696682464,,1,1,0,0.0,2.625312450961674
P21796,283,0.215547703180212,0.0106007067137809,0.187030248773644,0.4543384373773063,,,,,,183.0,0.1857923497267759,0.0327868852459016,0.1651224131626852,0.5049180327868859,,,,,,,0.6466431095406361,,0,19,0,0.0,2.45178643552429
P21802,821,0.2375152253349573,-0.0207064555420219,0.1836260078156733,0.4612667478684524,423.0,0.2576832151300236,-0.0118203309692671,0.1623969039613205,0.4456527449435257,21.0,0.0,0.0,,0.8190476190476188,356.0,0.2387640449438202,-0.0365168539325842,0.2071343649073995,0.4450062421972539,0.5152253349573691,0.02557856272838,0.4336175395858709,1,1,1,0.0,2.9143431571194407
P21926,228,0.1842105263157894,0.0,0.1168418403536396,0.5541423001949325,29.0,0.2758620689655172,0.1379310344827586,0.2290237517334592,0.4314176245210727,92.0,0.0108695652173913,-0.0108695652173913,1.0,0.7492753623188411,106.0,0.3113207547169811,-0.0283018867924528,0.0865390652959048,0.4168763102725369,0.1271929824561403,0.4035087719298245,0.4649122807017544,3,4,2,0.0,2.357934847000454
P21964,271,0.2140221402214022,-0.03690036900369,0.1546764172677516,0.517753177531775,6.0,0.1666666666666666,-0.1666666666666666,0.0769230769230771,0.4148148148148148,20.0,0.0,0.0,,0.8855555555555555,245.0,0.2326530612244897,-0.036734693877551,0.1536287102163676,0.4902494331065744,0.022140221402214,0.07380073800738,0.904059040590406,1,1,1,0.081180811808118,2.432969290874406
P22455,802,0.2082294264339152,-0.0087281795511221,0.1827321402362963,0.4801468550845117,412.0,0.220873786407767,0.0024271844660194,0.1625886576611381,0.4769417475728163,21.0,0.0,0.0,,0.7423280423280422,348.0,0.2155172413793103,-0.0258620689655172,0.2101963784591333,0.4557471264367818,0.513715710723192,0.0261845386533665,0.4339152119700748,1,1,1,0.0,2.9041743682841634
P22607,806,0.2245657568238213,-0.0235732009925558,0.2014305800664196,0.4730907085745797,410.0,0.248780487804878,-0.0048780487804878,0.17327348463584,0.4613008130081329,21.0,0.0,0.0,,0.7746031746031743,353.0,0.2237960339943343,-0.0481586402266288,0.236426609180059,0.4539502675480008,0.5086848635235732,0.0260545905707196,0.4379652605459057,1,1,1,0.0,2.906335041805091
P23468,1912,0.2259414225941422,-0.0104602510460251,0.1860887029076045,0.4534809390980893,622.0,0.2379421221864952,0.0,0.1597193500198846,0.4427652733118973,25.0,0.0,0.0,,0.8186666666666668,1245.0,0.2257028112449799,-0.016867469879518,0.1928174020658447,0.4481659973226268,0.3253138075313807,0.0130753138075313,0.6511506276150628,1,1,1,0.0,3.2814878879400813
P23471,2315,0.2043196544276458,-0.0600431965442764,0.1860574675525984,0.459284857211412,653.0,0.222052067381317,-0.0260336906584992,0.1926984135472269,0.4584652033350349,26.0,0.0,0.0,,0.7987179487179485,1612.0,0.2003722084367245,-0.0775434243176178,0.1782076665008212,0.4522401433691734,0.28207343412527,0.011231101511879,0.6963282937365011,1,1,1,0.0095032397408207,3.364550995353972
P23634,1241,0.2360999194198227,-0.0072522159548751,0.1957691283699013,0.4873847255797313,923.0,0.2773564463705308,0.0,0.1903374272247702,0.4474298784157945,210.0,0.0761904761904762,-0.019047619047619,0.2384973044245188,0.6470370370370366,108.0,0.1944444444444444,-0.0462962962962962,0.3177187914882336,0.5184156378600823,0.7437550362610797,0.169218372280419,0.0870265914585012,6,10,5,0.0,3.09377178149873
P23786,658,0.2188449848024316,0.0060790273556231,0.1470191594319637,0.4644714623438025,,,,,,,,,,,,,,,,,,,0,0,0,0.0,2.818225893613956
P27105,288,0.2256944444444444,0.0034722222222222,0.1181400440363007,0.5048225308641967,259.0,0.2509652509652509,0.0038610038610038,0.122965781957668,0.4826254826254806,,,,,,,,,,,0.8993055555555556,,,2,0,0,0.0,2.459392487759231
P27338,520,0.2384615384615384,0.0,0.1581783012318107,0.4738034188034177,488.0,0.2459016393442623,-0.0081967213114754,0.1551201160144998,0.4643442622950805,27.0,0.1111111111111111,0.1111111111111111,0.4003582970935361,0.6004115226337448,4.0,0.25,0.25,,0.7138888888888888,0.9384615384615383,0.0519230769230769,0.0076923076923076,1,1,1,0.0,2.716003343634799
P27487,766,0.2036553524804177,-0.02088772845953,0.185222751940419,0.4622715404699732,6.0,0.3333333333333333,0.3333333333333333,1.0,0.3314814814814815,22.0,0.0,0.0,,0.793939393939394,738.0,0.2086720867208672,-0.024390243902439,0.1840757414735093,0.453447756699788,0.0078328981723237,0.0287206266318537,0.9634464751958224,1,1,1,0.0,2.884228769632604
P27824,592,0.3581081081081081,-0.1047297297297297,0.2236339690255478,0.4028903903903894,90.0,0.6,-0.1555555555555555,0.2338612143622348,0.2418518518518519,21.0,0.0,0.0,,0.783068783068783,461.0,0.3362255965292842,-0.1019522776572668,0.2246821987923114,0.4059291395516997,0.152027027027027,0.0354729729729729,0.7787162162162162,1,1,1,0.0405405405405405,2.77232170672292
P28288,659,0.2352048558421851,0.0349013657056145,0.1632085291867835,0.4855336368234668,,,,,,84.0,0.0595238095238095,0.0119047619047619,0.3824154117357194,0.658068783068783,,,,,,,0.1274658573596358,,0,4,0,0.0,2.8188854145940097
P29317,976,0.221311475409836,-0.0143442622950819,0.1764896660201758,0.4722222222222229,418.0,0.2511961722488038,0.0215311004784689,0.1804668580723251,0.4600744284954812,21.0,0.0,0.0,,0.7994708994708994,514.0,0.2120622568093385,-0.0447470817120622,0.1644775216484198,0.4609814094249878,0.4282786885245901,0.0215163934426229,0.5266393442622951,1,1,1,0.0,2.989449817666692
P30519,316,0.2848101265822785,-0.0316455696202531,0.1584384066790309,0.4364978902953594,294.0,0.3061224489795918,-0.0340136054421768,0.1548237227245042,0.4176492819349955,21.0,0.0,0.0,,0.6873015873015873,,,,,,0.930379746835443,0.0664556962025316,,1,1,0,0.0,2.499687082618404
P31431,198,0.2727272727272727,-0.0909090909090909,0.2747469510155335,0.4851851851851854,28.0,0.4285714285714285,0.1428571428571428,0.223192603507012,0.3329365079365078,25.0,0.0,0.0,,0.819111111111111,127.0,0.3228346456692913,-0.1811023622047244,0.2478667022677635,0.4209973753280839,0.1414141414141414,0.1262626262626262,0.6414141414141414,1,1,1,0.0,2.296665190261531
