UniProt_ID,PICNIC_score,PICNIC_GO_score,PSAP_score,PSPHunter_prob,PSPire_score,FuzDrop_pLLPS,catGRANULE_score,PLAAC_NLLR,PScore_score,ESpritz_score,SEG_score,SaPS_score,PdPS_score,DeepPhase_score,PDL_score,RY_score,ParSe2_score,LLPhyScore_score,TMD_count,is_membrane_protein,label_all,label_mem,label_mem_bg,label_mem_fixed,label_mem_singlepass_bg,label_mem_multipass_bg
Q9BXR3,0.6623155017,0.8360131259,,0.444,0.029819649,0.27,0.397262,-0.218,-0.24,0.0156903765690376,0.0282426778242677,0.0578224845230579,0.0715872421860694,0.75,0.309719,0.0638075313807531,32.1688546953522,-1026.0,0,False,0,0,,0,,
P58304,0.6622972051,0.6472967699000001,0.0,0.251,0.026713574,0.99,0.520938,-0.197,0.57,0.3573407202216066,0.149584487534626,0.067158430814743,0.1580876111984253,1.0,0.54924667,0.0858725761772853,32.087879712962554,-161.0,0,False,0,0,,0,,
Q676U5,0.6622569102,0.7528130953000001,0.0,0.689,0.083675906,0.44,0.474986,-0.325,1.64,0.0,0.0345963756177924,0.0541149377822876,0.6232705116271973,0.83,0.78595316,0.0840197693574958,29.987461822175824,-553.0,0,False,0,0,,0,,
Q96SU4,0.6622507135,0.4533928484,0.0,0.488,0.62412393,0.62,0.638325,-0.09,2.26,0.0,0.125,0.8443635106086731,0.8018863797187805,0.99,0.6872165,0.0706521739130434,168.24453724281173,-455.0,0,False,0,0,,0,,
Q9Y6I3,0.662179372,0.4425330652,0.003333333,0.905,0.74047446,1.0,0.614426,0.011,5.09,0.578125,0.2951388888888889,0.8724173307418823,0.7544125318527222,0.99,0.9547365,0.0572916666666666,164.2818738026938,1.0,0,False,0,0,,0,,
Q5U5Q3,0.6621363911,0.8809638750000001,0.003333333,0.688,0.32037774,0.99,0.61851,-0.059,3.87,0.1578148710166919,0.3581183611532625,0.2404519617557525,0.2576915323734283,0.98,0.53952616,0.0758725341426403,260.3033669289671,-54.0,0,False,0,0,,0,,
Q96P50,0.6621301359,0.2938904611,0.000833333,0.345,0.07649108,0.94,0.347684,-0.276,2.07,0.0,0.1258992805755395,0.0463029518723487,0.271252691745758,0.95,0.5245874,0.0911270983213429,132.88751740702864,-809.0,0,False,0,0,,0,,
Q8N7X0,0.6619988982,0.6484923502000001,0.003333333,0.388,0.0653595,0.91,0.744946,-0.278,0.87,0.0551889622075584,0.0653869226154769,0.0526919737458229,0.4599516987800598,0.95,0.052139297,0.0671865626874625,106.53980481330444,-1290.0,0,False,0,0,,0,,
P19022,0.6618547659,0.5851590016,0.0,0.808,0.063752234,0.41,0.803035,-0.168,1.35,0.0629139072847682,0.1158940397350993,0.046483889222145,0.1644139587879181,0.22,0.9111338,0.0728476821192053,131.275687962596,-528.0,1,True,0,1,1,1,1,1
Q86WT1,0.6618456297,0.2500439214,0.0,0.272,0.30573687,0.43,0.23394,-0.179,-0.34,0.0,0.037593984962406,0.0544469133019447,0.0301356427371501,0.04,0.6256271,0.112781954887218,5.620079956669745,-965.0,0,False,0,0,,0,,
Q13117,0.6617908833,0.8533651128,,0.813,0.8289739,0.5,0.151609,0.255,1.89,0.0017921146953405,0.0663082437275985,0.8005388975143433,0.7414727807044983,0.4,0.4813854,0.1415770609318996,23.27852311136194,426.0,0,False,0,0,,0,,
P0CB48,0.6617362985,0.6159596367,,0.367,0.055096358,0.84,0.824778,-0.13,1.43,0.13,0.0725,0.0691510513424873,0.2676387429237366,0.82,0.917434,0.075,25.41005957684787,-107.0,0,False,0,0,,0,,
Q13797,0.6617258271,0.30478549,0.0,0.501,0.008839184,0.16,1.08187,-0.128,0.94,0.0,0.0521739130434782,0.0452971532940864,0.1047887429594993,0.37,0.1358197,0.0792270531400966,68.70491762889665,-673.0,1,True,0,0,0,0,0,
O00533,0.6616978159,0.2832724347,0.0,0.693,0.09197687,0.49,1.13816,-0.184,1.52,0.0529801324503311,0.0298013245033112,0.0630345270037651,0.1821281909942627,0.78,0.91179717,0.0728476821192053,96.38392153873188,-618.0,1,True,0,1,1,1,1,1
Q9NX62,0.6616220355,0.7978598749,0.0,0.196,0.09389199,0.38,0.813049,-0.217,1.71,0.0,0.0891364902506963,0.0698886215686798,0.0720712691545486,0.37,0.030704355,0.0724233983286908,31.0061885933674,-313.0,1,True,0,0,0,0,0,
Q9H000,0.6615535416,0.8696857708,0.000833333,0.361,0.022492202,0.59,0.0904168,-0.207,2.86,0.0,0.0360576923076923,0.1413146406412124,0.4253413677215576,0.85,0.54124963,0.0985576923076923,42.827000732365946,-260.0,0,False,0,0,,0,,
Q9H4E7,0.6615421812000001,0.2656498267,0.000833333,0.548,0.7335665,0.91,0.248822,-0.117,3.32,0.1061806656101426,0.2202852614896989,0.5351816415786743,0.6904656887054443,0.99,0.7632359,0.1109350237717908,37.3224892756818,-378.0,0,False,0,0,,0,,
Q96A35,0.6614899281000001,0.8103026195,0.000833333,0.567,0.5517164,0.34,0.00356113,-0.376,-0.24,0.0,0.0,0.4006155431270599,0.6578999757766724,0.09,0.023939997,0.1388888888888889,0.0509028675889265,-155.0,0,False,0,0,,0,,
Q5T8I3,0.661421078,,0.001666667,0.336,0.25725138,0.78,0.61637,-0.258,0.7,0.0,0.05,0.7670841813087463,0.8566316366195679,0.59,0.51879376,0.0722222222222222,106.63112653155456,-30.0,0,False,0,0,,0,,
A0A1B0GWI6,0.6613743715,,,,0.010334802,,,,,,,,,,,,,,0,False,0,0,,0,,
P35555,0.6613620946000001,0.2981102902,0.0025,0.862,0.026776325,0.64,1.45373,-0.105,4.9,0.0,0.0271682340647857,0.2612401843070984,0.1339745074510574,0.18,0.9603396,0.0783699059561128,250.99018467389203,576.0,0,False,1,0,,,,
P62487,0.6613496992,0.9549266895,0.0,0.381,0.43611652,0.11,0.124852,-0.416,-0.01,0.0,0.0697674418604651,0.0829607248306274,0.0960238575935363,0.05,0.24939741,0.0755813953488372,0.3580083266441137,-161.0,0,False,0,0,,0,,
P49189,0.6613364270000001,0.3052106236,0.0,0.491,0.53099424,0.19,0.661701,-0.255,0.95,0.0,0.0364372469635627,0.0603551641106605,0.0393622443079948,0.07,0.034753986,0.0748987854251012,20.67707737576149,-303.0,0,False,0,0,,0,,
Q6ZU15,0.6612757218,0.7038316314,0.0,0.252,0.058806162,0.18,0.413924,-0.291,-0.42,0.1180555555555555,0.0787037037037037,0.0565318055450916,0.1685574948787689,0.18,0.94457096,0.074074074074074,5.620438377911902,-251.0,0,False,0,0,,0,,
Q68J44,0.6612124355,0.8775383742,0.0,0.074,0.025594562,0.2,-0.000702425,-0.365,0.75,0.1318181818181818,0.0409090909090909,0.0798933655023574,0.1829690039157867,0.21,0.06461304,0.1227272727272727,0.0,-161.0,0,False,0,0,,0,,
Q16352,0.6610320262,0.5676827013,0.003333333,0.687,0.2693099,0.82,0.340447,-0.127,2.0,0.1062124248496994,0.2384769539078156,0.3102077841758728,0.7274821996688843,0.84,0.7724526,0.1122244488977955,54.29283479001841,-488.0,0,False,0,0,,0,,
Q08493,0.6610122372,0.8235948677,0.0025,0.233,0.022285106,0.87,0.112437,-0.157,0.31,0.0842696629213483,0.0589887640449438,0.0624431148171424,0.2586912214756012,0.96,0.6614513,0.0856741573033707,44.17727063555444,-688.0,0,False,0,0,,0,,
Q5SQQ9,0.6609449346,0.3065061316,0.0,0.271,0.016017023,1.0,0.620764,0.01,1.5,0.2335329341317365,0.2395209580838323,0.1457166075706482,0.3398873805999756,0.57,0.42467952,0.0868263473053892,57.96650716530997,-209.0,0,False,0,0,,0,,
Q13224,0.6609117039,0.2904873183,0.0,0.594,0.25038853,0.87,1.17677,-0.063,2.28,0.0,0.0215633423180593,0.1028887182474136,0.3290651440620422,0.67,0.26570845,0.0869272237196765,272.6683676157228,-619.0,4,True,0,0,0,0,,0
Q86VD1,0.6607966687,0.3638670362,0.0,0.284,0.020878088,0.23,0.584908,-0.185,0.44,0.0,0.0467479674796747,0.050723273307085,0.4779926240444183,0.82,0.14384094,0.0772357723577235,18.31151587646729,-817.0,0,False,0,0,,0,,
Q96RL7,0.6607155342000001,0.4402358683,,0.58,0.0054527773,0.38,0.923754,-0.111,0.87,0.0,0.0623818525519848,0.0547966659069061,0.1881459504365921,0.21,0.23621939,0.0674228103339634,90.37057919922896,-3197.0,0,False,0,0,,0,,
Q7L8W6,0.6606896305000001,0.6276794045,0.0,0.079,0.26125658,0.11,-0.127351,-0.263,0.93,0.0,0.0749063670411985,0.0503687970340251,0.1075477227568626,0.01,0.02604192,0.1123595505617977,0.8883658932087564,-378.0,0,False,0,0,,0,,
Q15750,0.6606722549,0.9487270467,0.003333333,0.842,0.718609,0.83,0.54139,-0.008,2.4,0.0476190476190476,0.0595238095238095,0.7070764303207397,0.8197949528694153,0.95,0.149455,0.0793650793650793,158.17160813283985,-243.0,0,False,0,0,,0,,
A0A1B0GWK0,0.6606682637,0.5706572643,,,0.19401273,0.29,-0.202462,-0.435,,0.4029850746268656,0.0746268656716417,0.0568226352334022,0.226702407002449,0.12,0.37348688,0.044776119402985,0.0913465165110752,-47.0,0,False,0,0,,0,,
Q96J88,0.6605195136,,0.001666667,0.381,0.6383579,0.96,0.757247,-0.229,2.04,0.2138364779874214,0.0534591194968553,0.1514377743005752,0.6809293031692505,0.94,0.16377306,0.1163522012578616,56.42573050961118,-228.0,0,False,0,0,,0,,
Q03393,0.660458357,0.2456055514,0.000833333,0.118,0.709818,0.13,0.227863,-0.326,-0.22,0.0,0.0,0.1423333436250686,0.2336411476135254,0.02,0.020598607,0.0896551724137931,11.01581327484677,-111.0,0,False,0,0,,0,,
Q9BRQ4,0.6604231785,0.2533617825,,0.042,0.3706227,0.1,-0.158013,-0.333,1.01,0.0,0.0,0.1088742613792419,0.3739402890205383,0.0,0.025817491,0.097378277153558,0.0,-341.0,0,False,0,0,,0,,
A7E2F4,0.6603879308,0.3356409383,0.0025,0.327,0.072889216,0.99,0.970735,-0.104,2.11,0.1711568938193343,0.1901743264659271,0.076886735856533,0.4401547014713287,0.98,0.36441854,0.0824088748019017,97.07680433371038,-272.0,0,False,0,0,,0,,
Q8IYK8,0.6603645529000001,0.6649308128,0.0,0.209,0.067451626,0.97,0.683754,-0.216,0.51,0.2558823529411764,0.1558823529411764,0.208822101354599,0.35989910364151,0.99,0.27762297,0.1029411764705882,35.80148991247878,-222.0,0,False,0,0,,0,,
Q53GS7,0.6603566395,0.2892603394,0.001666667,0.417,0.80192006,0.81,0.374246,-0.138,1.31,0.0,0.0644699140401146,0.050243891775608,0.2510616779327392,0.96,0.47158128,0.0816618911174785,37.87952191322722,-559.0,0,False,1,0,,,,
P0C7V6,0.6603412947,0.3683442732,0.000833333,0.623,0.026517734,0.99,0.52677,0.21,2.43,0.1823745410036719,0.1566707466340269,0.5073601007461548,0.3329532742500305,0.98,0.46590132,0.0673194614443084,155.95593013222424,-136.0,0,False,0,0,,0,,
Q9UPE1,0.6602806115000001,0.8411371447,0.0,0.504,0.061775755,0.95,0.966406,0.027,3.13,0.0705467372134038,0.1904761904761904,0.2513241469860077,0.0812988504767417,1.0,0.8404516,0.0828924162257495,254.23578274947224,-305.0,0,False,0,0,,0,,
Q9UBP9,0.6602372064,0.5399161827,0.0,0.404,0.8210658,0.39,0.139848,-0.123,3.08,0.0,0.0,0.8135396242141724,0.7488804459571838,0.68,0.9396027,0.0625,32.541986536188,-158.0,0,False,0,0,,0,,
A8K7I4,0.6601982826,0.312258053,0.000833333,0.537,0.34898666,0.38,0.9478,-0.087,1.06,0.0,0.0317286652078774,0.0739531144499778,0.4667243361473083,0.05,0.32701123,0.061269146608315,71.94195584986804,-575.0,0,False,0,0,,0,,
Q6PI97,0.6601923879,0.6068142831000001,,0.245,0.027839592,0.81,-0.1455,-0.174,2.26,1.0,0.1065088757396449,0.2469215393066406,0.5148796439170837,0.86,0.059336394,0.0946745562130177,5.701713152102741,-54.0,0,False,0,0,,0,,
Q9NS28,0.6601737811,0.5732725709000001,0.0,0.108,0.0140177235,0.26,-0.128446,-0.282,-0.07,0.0,0.0,0.0660269558429718,0.3749969601631164,0.18,0.09664878,0.0851063829787234,0.4976674325162704,-172.0,0,False,0,0,,0,,
Q9BZE9,0.6601427255,0.2864747105,0.0025,0.771,0.03201453,0.94,0.431158,-0.131,2.64,0.0994575045207956,0.2857142857142857,0.0701961368322372,0.2121529132127761,0.99,0.33481812,0.0904159132007233,56.93108681739663,-366.0,0,False,0,0,,0,,
Q8IYW2,0.6600534844,0.2962374702,0.0,0.421,0.123753764,0.98,0.631807,-0.226,1.02,0.0,0.0769797421731123,0.0494914278388023,0.0737368911504745,0.94,0.1038727,0.0802946593001841,24.383004215790628,-3311.0,0,False,0,0,,0,,
Q13509,0.6600167784000001,0.5129005363,0.001666667,0.82,0.96859473,0.29,0.472471,-0.192,-0.08,0.0888888888888888,0.0866666666666666,0.4756303429603576,0.7404333353042603,0.89,0.9806768,0.0866666666666666,19.626422181891613,-158.0,0,False,0,0,,0,,
Q93034,0.6600067205,0.8008757141,0.0,0.73,0.72420806,0.14,0.206448,-0.244,-0.42,0.0,0.0217948717948717,0.0492243282496929,0.3747433125972748,0.13,0.9675102,0.0782051282051282,1.506654585990233,-971.0,0,False,0,0,,0,,
P05091,0.6599566867000001,0.5774681545,0.0,0.718,0.60609293,0.14,0.877754,-0.194,0.38,0.0,0.0290135396518375,0.4160159528255462,0.3050482869148254,0.0,0.03025144,0.081237911025145,26.281368126319474,-255.0,0,False,0,0,,0,,
Q8TCE6,0.6598927762,0.5070776059000001,,0.087,0.39160615,0.14,-0.571529,-0.493,-0.18,0.0,0.0,0.0934431105852127,0.1735847145318985,0.03,0.07764368,0.072829131652661,0.0231677880422649,-498.0,0,False,0,0,,0,,
Q6VAB6,0.6598534135,0.8306678139,0.0025,0.754,0.21675877,0.83,0.355051,0.064,1.81,0.0,0.1252631578947368,0.3014503717422485,0.3855572640895843,0.96,0.81550896,0.0778947368421052,74.04997214505663,-614.0,0,False,0,0,,0,,
P49903,0.6598046046,0.9265079321,0.0,0.341,0.18322133,0.25,0.150237,-0.152,0.34,0.0,0.0,0.1141050681471824,0.1466251909732818,0.01,0.11206187,0.0586734693877551,0.5792375939537707,-402.0,0,False,0,0,,0,,
P35658,0.6597996260000001,0.3256733688,0.003333333,0.825,0.7782434,1.0,1.19772,0.181,7.49,0.038755980861244,0.2937799043062201,0.9235065579414368,0.6713716387748718,1.0,0.77351665,0.031578947368421,1830.538763619273,815.0,0,False,1,0,,,,
Q9H2B2,0.6597977814,0.5001160536,0.0,0.186,0.016282212,0.51,0.574616,-0.459,0.04,0.0,0.0564705882352941,0.0518566593527793,0.5335096716880798,0.1,0.76707625,0.068235294117647,14.312493816638934,-378.0,1,True,0,0,0,0,0,
Q13233,0.6597721689,0.9648911749,0.004166667,0.786,0.31162438,1.0,0.754339,-0.038,2.85,0.1369047619047619,0.1759259259259259,0.7560626864433289,0.3582128584384918,0.97,0.39358452,0.080026455026455,371.4641389529568,-840.0,0,False,0,0,,0,,
Q96IZ5,0.6597347682,0.9306333463,0.0,0.194,0.021025797,0.49,0.474366,-0.299,-0.05,0.0,0.036319612590799,0.0539754405617713,0.1725154668092727,0.73,0.12169437,0.0750605326876513,21.999032244687164,-247.0,0,False,0,0,,0,,
Q6ZMN7,0.6597214753,0.348035218,0.0025,0.382,0.18288924,0.96,1.07002,-0.142,2.62,0.0,0.1467181467181467,0.0630035400390625,0.4909852147102356,0.93,0.44273326,0.1071428571428571,172.22402327896845,-496.0,0,False,0,0,,0,,
A2RUC4,0.6597103427000001,0.8656421209,0.0,0.161,0.019370431,0.12,0.15241,-0.448,-0.3,0.0,0.0507936507936507,0.0527110323309898,0.2616759836673736,0.38,0.029025294,0.1047619047619047,6.0883806686528565,-332.0,0,False,0,0,,0,,
Q9BYG7,0.6596413466000001,0.3856162284,0.0,0.034,0.019685011,0.32,-0.161182,-0.345,-0.89,0.0,0.0,0.0831707566976547,0.1052112206816673,0.0,0.07395988,0.1088709677419354,0.0,-259.0,0,False,0,0,,0,,
P13797,0.6595955696,0.4858802954,0.0,0.716,0.86527574,0.2,0.83832,-0.337,-0.09,0.0,0.019047619047619,0.2566357553005218,0.5807830095291138,0.02,0.9777244,0.0634920634920634,20.10116572038769,-660.0,0,False,0,0,,0,,
P49257,0.6595678128,0.4253750086,0.005,0.716,0.004955096,0.27,1.13486,-0.03,1.34,0.0,0.0647058823529411,0.1234274357557296,0.3932259678840637,0.96,0.24431099,0.0823529411764705,51.644742353019694,-238.0,1,True,0,0,0,0,0,
Q9NQ79,0.6595534433,0.2926684168,0.001666667,0.608,0.03550257,0.49,1.34099,-0.21,2.04,0.0,0.0816944024205748,0.0672341734170913,0.1353029161691665,0.96,0.13213043,0.0983358547655068,82.54189564472446,-174.0,0,False,0,0,,0,,
Q14160,0.659551514,0.3265169081,0.010833333,0.821,0.617558,1.0,1.11426,-0.108,2.61,0.263803680981595,0.1993865030674846,0.7628489136695862,0.8356125950813293,0.97,0.7784697,0.0846625766871165,171.6708560413528,-1088.0,0,False,0,0,,0,,
P02144,0.6595513721,0.7951917788,0.0,0.208,0.8470541,0.26,0.659544,-0.452,0.52,0.0,0.0,0.8012131452560425,0.7324150204658508,0.04,0.9702767,0.0259740259740259,0.0,-104.0,0,False,0,0,,0,,
Q9Y3C4,0.6594601348,0.7860543424,0.000833333,0.087,0.35567743,0.13,-0.378003,-0.379,-1.08,0.0,0.0,0.0928477495908737,0.1934740990400314,0.01,0.08346852,0.0514285714285714,1.6430663115386293,-221.0,0,False,0,0,,0,,
Q8IYT8,0.6594363568,0.9584723002,0.008333333,0.65,0.5605184,1.0,0.588648,-0.026,3.05,0.0,0.1052123552123552,0.2081571370363235,0.1074631661176681,0.99,0.8422327,0.0801158301158301,451.5036190765422,-379.0,0,False,1,0,,,,
P07437,0.659413125,0.7196089902,0.0,0.846,0.98073035,0.25,0.523192,-0.21,0.92,0.0765765765765765,0.081081081081081,0.4342792630195617,0.7308996915817261,0.74,0.98332065,0.0855855855855855,21.93642651199478,-106.0,0,False,0,0,,0,,
Q9HAY6,0.6592582407,0.3653290347,0.0,0.176,0.61587274,0.2,0.219614,-0.324,0.51,0.0255941499085923,0.0,0.0692859068512916,0.1057416200637817,0.12,0.04109752,0.1023765996343692,4.104786146241938,-559.0,0,False,0,0,,0,,
C9JPN9,0.6592350943,0.4228627565,0.0,0.225,0.0057380483,0.77,0.0770381,-0.156,0.22,0.0,0.0415094339622641,0.07535170763731,0.0295664519071578,0.91,0.46269846,0.0849056603773584,18.572515342713825,-444.0,0,False,0,0,,0,,
P78527,0.6592074553,0.9595347696,,0.773,0.32792097,0.65,0.876169,-0.186,1.08,0.0,0.0290697674418604,0.2644020915031433,0.5351788401603699,0.19,0.42646456,0.0806686046511628,84.93877201823457,-5197.0,0,False,0,0,,0,,
Q9H6T0,0.6591380761,0.8140527902,0.0,0.424,0.044373054,0.34,0.0943046,-0.061,1.68,0.0261348005502063,0.1389270976616231,0.0874111652374267,0.0621095895767211,0.4,0.8039815,0.0921595598349381,48.96013162287767,-789.0,0,False,0,0,,0,,
Q9UBS3,0.6591013811,0.5345422988,0.005,0.479,0.2660734,0.92,1.02793,-0.071,2.87,0.0,0.0717488789237668,0.0913183987140655,0.6231833696365356,0.79,0.8063242,0.085201793721973,97.49497580335084,20.0,0,False,0,0,,0,,
O00399,0.6590033072,0.2365449884,0.0,0.167,0.0130281225,0.25,-0.0801745,-0.318,0.04,0.0,0.0,0.0776543393731117,0.0334704034030437,0.01,0.03721771,0.0631578947368421,0.0,-165.0,0,False,0,0,,0,,
Q8WWW0,0.6590000586,0.5497584746,0.004166667,0.519,0.05174766,0.32,0.0699975,-0.248,1.43,0.2368421052631578,0.1578947368421052,0.1425124853849411,0.1697990149259567,0.99,0.123369135,0.1124401913875598,17.609147391255767,-372.0,0,False,0,0,,0,,
P35606,0.6588992489000001,0.3492133466,0.0,0.742,0.6949107,0.16,0.631349,-0.278,0.11,0.0551876379690949,0.0187637969094922,0.2213680297136306,0.2539976239204407,0.7,0.9691264,0.0783664459161147,17.71153215006398,-799.0,0,False,0,0,,0,,
Q08AH1,0.6588496689000001,0.3631428111,0.0,0.146,0.031430162,0.18,0.456397,-0.377,0.9,0.0,0.0,0.0772354751825332,0.2546364963054657,0.16,0.05173997,0.0797227036395147,8.489814409362982,-493.0,0,False,0,0,,0,,
Q8WW24,0.6588214689,0.4003245823,0.0,0.219,0.079177365,0.43,-0.771099,-0.255,0.75,0.0,0.0689655172413793,0.0464605204761028,0.2895160615444183,0.88,0.14158222,0.1218390804597701,16.731617704336266,-627.0,0,False,0,0,,0,,
Q6UW63,0.658721713,0.3670923867,,0.194,0.020049546,0.14,0.410706,-0.364,-0.42,0.0,0.0,0.0704989284276962,0.2594119608402252,0.18,0.05978266,0.0896414342629482,17.83209010699995,-525.0,0,False,0,0,,0,,
Q5JSJ4,0.6586551575,0.3964674433,0.004166667,0.29,0.44173202,0.49,0.779512,-0.168,1.12,0.0,0.0580720092915214,0.0491029918193817,0.3638694584369659,0.94,0.63412017,0.0766550522648083,47.16863536313409,-577.0,0,False,0,0,,0,,
Q15365,0.6586344543,0.7649351121,0.001666667,0.882,0.9651807,0.4,0.454044,-0.141,1.18,0.0,0.0,0.5586481094360352,0.6930426955223083,0.09,0.9849535,0.0589887640449438,62.61918148368181,-233.0,0,False,0,0,,0,,
Q9Y6G9,0.6585949986,0.908484736,0.005833333,0.909,0.99329966,0.93,1.20922,-0.098,3.51,0.1166347992351816,0.1739961759082218,0.8482608795166016,0.9195340275764464,0.98,0.8166482,0.0630975143403441,195.75926354960035,-185.0,0,False,0,0,,0,,
Q8IV56,0.6585506516,,0.000833333,0.265,0.69899166,0.99,1.0833,-0.192,,1.0,0.1937984496124031,0.7348088026046753,0.615077555179596,0.89,0.28047085,0.0775193798449612,24.3640302724486,46.0,0,False,0,0,,0,,
Q8TBF8,0.6585261649,,0.0,0.199,0.052424084,0.3,0.246355,-0.381,-1.19,0.0108695652173913,0.0,0.0670206099748611,0.2801240384578705,0.61,0.2578001,0.0869565217391304,2.4102953932064084,-407.0,0,False,0,0,,0,,
O75317,0.658503279,0.5158870738,0.0,0.171,0.43848896,0.19,0.0979638,-0.221,1.4,0.0,0.0,0.0676443055272102,0.1073082685470581,0.63,0.9616733,0.0945945945945946,12.98664624159583,-298.0,0,False,0,0,,0,,
Q8IZE3,0.6584781736,0.7521235521,0.0,0.157,0.0351988,0.45,-0.0712716,-0.232,0.23,0.1536388140161725,0.0808625336927223,0.061269324272871,0.0377592965960502,0.76,0.13020949,0.0417789757412398,30.78990858871108,-661.0,0,False,0,0,,0,,
Q9H6P5,0.6583734526,0.5299806275,0.0,0.237,0.013894054,0.62,0.856893,-0.288,0.39,0.0,0.0333333333333333,0.0456925220787525,0.2209561616182327,0.32,0.035476446,0.0619047619047619,32.644595487280526,-205.0,0,False,0,0,,0,,
Q96TA2,0.6583238562,0.8423688388,0.0,0.62,0.0037436143,0.42,0.801091,-0.273,0.26,0.0,0.0219922380336351,0.0525943413376808,0.1814978420734405,0.06,0.15842614,0.0737386804657179,25.71634433406078,-617.0,1,True,0,1,1,1,1,1
Q14974,0.6582229434,0.9130675144,0.0,0.917,0.99659693,0.23,-0.082053,-0.229,-0.49,0.0,0.026255707762557,0.0911370068788528,0.0741174221038818,,0.9733387,0.0627853881278538,6.494605867536581,-1136.0,0,False,1,0,,,,
O75365,0.6581965472,0.6686623638,0.0,0.284,0.5379213,0.17,-0.5779,-0.486,-0.4,0.0,0.0,0.0608284845948219,0.6106061339378357,0.01,0.20782426,0.1040462427745664,0.0,-219.0,0,False,0,0,,0,,
Q5VVJ2,0.6581629015,0.7475941489,0.0,0.384,0.032515567,0.7,0.705545,-0.127,0.68,0.0314009661835748,0.0628019323671497,0.0524326041340827,0.6312476992607117,0.92,0.26858494,0.0797101449275362,26.395009996619507,-529.0,0,False,0,0,,0,,
Q9HCS7,0.6581176294000001,0.5258102453,0.000833333,0.561,0.16856271,0.19,0.0990093,-0.235,0.94,0.0549707602339181,0.0549707602339181,0.0541730336844921,0.225730612874031,0.86,0.935948,0.1333333333333333,16.116301208572068,-1149.0,0,False,0,0,,0,,
Q9BS26,0.6580342834,0.4196045661,0.0,0.545,0.03985924,0.14,-0.0647538,-0.302,0.51,0.105911330049261,0.0320197044334975,0.065729409456253,0.2105149328708648,0.62,0.6688145,0.0935960591133004,11.36897975421222,-422.0,0,False,0,0,,0,,
Q96NW4,0.658012923,0.5500338046000001,0.0025,0.317,0.07469156,0.61,0.460987,-0.201,0.36,0.0438095238095238,0.0295238095238095,0.0507787987589836,0.3113192319869995,0.85,0.1554469,0.0761904761904762,91.0132200116932,-1083.0,0,False,0,0,,0,,
Q9UHC1,0.6578786027,0.7679303974,0.000833333,0.444,0.0110828085,0.62,0.812085,-0.244,1.3,0.0,0.0316586373021335,0.0488944128155708,0.3476566672325134,0.71,0.1709629,0.0708878183069511,151.59104357029895,-726.0,0,False,0,0,,0,,
B7ZC32,0.6578609343,0.5676877686,,0.399,0.20883448,0.6,0.691758,-0.142,0.29,0.0,0.0672182006204757,0.0748716220259666,0.0979492217302322,0.22,0.3858268,0.0858324715615305,63.524837179758975,-906.0,0,False,0,0,,0,,
Q92896,0.657860522,0.4013543764,0.0,0.467,0.64629763,0.28,0.366568,0.51,0.71,0.0,0.0754877014418999,0.5406849980354309,0.5926951169967651,0.88,0.78035516,0.089058524173028,93.67566006685504,-1259.0,1,True,0,1,1,1,1,1
Q9BRR8,0.6578452098,0.9530050147,0.045833333,0.731,0.027690474,1.0,1.44775,-0.203,2.56,0.4274973147153598,0.1439312567132116,0.0913740694522857,0.4132758677005768,0.98,0.16573353,0.0784103114930182,72.58221736610832,-72.0,0,False,0,0,,0,,
Q9NRA8,0.6578342042,0.9701060569,0.0175,0.788,0.6812708,1.0,0.882556,-0.014,1.55,0.3208121827411167,0.1522842639593908,0.9185281991958618,0.8912989497184753,0.99,0.67942345,0.0852791878172588,164.7529311960431,-265.0,0,False,1,0,,,,
P0DOY2,0.6578330412000001,0.555835484,,,0.09672381,0.38,-1.38169,-0.326,,1.0,0.0,0.0618056654930114,0.0344002768397331,0.01,0.9749621,0.0471698113207547,22.345632143312464,-46.0,0,False,0,0,,0,,
P83876,0.6578243535,0.3319053358,0.0,0.127,0.8822479,0.13,-0.340284,-0.448,-2.46,0.0,0.0,0.1882864385843277,0.3820428252220154,0.04,0.5718981,0.1126760563380281,0.3463450188201853,-155.0,0,False,0,0,,0,,
Q96DT7,0.6577971897,0.5631698267,0.013333333,0.78,0.1322656,0.99,1.91401,0.057,3.19,0.2411021814006888,0.1791044776119403,0.5852702260017395,0.1972345262765884,1.0,0.34349987,0.0757749712973593,282.0026791356529,198.0,0,False,0,0,,0,,
P14927,0.6577736512,0.5344958681,0.0,0.451,0.9675581,0.14,0.0135258,-0.519,,0.945945945945946,0.1081081081081081,0.5385040044784546,0.7397629022598267,0.26,0.019113699,0.1531531531531531,0.0,-96.0,0,False,0,0,,0,,
P16435,0.6575737482,0.9129569855,0.0,0.455,0.3952932,0.29,0.64793,-0.35,-0.17,0.0,0.0206794682422452,0.0726662054657936,0.4830680787563324,0.14,0.9128634,0.1019202363367799,9.285207183621957,-653.0,1,True,0,0,0,0,0,
P30040,0.6575414422,0.4944789952,0.0,0.36,0.5799076,0.2,0.710086,-0.31,-0.66,0.0996168582375478,0.0766283524904214,0.3313314914703369,0.2509039044380188,0.02,0.3091821,0.0727969348659003,0.067054207026598,-143.0,0,False,0,0,,0,,
