Entry,Gene,Protein_name,cohort,n_tm,topology,cdcode_role,n_cdcode_biomol_condensates,in_source_db,has_bg_scores,PICNIC_score,PICNIC_GO_score,PSAP_score,PSPHunter_prob,PSPire_score,FuzDrop_pLLPS,catGRANULE_score,PLAAC_NLLR,PScore_score,ESpritz_score,SEG_score,SaPS_score,PdPS_score,DeepPhase_score,PDL_score,RY_score,ParSe2_score,LLPhyScore_score,TMD_count,Entry name,p(LLPS),pLLPS_Class,Length
P23786,CPT2,"Carnitine O-palmitoyltransferase 2, mitochondrial (EC 2.3.1.21) (Carnitine palmitoyltransferase II) (CPT II)",new,0,intramembrane-only,in_cdcode_no_role,2.0,True,True,0.7152175035,0.3936940201,0.0,0.207,0.04220003,0.31,0.479871,-0.138,0.99,0.0,0.0182370820668693,0.0477092899382114,0.2788760662078857,0.04,0.06315505,0.0866261398176291,35.94462503102267,-543.0,1.0,CPT2_HUMAN,0.31,Low,658.0
Q9BUF7,CRB3,Protein crumbs homolog 3,legacy,1,single-pass,member,1.0,True,True,0.0704305387,0.0795093816,0.0,0.077,0.14972183,0.99,-0.857171,-0.307,,0.7083333333333334,0.35,0.0902490615844726,0.1244825944304466,0.55,0.09915688,0.0833333333333333,34.701842947413695,-132.0,1.0,CRUM3_HUMAN,0.99,High,120.0
Q9UJA2,CRLS1,Cardiolipin synthase (CMP-forming) (CLS) (EC 2.7.8.41) (Protein GCD10 homolog),legacy,5,multi-pass,not_in_cdcode,,True,True,0.1170661771,0.2628498104,0.0,0.053,0.0030629006,0.3,-0.651213,-0.145,0.0,0.0,0.2259136212624584,0.0649315565824508,0.0288167893886566,0.18,0.024668079,0.1196013289036544,4.934702372910075,-533.0,5.0,CRLS1_HUMAN,0.3,Low,301.0
P07333,CSF1R,Macrophage colony-stimulating factor 1 receptor (CSF-1 receptor) (CSF-1-R) (CSF-1R) (M-CSF-R) (EC 2.7.10.1) (Proto-oncogene c-Fms) (CD antigen CD115),legacy,1,single-pass,member,1.0,True,True,0.2831270153,0.8669039713000001,0.0,0.425,0.09814605,0.41,0.659838,-0.083,1.88,0.0236625514403292,0.0329218106995884,0.071259006857872,0.369128942489624,0.59,0.36426908,0.0781893004115226,132.9357620510869,-588.0,1.0,CSF1R_HUMAN,0.41,Medium,972.0
P61073,CXCR4,C-X-C chemokine receptor type 4 (CXC-R4) (CXCR-4) (FB22) (Fusin) (HM89) (LCR1) (Leukocyte-derived seven transmembrane domain receptor) (LESTR) (Lipopolysaccharide-associated protein 3) (LAP-3) (LPS-associated protein 3) (NPYRL) (Stromal cell-derived factor 1 receptor) (SDF-1 receptor) (CD antigen CD184),legacy,7,multi-pass,not_in_cdcode,,True,True,0.0584381525,0.1480987065,0.0,0.232,0.24888709,0.19,-0.344548,-0.388,-0.83,0.0568181818181818,0.0454545454545454,0.2543185949325561,0.2931163311004638,0.4,0.092421554,0.0795454545454545,12.559834313493514,-633.0,7.0,CXCR4_HUMAN,0.19,Low,352.0
Q9UHQ9,CYB5R1,NADH-cytochrome b5 reductase 1 (b5R.1) (EC 1.6.2.2) (Humb5R2) (NAD(P)H:quinone oxidoreductase type 3 polypeptide A2),legacy,1,single-pass,member,2.0,True,True,0.4943834319,0.5546847842,0.001666667,0.178,0.39807752,0.43,0.28904,-0.344,-0.17,0.0,0.0655737704918032,0.0515247508883476,0.0462963543832302,0.04,0.16445978,0.0950819672131147,5.192366089162036,-362.0,1.0,NB5R1_HUMAN,0.43,Medium,305.0
P13498,CYBA,Cytochrome b-245 light chain (Cytochrome b(558) alpha chain) (Cytochrome b558 subunit alpha) (Neutrophil cytochrome b 22 kDa polypeptide) (Superoxide-generating NADPH oxidase light chain subunit) (p22 phagocyte B-cytochrome) (p22-phox) (p22phox),legacy,4,multi-pass,member,1.0,True,True,0.2194222572,0.1220549936,0.0,0.156,0.027455091,0.64,-0.0146529,-0.291,0.87,0.2871794871794871,0.1692307692307692,0.1510102152824401,0.0838318467140197,0.6,0.0768099,0.0923076923076923,0.0,-204.0,5.0,CY24A_HUMAN,0.64,Medium,195.0
Q53TN4,CYBRD1,Plasma membrane ascorbate-dependent reductase CYBRD1 (EC 7.2.1.3) (Cytochrome b reductase 1) (Duodenal cytochrome b) (Ferric-chelate reductase 3),legacy,6,multi-pass,member,1.0,True,True,0.0580009412,0.0678367167,0.0,0.063,0.15499821,0.2,-0.295835,-0.222,-0.44,0.1188811188811188,0.0489510489510489,0.1865762174129486,0.1480349600315094,0.67,0.057764255,0.0664335664335664,39.25887189079555,-469.0,6.0,CYBR1_HUMAN,0.2,Low,286.0
P08574,CYC1,"Cytochrome c1, heme protein, mitochondrial (EC 7.1.1.8) (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit) (Cytochrome c-1)",legacy,1,single-pass,member,2.0,True,True,0.3464347277,0.3771097005,0.0,0.493,0.012741879,0.4,0.0933899,-0.247,0.35,0.0,0.163076923076923,0.0473954044282436,0.0342615470290184,0.02,0.030975146,0.1138461538461538,3.9527276352192535,-286.0,1.0,CY1_HUMAN,0.4,Low,325.0
Q6UW02,CYP20A1,Cytochrome P450 20A1 (EC 1.14.-.-),legacy,1,single-pass,member,2.0,True,True,0.481313484,0.4384785468,0.0,0.069,0.35843033,0.22,0.173973,-0.368,0.08,0.0,0.0909090909090909,0.0534042716026306,0.0461966432631015,0.12,0.053909246,0.0714285714285714,31.5320191625074,-534.0,1.0,CP20A_HUMAN,0.22,Low,462.0
P61803,DAD1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 (Oligosaccharyl transferase subunit DAD1) (Defender against cell death 1) (DAD-1),legacy,3,multi-pass,member,1.0,True,True,0.1090922114,0.0413076915,0.0,0.081,0.056013606,0.1,-1.28124,-0.349,,0.0,0.1150442477876106,0.0920757725834846,0.1052106022834777,0.45,0.021424672,0.0707964601769911,0.0,-225.0,3.0,DAD1_HUMAN,0.1,Low,113.0
Q14118,DAG1,Dystroglycan 1 (Dystroglycan) (Dystrophin-associated glycoprotein 1) [Cleaved into: Alpha-dystroglycan (Alpha-DG); Beta-dystroglycan (Beta-DG)],legacy,1,single-pass,member,1.0,True,True,0.8177111642,0.4805458039,0.001666667,0.84,0.48984876,0.92,0.213259,-0.112,2.52,0.0815642458100558,0.170949720670391,0.104272648692131,0.1543580591678619,0.95,0.62156224,0.0748603351955307,52.6055836125154,-507.0,1.0,DAG1_HUMAN,0.92,High,895.0
Q5H9S7,DCAF17,DDB1- and CUL4-associated factor 17,legacy,2,multi-pass,member,1.0,True,True,0.5536198276000001,0.4300025896,0.0,0.075,0.07952817,0.11,0.224449,-0.363,0.23,0.0,0.0,0.0654785931110382,0.1195312514901161,0.19,0.10876757,0.0865384615384615,1.6017809920964692,-532.0,2.0,DCA17_HUMAN,0.11,Low,520.0
P81605,DCD,Dermcidin (EC 3.4.-.-) (Preproteolysin) [Cleaved into: Survival-promoting peptide; DCD-1],legacy,1,single-pass,member,1.0,True,True,0.6166398213000001,0.8776419502,0.001666667,0.475,0.0127321975,0.83,0.591017,-0.351,,0.9363636363636364,0.3,0.0511672720313072,0.3999907970428467,0.75,0.11363331,0.0454545454545454,2.463976878954879,-45.0,1.0,DCD_HUMAN,0.83,High,110.0
P39656,DDOST,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (DDOST 48 kDa subunit) (Oligosaccharyl transferase 48 kDa subunit),legacy,1,single-pass,member,1.0,True,True,0.3429033446,0.2041496719,0.0,0.585,0.05743537,0.14,0.654105,-0.081,0.57,0.0,0.0701754385964912,0.173403650522232,0.2771665751934051,0.18,0.07120838,0.0921052631578947,13.672601111051376,-358.0,1.0,OST48_HUMAN,0.14,Low,456.0
Q08345,DDR1,Epithelial discoidin domain-containing receptor 1 (Epithelial discoidin domain receptor 1) (EC 2.7.10.1) (CD167 antigen-like family member A) (Cell adhesion kinase) (Discoidin receptor tyrosine kinase) (HGK2) (Mammary carcinoma kinase 10) (MCK-10) (Protein-tyrosine kinase 3A) (Protein-tyrosine kinase RTK-6) (TRK E) (Tyrosine kinase DDR) (Tyrosine-protein kinase CAK) (CD antigen CD167a),legacy,1,single-pass,not_in_cdcode,,True,True,0.2617370626,0.7716558811,0.0,0.49,0.092777506,0.81,0.837634,-0.08,2.32,0.0,0.1610076670317634,0.0908755511045456,0.3018849790096283,0.89,0.49380827,0.108433734939759,101.18625284192788,-632.0,1.0,DDR1_HUMAN,0.81,High,913.0
Q96HY6,DDRGK1,DDRGK domain-containing protein 1 (Dashurin) (UFM1-binding and PCI domain-containing protein 1),legacy,1,single-pass,member,1.0,True,True,0.8024853345,0.7622649328000001,0.005,0.538,0.33460942,0.97,0.330287,-0.293,0.58,0.1242038216560509,0.4140127388535032,0.5970907211303711,0.80882728099823,0.97,0.35201442,0.1178343949044586,0.2188948088825641,-173.0,1.0,DDRGK_HUMAN,0.97,High,314.0
Q8TBM8,DNAJB14,DnaJ homolog subfamily B member 14,new,1,single-pass,not_in_cdcode,,True,True,0.8548691339000001,0.6687799896000001,0.014166667,0.409,0.21155433,0.79,1.56822,-0.031,3.1,0.1345646437994723,0.1424802110817942,0.3701827526092529,0.2593321800231933,0.95,0.93738586,0.1029023746701846,145.45780473914496,-15.0,1.0,DJB14_HUMAN,0.79,High,379.0
Q96DA6,DNAJC19,Mitochondrial import inner membrane translocase subunit TIM14 (DnaJ homolog subfamily C member 19),legacy,1,single-pass,member,1.0,True,True,0.8463878637000001,0.4861864048,0.0,0.171,0.099192955,0.16,0.37088,-0.27,,0.5775862068965517,0.0,0.0536796078085899,0.0690212398767471,0.0,0.7677345,0.0862068965517241,0.0044473712720346,-53.0,1.0,TIM14_HUMAN,0.16,Low,116.0
P27487,DPP4,Dipeptidyl peptidase 4 (EC 3.4.14.5) (ADABP) (Adenosine deaminase complexing protein 2) (ADCP-2) (Dipeptidyl peptidase IV) (DPP IV) (T-cell activation antigen CD26) (TP103) (CD antigen CD26) [Cleaved into: Dipeptidyl peptidase 4 membrane form (Dipeptidyl peptidase IV membrane form); Dipeptidyl peptidase 4 soluble form (Dipeptidyl peptidase IV soluble form)],legacy,1,single-pass,member,2.0,True,True,0.2712100865,0.370319098,0.0,0.425,0.3315509,0.12,0.553299,-0.265,-0.21,0.0,0.0274151436031331,0.0491933077573776,0.0724031403660774,0.06,0.07228371,0.1122715404699739,12.004872697368754,-612.0,1.0,DPP4_HUMAN,0.12,Low,766.0
P42658,DPP6,A-type potassium channel modulatory protein DPP6 (DPPX) (Dipeptidyl aminopeptidase-like protein 6) (Dipeptidyl aminopeptidase-related protein) (Dipeptidyl peptidase 6) (Dipeptidyl peptidase IV-like protein) (Dipeptidyl peptidase VI) (DPP VI),legacy,1,single-pass,member,1.0,True,True,0.7698239343000001,0.3283573997,0.001666667,0.466,0.089033686,0.24,0.923526,-0.097,3.18,0.0716763005780346,0.0682080924855491,0.2452871054410934,0.2932498455047607,0.91,0.091204725,0.0971098265895953,80.28832823178435,-579.0,1.0,DPP6_HUMAN,0.24,Low,865.0
P35462,DRD3,D(3) dopamine receptor (Dopamine D3 receptor),new,7,multi-pass,not_in_cdcode,,True,True,0.0468726497,0.0475166931,0.0,0.066,0.0053230347,0.24,-0.637001,-0.264,0.44,0.0,0.04,0.0559803135693073,0.0709319189190864,0.29,0.13510561,0.0975,27.8207700044798,-608.0,7.0,DRD3_HUMAN,0.24,Low,400.0
Q08554,DSC1,Desmocollin-1 (Cadherin family member 1) (Desmosomal glycoprotein 2/3) (DG2/DG3),legacy,1,single-pass,member,1.0,True,True,0.6183280942,0.370174376,0.0,0.556,0.012445753,0.49,0.843155,-0.17,1.34,0.0,0.023489932885906,0.0509405843913555,0.2535969018936157,0.23,0.51157427,0.0771812080536912,132.98237260006363,-484.0,1.0,DSC1_HUMAN,0.49,Medium,894.0
Q02413,DSG1,Desmoglein-1 (Cadherin family member 4) (Desmosomal glycoprotein 1) (DG1) (DGI) (Pemphigus foliaceus antigen),legacy,1,single-pass,member,1.0,True,True,0.5934722176,0.3238502564,0.003333333,0.81,0.25499815,0.83,1.36973,-0.045,2.7,0.0,0.0886558627264061,0.1749460697174072,0.4116694033145904,1.0,0.3966372,0.0743565300285986,505.0016454798687,-282.0,1.0,DSG1_HUMAN,0.83,High,1049.0
P01133,EGF,Pro-epidermal growth factor (EGF) [Cleaved into: Epidermal growth factor (Urogastrone)],new,1,single-pass,not_in_cdcode,,True,True,0.2475547759,0.3387262446,0.0,0.604,0.023064872,0.32,0.878423,-0.221,2.75,0.0207125103562551,0.0157415078707539,0.0632054656744003,0.0594478845596313,0.67,0.46331447,0.0753935376967688,87.13704423722635,-744.0,1.0,EGF_HUMAN,0.32,Low,1207.0
P00533,EGFR,Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1),legacy,1,single-pass,not_in_cdcode,,True,True,0.7243557948,0.9770155874,0.000833333,0.781,0.9948772,0.28,0.736746,0.001,2.96,0.0173553719008264,0.0735537190082644,0.7521615028381348,0.8662506341934204,0.89,0.85725904,0.0793388429752066,117.00586760333424,-792.0,1.0,EGFR_HUMAN,0.28,Low,1210.0
Q9NZJ5,EIF2AK3,Eukaryotic translation initiation factor 2-alpha kinase 3 (EC 2.7.11.1) (PRKR-like endoplasmic reticulum kinase) (Pancreatic eIF2-alpha kinase) (HsPEK) (Protein tyrosine kinase EIF2AK3) (EC 2.7.10.2),legacy,1,single-pass,member,1.0,True,True,0.7244707101000001,0.9809867362,0.0,0.392,0.14263791,0.92,0.612841,-0.272,1.24,0.0224014336917562,0.1227598566308243,0.188556283712387,0.6955283284187317,0.93,0.10830011,0.086021505376344,93.62026425255716,-697.0,1.0,E2AK3_HUMAN,0.92,High,1116.0
Q5R3F8,ELFN2,Protein phosphatase 1 regulatory subunit 29 (Extracellular leucine-rich repeat and fibronectin type III domain-containing protein 2) (Leucine-rich repeat and fibronectin type-III domain-containing protein 6) (Leucine-rich repeat-containing protein 62),legacy,1,single-pass,member,1.0,True,True,0.3315608889,0.289098666,0.003333333,0.353,0.19809099,0.97,0.657976,-0.254,0.88,0.0,0.1073170731707317,0.3497225642204284,0.4430718421936035,0.99,0.27127033,0.0878048780487804,158.54056648999727,-635.0,1.0,PPR29_HUMAN,0.97,High,820.0
Q9BW60,ELOVL1,Very long chain fatty acid elongase 1 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL1) (ELOVL fatty acid elongase 1) (ELOVL FA elongase 1) (Elongation of very long chain fatty acids protein 1) (Very long chain 3-ketoacyl-CoA synthase 1) (Very long chain 3-oxoacyl-CoA synthase 1),legacy,7,multi-pass,member,1.0,True,True,0.1731075972,0.1286540255,0.0,0.038,0.008483959,0.11,-0.670996,-0.162,-1.02,0.0,0.0,0.1045645698904991,0.0415145978331565,0.23,0.022537261,0.1075268817204301,0.0,-433.0,7.0,ELOV1_HUMAN,0.11,Low,279.0
A1L3X0,ELOVL7,Very long chain fatty acid elongase 7 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL7) (ELOVL fatty acid elongase 7) (ELOVL FA elongase 7) (Elongation of very long chain fatty acids protein 7) (Very long chain 3-ketoacyl-CoA synthase 7) (Very long chain 3-oxoacyl-CoA synthase 7),legacy,7,multi-pass,member,1.0,True,True,0.0719218708,0.0558782862,0.0,0.069,0.021875594,0.1,-0.739163,-0.309,-1.32,0.0,0.0355871886120996,0.0684330016374588,0.0287875030189752,0.16,0.021086754,0.1067615658362989,0.0,-525.0,7.0,ELOV7_HUMAN,0.1,Low,281.0
Q8N766,EMC1,ER membrane protein complex subunit 1,legacy,1,single-pass,member,1.0,True,True,0.250438838,0.1002356603,0.0,0.432,0.0077857166,0.21,0.396478,-0.161,0.09,0.0,0.0211480362537764,0.0506307892501354,0.1583977937698364,0.08,0.108173236,0.0855991943605236,30.785793173646724,-1052.0,1.0,EMC1_HUMAN,0.21,Low,993.0
Q5J8M3,EMC4,ER membrane protein complex subunit 4 (Cell proliferation-inducing gene 17 protein) (Transmembrane protein 85),legacy,3,multi-pass,member,1.0,True,True,0.0392680905,0.0760883718,0.0,0.131,0.016886994,0.21,0.0160414,-0.248,0.33,0.0,0.1092896174863388,0.066595621407032,0.0545465238392353,0.06,0.036763936,0.081967213114754,70.7769400140648,-144.0,3.0,EMC4_HUMAN,0.21,Low,183.0
P49961,ENTPD1,Ectonucleoside triphosphate diphosphohydrolase 1 (EC 3.6.1.5) (ATP diphosphohydrolase) (ATP-DPH) (ATPDase) (Ecto-ATP diphosphohydrolase 1) (Ecto-ATPDase 1) (Ecto-ATPase 1) (Ecto-apyrase) (Lymphoid cell activation antigen) (Nucleoside triphosphate diphosphohydrolase 1) (NTPDase1) (CD antigen CD39),legacy,2,multi-pass,member,1.0,True,True,0.399498759,0.2289742739,0.0,0.145,0.016468845,0.13,0.317578,-0.135,0.97,0.0,0.0274509803921568,0.0631163939833641,0.0301156155765056,0.02,0.067063145,0.0784313725490196,3.0471359774876623,-500.0,2.0,ENTP1_HUMAN,0.13,Low,510.0
P29317,EPHA2,Ephrin type-A receptor 2 (EC 2.7.10.1) (Epithelial cell kinase) (Tyrosine-protein kinase receptor ECK),legacy,1,single-pass,not_in_cdcode,,True,True,0.6092959723,0.8335993825,0.0,0.795,0.83137894,0.24,0.675324,-0.269,1.35,0.0,0.0389344262295082,0.4822240769863128,0.455854594707489,0.17,0.9140496,0.0911885245901639,51.32927421617183,-816.0,1.0,EPHA2_HUMAN,0.24,Low,976.0
P54764,EPHA4,Ephrin type-A receptor 4 (EC 2.7.10.1) (EPH-like kinase 8) (EK8) (hEK8) (Tyrosine-protein kinase TYRO1) (Tyrosine-protein kinase receptor SEK),legacy,1,single-pass,member,1.0,True,True,0.7011819403,0.9770632809,0.0,0.649,0.66816735,0.16,0.721685,-0.185,1.87,0.0,0.0233265720081135,0.0651040822267532,0.4071019291877746,0.1,0.9697595,0.0983772819472616,97.00257037239405,-810.0,1.0,EPHA4_HUMAN,0.16,Low,986.0
P04626,ERBB2,Receptor tyrosine-protein kinase erbB-2 (EC 2.7.10.1) (Metastatic lymph node gene 19 protein) (MLN 19) (Proto-oncogene Neu) (Proto-oncogene c-ErbB-2) (Tyrosine kinase-type cell surface receptor HER2) (p185erbB2) (CD antigen CD340),legacy,1,single-pass,not_in_cdcode,,True,True,0.392907963,0.9582996305,0.000833333,0.722,0.97369987,0.53,0.578831,-0.164,2.79,0.0868525896414342,0.0725099601593625,0.6284664273262024,0.4542610645294189,0.97,0.57638264,0.0844621513944223,89.48512177663305,-971.0,1.0,ERBB2_HUMAN,0.53,Medium,1255.0
Q15303,ERBB4,Receptor tyrosine-protein kinase erbB-4 (EC 2.7.10.1) (Proto-oncogene-like protein c-ErbB-4) (Tyrosine kinase-type cell surface receptor HER4) (p180erbB4) [Cleaved into: ERBB4 intracellular domain (4ICD) (E4ICD) (s80HER4)],legacy,1,single-pass,not_in_cdcode,,True,True,0.6498495255,0.9418487265,0.0,0.719,0.9430021,0.19,0.843318,-0.088,3.02,0.0,0.0129969418960244,0.2339274585247039,0.500050961971283,0.64,0.91226614,0.0925076452599388,116.10780479760167,-753.0,1.0,ERBB4_HUMAN,0.19,Low,1308.0
O75477,ERLIN1,Erlin-1 (Endoplasmic reticulum lipid raft-associated protein 1) (Protein KE04) (Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 1) (SPFH domain-containing protein 1),legacy,1,single-pass,member,1.0,True,True,0.8245321120000001,0.7438228195000001,0.0,0.427,0.022801936,0.13,-0.123398,-0.316,0.45,0.0890804597701149,0.0977011494252873,0.0534670576453208,0.071846067905426,0.46,0.09293771,0.0862068965517241,6.129615114461031,-361.0,1.0,ERLN1_HUMAN,0.13,Low,348.0
O94905,ERLIN2,Erlin-2 (Endoplasmic reticulum lipid raft-associated protein 2) (Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 2) (SPFH domain-containing protein 2),legacy,1,single-pass,member,1.0,True,True,0.6924153639,0.7350472158,0.0,0.629,0.025517112,0.13,-0.0514404,-0.311,0.26,0.0678466076696165,0.0884955752212389,0.0578559450805187,0.0873753055930137,0.02,0.08693052,0.0619469026548672,5.391326066602425,-303.0,1.0,ERLN2_HUMAN,0.13,Low,339.0
O75460,ERN1,Serine/threonine-protein kinase/endoribonuclease IRE1 (Endoplasmic reticulum-to-nucleus signaling 1) (Inositol-requiring protein 1) (hIRE1p) (Ire1-alpha) (IRE1a) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)],legacy,1,single-pass,member,1.0,True,True,0.7630394757000001,0.9830522498,0.0,0.274,0.13928577,0.52,0.495977,-0.035,1.9,0.0,0.0931422722620266,0.1240517348051071,0.2177183181047439,0.92,0.2746446,0.0808597748208802,91.42832662676472,-850.0,1.0,ERN1_HUMAN,0.52,Medium,977.0
Q9BSJ8,ESYT1,Extended synaptotagmin-1 (E-Syt1) (Membrane-bound C2 domain-containing protein),legacy,2,multi-pass,member,4.0,True,True,0.4779343226,0.2463288862,0.0,0.746,0.7592771,0.6,0.659642,-0.14,3.23,0.0516304347826086,0.108695652173913,0.6062819361686707,0.4311979413032532,0.92,0.24485153,0.0815217391304347,52.5416837525412,-987.0,2.0,ESYT1_HUMAN,0.6,Medium,1104.0
A0FGR8,ESYT2,Extended synaptotagmin-2 (E-Syt2) (Chr2Syt),legacy,2,multi-pass,member,2.0,True,True,0.6185239433,0.2208598859,0.000833333,0.641,0.32247043,0.72,0.981239,-0.135,3.69,0.0673181324647122,0.0738327904451683,0.4211484789848327,0.7099205255508423,0.98,0.23906827,0.0890336590662323,147.40222709270765,-708.0,2.0,ESYT2_HUMAN,0.72,High,921.0
A0FGR9,ESYT3,Extended synaptotagmin-3 (E-Syt3) (Chr3Syt),legacy,2,multi-pass,member,1.0,True,True,0.3589081802,0.2045825727,0.0,0.151,0.005080808,0.32,0.435602,-0.349,1.49,0.0,0.0790067720090293,0.0528982691466808,0.1046302318572998,0.93,0.22853321,0.0902934537246049,24.58825115585218,-964.0,2.0,ESYT3_HUMAN,0.32,Low,886.0
Q9Y624,F11R,Junctional adhesion molecule A (JAM-A) (Junctional adhesion molecule 1) (JAM-1) (Platelet F11 receptor) (Platelet adhesion molecule 1) (PAM-1) (CD antigen CD321),legacy,1,single-pass,not_in_cdcode,,True,True,0.1165015876,0.1385051991,0.0,0.336,0.1137257,0.18,0.122957,-0.223,1.8,0.0,0.1170568561872909,0.3194101452827453,0.2472040653228759,0.02,0.30035985,0.0836120401337792,65.69682058715584,-140.0,1.0,JAM1_HUMAN,0.18,Low,299.0
O00254,F2RL2,Proteinase-activated receptor 3 (PAR-3) (Coagulation factor II receptor-like 2) (Thrombin receptor-like 2),legacy,7,multi-pass,member,1.0,True,True,0.033985114,0.0564192103,0.0,0.082,0.0067556067,0.19,-1.08102,-0.304,-0.05,0.0,0.03475935828877,0.0601639859378337,0.0326947197318077,0.61,0.0671593,0.0909090909090909,3.1898290837044163,-778.0,7.0,PAR3_HUMAN,0.19,Low,374.0
O00519,FAAH,Fatty-acid amide hydrolase 1 (EC 3.5.1.99) (Anandamide amidohydrolase 1) (Fatty acid ester hydrolase) (EC 3.1.1.-) (Oleamide hydrolase 1),legacy,1,single-pass,member,1.0,True,True,0.1630066437,0.1104813728,0.0,0.141,0.0033642221,0.39,0.334191,-0.11,2.37,0.0,0.1398963730569948,0.0888972729444503,0.0691683590412139,0.01,0.037854653,0.082901554404145,96.78537785701684,-343.0,2.0,FAAH1_HUMAN,0.39,Low,579.0
A1KXE4,FAM168B,Myelin-associated neurite-outgrowth inhibitor (Mani) (p20),legacy,2,multi-pass,member,1.0,True,True,0.6796630212,0.4046034884,0.001666667,0.56,0.5203609,0.99,-0.441368,0.149,2.9,0.0,0.241025641025641,0.7352916598320007,0.4819195866584778,0.59,0.949851,0.1179487179487179,160.86454261466548,37.0,2.0,F168B_HUMAN,0.99,High,195.0
Q5VUB5,FAM171A1,Protein FAM171A1 (Astroprincin) (APCN),legacy,1,single-pass,member,1.0,True,True,0.3429015897,0.155076006,0.000833333,0.435,0.08892681,0.98,0.511708,-0.021,1.01,0.0764044943820224,0.0561797752808988,0.5506545305252075,0.7242826819419861,0.96,0.2210275,0.0853932584269663,177.2539183451353,-480.0,1.0,F1711_HUMAN,0.98,High,890.0
Q6P995,FAM171B,Protein FAM171B,legacy,1,single-pass,member,1.0,True,True,0.541043084,0.2473364858,0.000833333,0.293,0.12565628,0.89,0.583274,-0.088,1.19,0.0544794188861985,0.0956416464891041,0.070446528494358,0.2593759298324585,1.0,0.17967403,0.0738498789346246,72.58372311386022,-544.0,1.0,F171B_HUMAN,0.89,High,826.0
Q96D05,FAM241B,Protein FAM241B,legacy,1,single-pass,member,1.0,True,True,0.1856219879,0.0770456814,,0.172,0.21482675,0.67,0.282195,0.117,,0.5206611570247934,0.396694214876033,0.5171287059783936,0.2579477727413177,0.77,0.13678724,0.0991735537190082,26.471975029071487,-75.0,1.0,F241B_HUMAN,0.67,Medium,121.0
P11362,FGFR1,Fibroblast growth factor receptor 1 (FGFR-1) (EC 2.7.10.1) (Basic fibroblast growth factor receptor 1) (BFGFR) (bFGF-R-1) (Fms-like tyrosine kinase 2) (FLT-2) (N-sam) (CD antigen CD331),legacy,1,single-pass,member,3.0,True,True,0.6645710642,0.9266439739,0.0,0.76,0.47035217,0.69,0.383312,-0.313,1.3,0.0401459854014598,0.0510948905109489,0.3360250294208526,0.4643635749816894,0.85,0.92361313,0.083941605839416,44.94198856479632,-692.0,1.0,FGFR1_HUMAN,0.69,Medium,822.0
P21802,FGFR2,Fibroblast growth factor receptor 2 (FGFR-2) (EC 2.7.10.1) (K-sam) (KGFR) (Keratinocyte growth factor receptor) (CD antigen CD332),legacy,1,single-pass,member,1.0,True,True,0.7650979889,0.9424842616,0.0,0.768,0.9132317,0.27,0.436729,-0.315,1.19,0.0341047503045067,0.0645554202192448,0.2020406723022461,0.6523162126541138,0.8,0.94704413,0.0901339829476248,52.2262689558531,-684.0,1.0,FGFR2_HUMAN,0.27,Low,821.0
P22607,FGFR3,Fibroblast growth factor receptor 3 (FGFR-3) (EC 2.7.10.1) (CD antigen CD333),legacy,1,single-pass,member,1.0,True,True,0.7733485501,0.940227273,0.0,0.703,0.12654497,0.41,0.734148,-0.314,0.78,0.053349875930521,0.1116625310173697,0.0615122392773628,0.1664614379405975,0.98,0.87536883,0.0806451612903225,82.1583711105508,-624.0,1.0,FGFR3_HUMAN,0.41,Medium,806.0
P22455,FGFR4,Fibroblast growth factor receptor 4 (FGFR-4) (EC 2.7.10.1) (CD antigen CD334),legacy,1,single-pass,member,1.0,True,True,0.4513589791,0.9021148227,0.0,0.571,0.0036931902,0.71,0.597829,-0.227,1.46,0.0,0.1433915211970075,0.046988621354103,0.072116695344448,0.57,0.71187115,0.0997506234413965,84.16449516469935,-781.0,1.0,FGFR4_HUMAN,0.71,High,802.0
Q14318,FKBP8,Peptidyl-prolyl cis-trans isomerase FKBP8 (PPIase FKBP8) (EC 5.2.1.8) (38 kDa FK506-binding protein) (38 kDa FKBP) (FKBP-38) (hFKBP38) (FK506-binding protein 8) (FKBP-8) (FKBPR38) (Rotamase),legacy,1,single-pass,member,1.0,True,True,0.7443083923,0.524741455,0.0,0.662,0.09617926,0.24,-0.107161,-0.423,0.72,0.1626213592233009,0.2014563106796116,0.0702800676226615,0.1327646523714065,0.69,0.06700259,0.0606796116504854,13.964745479365446,-298.0,1.0,FKBP8_HUMAN,0.24,Low,412.0
