Protein,Degree,Betweenness,pLLPS,Is_High_pLLPS
CYC1,125,0.0008416914457951672,0.4,False
UQCRB,90,0.00023282854719774247,0.14,False
INPP5J,23,8.127534553743038e-05,1.0,True
INPP5A,28,0.00011344469928200828,0.13,False
ITPK1,15,6.30684421007476e-05,0.16,False
IPMK,16,1.0029321730871269e-05,0.35,False
INPP5K,33,0.0002383114178249766,0.2,False
PLCE1,77,0.00087043501052128,0.96,True
PLCH2,28,0.00020676242921887478,0.98,True
PLCH1,27,0.0001338118272689243,0.78,True
PLCB3,135,0.0017425171613627696,0.81,True
PLCD4,52,0.0002992796482444014,0.25,False
PLCD3,50,8.39748632584678e-05,0.36,False
PLCG2,129,0.0021119130725509106,0.17,False
PLCB1,151,0.0025296733639685563,0.79,True
INPP4A,40,0.00023070967045902692,0.2,False
INPP5D,55,0.00041876927911515047,0.94,True
INPP4B,43,0.00028779365944396683,0.39,False
OCRL,66,0.0006915542843446271,0.31,False
TMEM132C,7,8.396283348385237e-06,0.63,False
PLA2G3,61,0.0002468044878274658,0.68,False
LRRC38,13,3.298555370674006e-05,0.13,False
CNTN3,34,0.00035533945195446586,0.27,False
SCFD1,68,0.0004302469305491987,0.41,False
CTAGE6,4,1.2022131846005979e-05,0.9,True
GORASP1,57,0.0003002795700933121,0.99,True
RINT1,38,0.00017478240386489352,0.16,False
STX18,76,0.00043067260878774005,0.54,False
SORT1,56,0.0005638557925492255,0.39,False
ZW10,36,0.0002592705928659182,0.14,False
CNNM2,33,0.00032767575938434,0.66,False
MRAS,31,7.314291100397255e-05,0.25,False
BROX,27,0.00011830456610881003,0.28,False
ADTRP,10,4.629684434888545e-05,0.11,False
SPCS2,41,0.0003789814587093803,0.42,False
MKLN1,19,0.00016553219813626523,0.34,False
SLC22A5,51,0.0005766381419201157,0.21,False
XRN1,9,0.0001737672462904668,0.7,True
SERPINA5,16,7.860972958465707e-05,0.14,False
MTSS2,9,2.597334077313523e-05,1.0,True
VAC14,44,0.00040869754982307186,0.42,False
UNC80,22,0.0005321483198091544,1.0,True
KCNG1,19,0.00012420307294869304,0.5,False
PTPRM,16,0.00011687636323959098,0.35,False
ARHGAP4,18,9.424119653627712e-05,0.89,True
COG4,58,0.0005383095697824512,0.15,False
SPATA31D1,4,1.3764758593682216e-05,1.0,True
TMEM202,6,2.4833980335526625e-05,0.2,False
GRM7,63,0.00027525133978352603,0.25,False
GRM2,74,0.0008427045847780824,0.35,False
SDK1,4,1.3541907827721385e-05,0.94,True
SDC3,55,0.0004958928438176562,1.0,True
FGF2,89,0.0010742580866118674,0.99,True
SDC2,55,0.00037546300068060366,0.99,True
SDC4,69,0.0006852854488971149,1.0,True
LAPTM5,44,0.00025272074026897633,0.22,False
GPC2,39,3.7802275899601086e-05,0.91,True
CSPG4,57,0.0010570892613169275,0.66,False
GPC5,51,0.0002186966525382132,0.28,False
CSPG5,45,0.0004050611639766744,0.99,True
EXT1,55,0.00018578483079742793,0.18,False
GPC6,42,0.00011973913803747846,0.55,False
NDST1,41,0.00015275873191137793,0.17,False
BCAN,45,0.0003923095020703216,0.64,False
SULF2,34,0.0002723817942776007,0.36,False
HS2ST1,57,0.0001642303219991336,0.15,False
SULF1,32,0.00029624197419637395,0.47,False
NDST3,34,4.5289815090489115e-05,0.15,False
NDST2,40,0.00010835206716190455,0.24,False
HS6ST1,52,0.0003123129941696618,0.19,False
EXT2,55,0.0003283638568644554,0.13,False
HS6ST2,30,9.418363196774581e-06,0.61,False
PALM3,8,2.059264188500335e-05,1.0,True
SIGIRR,22,7.970256348305277e-05,0.28,False
CD69,78,0.0005919458122214953,0.25,False
COBL,17,6.664544918526865e-05,1.0,True
FPGS,14,7.01151733795054e-05,0.43,False
OR2W3,18,4.009778842956892e-05,0.12,False
SLC6A2,47,0.00030762236648107326,0.14,False
ROBO2,33,0.0004918043934032355,0.97,True
SVIL,24,0.00010921304676200512,1.0,True
NEB,17,4.796663759389027e-05,0.92,True
TRIP6,24,0.00029920508650730434,0.97,True
LIMA1,38,0.00024265311054033994,1.0,True
FSCN1,34,0.00025664281806858804,0.18,False
SPHK1,56,0.0006455725890805128,0.2,False
SPAST,49,0.0006504391067059356,0.83,True
TMOD3,25,0.00011442173677462562,0.19,False
MYO1G,20,0.000662502632211048,0.19,False
SCIN,43,0.0004904078336569759,0.2,False
CLDN5,61,0.0004966577251000745,0.11,False
F11R,68,0.0005010801549397271,0.18,False
MARVELD2,43,0.00018833500898716288,0.85,True
CLDN4,51,0.00019913536905627816,0.14,False
JAM3,50,0.0004250405801932992,0.14,False
CDH5,97,0.002226663085286388,0.49,False
KIRREL1,43,0.00030778702162134763,0.3,False
NPHS1,52,0.0008919908757048849,0.79,True
CLDN3,44,0.00010046773146374899,0.13,False
CLDN8,38,4.595021568932311e-05,0.1,False
JAM2,36,0.0004725011749044576,0.35,False
TJP3,51,0.0001260738107520403,0.97,True
NPHS2,42,0.00036655705113939865,0.4,False
GJD2,36,0.00031592901635946457,0.43,False
CLDN11,50,0.000508686282909709,0.11,False
IGSF5,23,0.00012028556401107201,0.42,False
RAPGEF2,34,0.00016032813213567325,0.99,True
BVES,14,0.0002572523848033052,0.23,False
CLDN16,49,0.000332102874129146,0.11,False
CLDN19,51,0.0004615787007707513,0.19,False
CDH17,109,0.0024075341320453835,0.34,False
LLGL1,34,0.00023369130480747265,0.57,False
PHLPP1,28,0.0002563220090060455,1.0,True
DLG5,35,0.0003678620641349349,0.99,True
MPP5,48,0.00029678243580505995,0.43,False
MCC,6,3.9823588631329166e-05,0.97,True
PTK7,46,0.00024119304362688824,0.53,False
CRTAM,30,5.76074791838276e-05,0.68,False
CRB3,38,0.00018471688793709752,0.99,True
STX4,85,0.0005475758314381386,0.35,False
NUMB,51,0.000537241821485214,0.98,True
CACNA1E,50,0.00016913426193934132,0.97,True
GABBR1,96,0.001001905679856767,0.32,False
NRG2,37,9.68204700087474e-05,1.0,True
NRG4,37,0.00012423605870903867,0.18,False
NRG3,39,0.00024439834718850017,1.0,True
BTC,45,0.00017783517086687636,0.3,False
EREG,60,0.00030340252355029235,0.14,False
AREG,56,0.0005368811515804032,0.99,True
HBEGF,59,0.0004245421508425801,0.67,False
PTK6,30,7.197686724699968e-05,0.16,False
EPGN,43,0.00021402334026724993,0.11,False
GABRA1,65,0.00032352062562720775,0.2,False
GRB7,35,0.00019539886663970987,0.39,False
GABRG2,60,0.000327504495432643,0.16,False
GABRB2,56,0.0005469788299554028,0.12,False
MATK,42,0.0002766182750055634,0.31,False
GRIN2C,62,0.0002098099334513771,0.82,True
GABRB1,48,0.0003255602407491367,0.16,False
MEMO1,19,8.392189042708454e-05,0.16,False
TGFA,65,0.0006279227305489825,0.13,False
GABRQ,41,0.0002421734789487316,0.35,False
MAGEE1,4,1.869165303656404e-06,1.0,True
SNTA1,50,0.00043298668438056356,0.76,True
CEACAM1,48,0.0002423515093490227,0.49,False
LYN,103,0.001019635853470099,0.18,False
SYK,128,0.0012875791462218357,0.41,False
HCK,82,0.0006782863384256073,0.25,False
MST1R,29,0.0001771383134063574,0.31,False
SNX4,51,0.0003890663682256151,0.28,False
PLXNB1,48,0.0002112496316092221,0.92,True
PLXNB2,41,0.00018003011623574157,0.32,False
SLC1A6,44,0.0002485497022786957,0.31,False
SEMA4D,44,0.00013676588665002227,0.4,False
PLXNB3,44,0.00030107614761589103,0.4,False
RGS8,51,0.0002374959470247193,0.15,False
RGS20,48,0.00031527493698706865,0.92,True
RGS17,46,0.00011994394338969462,0.26,False
RGS5,48,0.00021347743066222298,0.13,False
RND1,53,0.00038330202397399675,0.17,False
RGS16,46,0.00011065063453503242,0.21,False
RGS6,44,0.0001270385985214019,0.15,False
LPAR2,49,0.00037743748814964294,0.12,False
ROCK2,43,0.0001249864215651616,0.86,True
LPAR1,58,0.000748892095434826,0.35,False
ARHGAP35,42,8.033095278259723e-05,0.6,False
ARHGEF25,82,0.0010229783369102342,0.92,True
RUSC1,20,0.00013127766357730631,1.0,True
FDFT1,48,0.00035310429299327415,0.11,False
LSS,44,0.0001224320139287539,0.17,False
COQ2,52,0.0009248908052035552,0.13,False
SERINC1,13,8.624247540843994e-05,0.17,False
UBIAD1,27,0.0005480216833669719,0.21,False
NDUFAF6,56,0.0004803984158690581,0.2,False
DHDDS,29,0.00022340515101693873,0.15,False
ATG9A,49,0.0002592082027756887,0.42,False
SERINC3,16,7.853310282970002e-05,0.28,False
RUFY1,13,4.6778165066390215e-05,0.81,True
NUS1,32,0.0005696667166906037,0.14,False
HMGCR,71,0.0007926001498573655,0.2,False
SQLE,59,0.0004697894892960637,0.16,False
PARK7,49,0.0007994673304923709,0.17,False
KREMEN2,17,5.596115363252521e-05,0.99,True
TEPSIN,17,0.00011854819564859082,1.0,True
CYP51A1,42,9.200106414359826e-05,0.19,False
DHCR7,46,0.00017365183032956003,0.14,False
IGF2BP1,13,0.0001357280117240681,0.57,False
IGF2BP3,16,0.00015031431521933745,0.5,False
LRPPRC,21,0.00012442755409759531,0.16,False
GNAS,186,0.003194369531769588,0.22,False
GNB1,628,0.018652391827021754,0.11,False
PTH1R,38,0.00042382549889243763,0.45,False
TSHR,39,0.0006433437510041063,0.16,False
ADORA2A,49,0.0007607576822985089,0.36,False
AVPR2,47,0.00045578663137695925,0.74,True
GHRHR,30,0.0001239814702585264,0.15,False
HTR7,48,0.0004520388219082763,0.2,False
GLP1R,46,0.00042777506249007364,0.22,False
GCGR,45,0.00014217977832034354,0.15,False
VIPR2,35,0.00020721073590823468,0.16,False
GIPR,43,0.00017314265362015048,0.21,False
CALCRL,24,0.00011961220642513688,0.11,False
SCTR,40,0.00031655539861032405,0.25,False
GNB4,137,0.0006814836912516594,0.12,False
OXTR,43,0.0003702810899487119,0.28,False
HTR6,14,1.8737846164049483e-05,0.51,False
PTGIR,45,0.0003766939675468582,0.36,False
RAMP2,28,0.0002356089414252053,0.35,False
CALCR,31,0.00032566340846759765,0.14,False
PTGER2,43,0.0002560721054416886,0.28,False
PTGER4,53,0.0005847844445325877,0.88,True
ADCY9,40,8.554506082402679e-05,0.66,False
GPR119,41,0.00030303541911824467,0.19,False
RAMP1,27,0.00016349081942129443,0.11,False
GNG4,116,0.0005758067891789551,0.27,False
RAMP3,33,0.00018230079576047996,0.12,False
ADRB1,43,0.00036592001685794163,0.75,True
GNG5,106,0.0005141641210511114,0.67,False
ADCY2,44,0.0001686024145374865,0.16,False
GNAL,460,0.006380749389547998,0.22,False
VIPR1,39,0.0002459700453649039,0.14,False
HTR2C,50,0.00045213575722645043,0.2,False
GNG13,510,0.006791209646499645,0.17,False
GNGT1,115,0.0005581322749873765,0.3,False
ADCY6,43,0.00015500557849295655,0.41,False
GNG3,115,0.0003567844675907889,0.31,False
ADCYAP1R1,37,0.00010909949086915983,0.19,False
GNG10,103,0.00022417692451721878,0.33,False
GNG7,492,0.006510484914027301,0.17,False
GALNT17,23,7.497563024137445e-05,0.15,False
ATP6V0A2,40,0.0002622698277686772,0.18,False
CLSTN1,18,8.957313381639609e-05,0.27,False
ECSCR,15,0.00010257853012683446,1.0,True
VSTM2L,8,6.778117171599427e-05,0.69,False
CAPN8,8,3.802624719243262e-05,0.3,False
PARD3,71,0.0005447805810246498,1.0,True
PRKCI,29,0.0001015509366346305,0.43,False
PARD6B,38,5.531687522957099e-05,0.4,False
PARD6G,28,2.8849162114557233e-05,0.88,True
PATJ,50,0.00019966354891589572,0.99,True
NECTIN2,53,0.00021276804478092775,0.71,True
NECTIN4,20,2.9452438286831445e-05,0.84,True
AMOT,37,0.00021310049899399218,1.0,True
CLDN15,36,6.756463732718821e-05,0.15,False
CLDN6,37,4.4209150019310074e-05,0.14,False
MAGED2,14,0.00012752031895385662,1.0,True
MAGED1,13,4.887311639906268e-05,0.98,True
C1QBP,26,0.0003493995236987663,0.31,False
SMIM4,7,2.656810312726797e-05,0.13,False
CLCNKA,24,7.849862398266496e-05,0.2,False
TNFRSF13B,41,0.00013402427308283426,0.96,True
UBR4,9,6.0982408674570916e-05,1.0,True
STAT2,30,0.00014802762794271783,0.34,False
EMC1,47,0.0004827048903046626,0.21,False
SEPTIN2,27,0.00036915121770011365,0.19,False
UBR3,6,1.0353158607443735e-05,0.92,True
UBE2B,6,1.0094020906768321e-05,0.29,False
PTPN14,28,0.0001280375571935389,0.89,True
TRIM23,20,0.0001185228372758058,0.17,False
FBN1,28,0.00018943451562271335,0.64,False
SHISA7,46,0.00012181241087653788,1.0,True
CNIH2,58,0.0003096168782712858,0.1,False
GRIA4,75,0.00052521529494485,0.38,False
SHISA6,43,4.900109143424737e-05,0.95,True
GRIA3,67,0.00038083859206697036,0.56,False
GRIN3A,53,0.00017363470654602607,0.31,False
SHISA9,46,0.0002580251590352157,0.99,True
VWC2,44,0.00023536367791245901,0.63,False
SHISA8,38,0.0001364502595542128,0.99,True
GRIK4,68,0.0002534481731017621,0.25,False
CACNG5,44,3.621803520707329e-05,0.13,False
GRIK3,66,0.0001547953541062478,0.19,False
GRIK2,75,0.0004839978909247393,0.27,False
OLFM2,40,6.461557653476343e-05,0.13,False
GRIN3B,44,0.00029311142880271527,0.76,True
GRIN2D,60,0.00039008993951771676,0.99,True
PTK2B,87,0.0013388517030043276,0.28,False
HTR3B,53,0.00012334118435933792,0.16,False
HTR3C,48,0.00019009850941443352,0.28,False
HTR3E,47,0.00013976686539594714,0.21,False
HTR3D,46,7.26116861712681e-05,0.28,False
HTR3A,54,0.0001751511409949729,0.19,False
GSG1L,23,0.0001486394702698481,0.28,False
ABHD6,43,0.0005501469927478155,0.13,False
LHFPL4,16,0.00017022708640734887,0.12,False
CLPTM1,11,5.8220563921072614e-05,0.62,False
GRIK5,54,0.00023556674766686263,0.54,False
HECTD4,5,2.3621986516635613e-05,1.0,True
TMEM116,28,0.0004668464381948761,0.23,False
EVC,19,0.0002587633492938206,0.82,True
SLC17A3,30,0.00012105243958073258,0.22,False
PARM1,2,5.882664938522048e-07,1.0,True
SUSD1,10,0.00013790284935738626,0.24,False
IL6ST,24,0.0002481884710358272,0.44,False
SDCBP,62,0.0009340347380597257,0.13,False
HPSE,34,0.00034410422208247147,0.21,False
XYLT1,58,0.0004944343715937704,0.44,False
SDCBP2,35,0.0002779910903837605,0.27,False
HMGB1,50,0.00024493773527785957,0.89,True
COMP,34,0.00013097252323565547,0.47,False
TNR,29,4.6123956142466856e-05,0.29,False
PDCD6IP,54,0.0006829941434115947,0.25,False
NCAM1,113,0.0016342814468467766,0.39,False
ADGRG4,8,3.801226700301871e-05,1.0,True
IGHV3-16,93,0.0018764822349096738,0.12,False
OR4X2,16,0.00044625331072001566,0.1,False
IL9R,13,0.00011612175864345198,0.37,False
ANOS1,28,0.00034228305886215937,0.54,False
ITGA2B,89,0.0010590639976639166,0.2,False
P3H1,22,0.00011479664894246617,0.56,False
PALLD,27,0.00014787606173658217,0.98,True
LRIG3,28,0.00045009151577870995,0.73,True
MYO5C,22,0.00016433392290746607,0.22,False
KDELR2,49,0.00028351025690617467,0.12,False
DBN1,32,0.0002519813731926525,0.99,True
CDH4,44,0.00021659014958040087,0.51,False
DSC2,32,0.00023640672007900105,0.32,False
TWF1,24,5.301176485608793e-05,0.16,False
SLC34A2,28,0.00016900927512441486,0.21,False
PACSIN1,36,0.0002303131052140314,0.62,False
GRB10,44,0.0005553876655874382,0.44,False
COPG2,50,0.00031336861044994245,0.18,False
CLEC16A,24,0.00025694031785594685,0.91,True
CHRND,33,0.00015960566330476588,0.31,False
ALPI,60,0.00047221129793102056,0.21,False
COL13A1,25,8.975891129537091e-05,1.0,True
SOX10,39,0.00026442207708611884,1.0,True
PRX,27,0.0001420524812286466,0.99,True
EDNRB,38,0.00030523305219570227,0.17,False
MAG,57,0.001008925968079177,0.22,False
PLP1,50,0.0008743744838483036,0.16,False
DCT,32,0.0002576807347980688,0.17,False
GFRA1,23,5.1220093716244584e-05,0.25,False
MYRF,22,0.0001541755044903772,0.99,True
RET,41,0.0006531895741246966,0.46,False
GJB1,50,0.0008438576827430167,0.22,False
TYRP1,41,0.0004140473010828122,0.66,False
MPZL1,17,9.872299962979556e-05,0.5,False
CNP,31,0.0004024231017812746,0.17,False
PMP22,25,0.00034269418594890915,0.12,False
NGFR,59,0.0005613647011794556,0.74,True
STIMATE,12,1.075073780839559e-05,0.39,False
PRRT2,52,0.0012549620672240684,1.0,True
SCLT1,20,0.0001367950652994337,0.25,False
SARAF,27,0.0001953680092657484,0.83,True
ESYT2,29,0.00028155113434338863,0.72,True
PKHD1L1,8,1.617968449248203e-05,0.76,True
BLNK,41,0.00011620077126075794,1.0,True
ARAP1,28,0.0002008741577401973,0.64,False
ARAP3,16,1.957853654149354e-05,0.95,True
SH3BP1,7,4.075389033745322e-06,0.98,True
SH3BP2,25,0.00016827180629866366,1.0,True
BTK,122,0.0016863071640569349,0.38,False
ASAP2,17,8.835069406688692e-05,0.83,True
MVB12A,36,0.0001448677513300099,0.72,True
SPRY2,29,0.0001447114693971008,0.98,True
COL25A1,27,0.0002026778397074209,1.0,True
COL28A1,18,1.2551665798714178e-05,1.0,True
GAREM2,15,2.177284727233149e-05,1.0,True
GDI1,77,0.0007059378141603747,0.15,False
GDI2,68,0.00037254933440085034,0.15,False
VPS16,58,0.00018612508141960246,0.14,False
RAB3IP,81,0.0011257676932046083,0.36,False
THEMIS2,29,0.00019996905939735402,0.4,False
EXOC1,52,0.0003360504147435757,0.39,False
EXOC2,56,0.0006024472148693646,0.21,False
EXOC5,51,0.0002817358508901502,0.22,False
PSD,13,4.043694290658377e-05,1.0,True
PISD,48,0.00023686666921240548,0.19,False
ACAP1,26,0.00021474785993386494,0.79,True
CHST15,40,0.0005607310999865839,0.36,False
KCNJ5,68,0.0004378271406466518,0.21,False
GRASP,26,0.0001600758393740719,0.81,True
TESPA1,12,0.00016018014450491118,0.85,True
APPBP2,10,9.938318819070937e-05,0.1,False
VPS33B,49,0.00031611786427055316,0.13,False
CAMK2D,31,0.0001202556698168301,0.29,False
DDN,14,1.75110167848951e-05,1.0,True
CTXN3,10,0.0002314719372905778,0.34,False
KCNJ4,55,0.00030284152720576037,0.45,False
FAT2,20,0.00018570090960522075,0.45,False
KIRREL3,28,0.00014671064744585684,0.43,False
UNC79,39,0.0004553295476335336,0.95,True
FAM155A,8,1.9343136133841983e-05,0.93,True
TACR1,40,0.0003948389771643175,0.22,False
TIMMDC1,61,0.0003454495095262822,0.14,False
CEACAM4,22,0.00026951733931068436,0.52,False
FAM155B,4,5.494915513637087e-06,0.88,True
BEST3,16,7.809531605195859e-05,0.9,True
PPP3CA,27,0.0002863201888786696,0.21,False
TMEM63B,10,0.0001419229854548073,0.2,False
MCTP2,17,0.00015310514195728025,0.66,False
TP53I11,5,1.8747405999530597e-05,0.1,False
GDAP1,47,0.0005033601784634969,0.26,False
CLVS2,19,0.00012048389345637051,0.24,False
RETREG2,14,0.00011876859334138256,1.0,True
RPL29,52,0.00042432001567391453,0.8,True
TEX264,25,0.0001611624362621869,0.57,False
CNPPD1,6,2.1712827632628546e-05,0.17,False
SEC62,46,0.0005260973744662393,0.99,True
ZDHHC11,13,2.9179381212744527e-05,0.36,False
CCPG1,27,5.476606412604821e-05,0.98,True
NPSR1,31,0.0003418082060071442,0.15,False
CD74,56,0.0011637736331636954,0.88,True
VCAM1,70,0.000440734863401728,0.21,False
SLC7A11,40,0.00045603389393330585,0.11,False
LGALS9,58,0.0004991805780296585,0.32,False
TLR4,152,0.002584468088275422,0.11,False
CXCR2,42,0.00032258671117441876,0.3,False
NF2,34,0.0003489255097092766,0.81,True
EPCAM,62,0.0005936245343518589,0.27,False
LY96,38,0.00017834515707627376,0.1,False
CXCL12,56,0.0002627769186429411,0.1,False
MAVS,45,0.0005281798477890187,1.0,True
NLRX1,23,0.00016875388395261293,0.27,False
DDX58,63,0.0005566433633380367,0.43,False
STING1,20,0.00015646286714039007,0.49,False
NOD2,55,0.0005381394074629299,0.38,False
MFN1,74,0.0006738833753319744,0.15,False
TOMM70,65,0.0005059149751268948,0.47,False
MFN2,87,0.0011394947217831415,0.17,False
RIPK1,46,0.0002715955876966657,0.6,False
DDX3X,16,0.0001249488449801851,0.83,True
MAP3K7,43,0.00036517950689424986,0.97,True
TAB2,25,6.571159552507668e-05,0.99,True
TLR3,42,0.00027105157565902903,0.11,False
TRIM14,15,6.41758301402093e-05,0.25,False
NLRP6,20,3.469537091571461e-05,0.76,True
MRVI1,16,0.0001569527102139563,1.0,True
PRKG1,56,0.00041620951903289724,0.17,False
PRKG2,50,0.0002701567493846866,0.19,False
PEAR1,18,7.936872868925007e-05,0.63,False
LRRC3B,9,6.602478873123014e-05,0.12,False
PTPRD,52,0.0008272967454618027,0.47,False
HCN4,47,0.00026478425766151843,1.0,True
GASK1B,4,8.458173666207328e-06,0.6,False
ASIC2,45,0.00029663288015274335,0.16,False
FSHR,27,0.0002409728648850229,0.12,False
LYVE1,49,0.00029782087442064214,0.56,False
AJM1,12,6.753036731696536e-05,1.0,True
TMEM47,12,0.00016518411510969095,0.14,False
CLCN1,27,0.00018931178382959718,0.76,True
STOML1,22,0.00023393768467973826,0.75,True
SYS1,42,0.0003861419124048684,0.11,False
IGDCC3,13,7.191685311384185e-05,0.86,True
GCNT7,16,0.00014862521619561384,0.2,False
ST3GAL4,49,0.0004291686854859823,0.2,False
B4GALT5,46,0.00026992716953111895,0.17,False
PRRT4,2,0.0002639567110993797,1.0,True
ARMH4,1,0.0,0.97,True
SMIM1,3,0.0005278437398568641,0.38,False
ROBO1,31,0.0002674638520265485,1.0,True
NRP1,53,0.0004127224379824966,0.41,False
ROBO3,5,6.085023336886408e-07,1.0,True
DCC,33,0.00032215741153357485,0.98,True
FLRT3,33,0.00026446158133666616,0.34,False
KIAA0319,34,0.00032949454251430285,0.7,True
FLRT1,22,0.00018031503815916616,0.17,False
RAB3B,32,0.00019995322465573138,0.19,False
RAB3D,32,5.491579101707357e-05,0.27,False
TSPO,43,0.0010182764291594042,0.13,False
VAMP1,61,0.00023064794865160622,0.19,False
CPLX4,53,0.00017086747565411123,0.96,True
VTI1B,78,0.00039520631901014593,0.49,False
VAMP7,113,0.0008974892615664661,0.1,False
PIK3C2A,65,0.0003011719789564771,0.79,True
TGOLN2,89,0.0010165240458687478,1.0,True
STAMBP,23,0.00014928568588818135,0.42,False
SCYL2,7,1.0556946777417357e-05,0.76,True
SNX9,59,0.0005677025099035212,0.46,False
SNX2,62,0.00046853921617041563,0.32,False
STX16,86,0.0005493522236940001,0.28,False
RALBP1,36,0.0001845538372570791,0.96,True
LRRC37A2,8,3.526706159661489e-05,1.0,True
ATP6AP1L,25,3.785212349082877e-05,0.14,False
MARCHF10,4,1.3569618784494015e-06,1.0,True
MARCKS,31,0.0002972046940701494,1.0,True
MARCKSL1,15,5.889519748623913e-05,1.0,True
DGKZ,42,0.0007743807448855369,0.99,True
PRKCSH,39,0.00048711765957459835,0.94,True
GAP43,39,0.0003973042945300297,1.0,True
PRKCB,85,0.0008847992006020704,0.33,False
LMNB1,42,0.00045242447538582916,0.77,True
ANXA2,60,0.0009565506636551736,0.14,False
RHOU,40,0.00040946238809323645,0.35,False
DNAJC18,21,0.00035727073216455384,0.26,False
TIE1,31,0.00011171733486576118,0.22,False
ADGRL4,14,3.471878089532e-05,0.12,False
ESAM,55,0.00028663643309973104,0.47,False
SMIM33,4,3.1044663477549385e-06,0.95,True
MAP7,5,4.258066112445203e-06,1.0,True
KIF1A,31,0.00022943249128347452,0.9,True
LTBR,32,8.661572028600433e-05,0.76,True
FKBP1A,62,0.0007328556187385044,0.17,False
SMURF1,42,0.0003551527425688575,0.48,False
PITPNM1,37,0.0005133674397331848,0.98,True
SPATA31A7,3,2.006778713195517e-05,1.0,True
SLC36A3,17,0.0006152261420143591,0.19,False
MT-CO3,82,0.00044186504690562977,0.19,False
TERB1,14,0.00021455701858963492,0.23,False
CD209,61,0.000395077346334534,0.19,False
FGFR3,50,0.00039443734441734933,0.41,False
FAM205A,9,0.00011181119264408409,0.98,True
CCDC136,18,0.00030329821831676643,0.99,True
SUN5,22,0.0001841949349513766,0.18,False
SPACA1,29,0.0008679550195720899,0.61,False
ANO8,12,3.8155579289641195e-05,1.0,True
ANO1,44,0.0007426427421522398,0.37,False
ANO5,26,0.00012832020785995594,0.18,False
OSBPL5,41,0.00038834829094794694,0.96,True
TM9SF4,19,0.00012660729862431602,0.17,False
OSBPL8,35,0.0005171724690877503,0.84,True
CELSR3,21,0.0001289929764593405,1.0,True
ESYT1,50,0.0006920977399817287,0.6,False
ATP8B1,41,0.0005064743169171015,0.23,False
GRAMD2A,10,2.1944756045265803e-05,0.43,False
ICMT,25,0.00019391225108347703,0.14,False
PCDH20-2,6,4.475103441358405e-05,0.4,False
SLC26A6,40,0.00030992902713522264,0.27,False
PTPRU,33,0.00031283459251802597,0.43,False
EFNB3,49,0.00020868806344630664,0.96,True
PLXNA3,46,0.00017312957908421925,0.26,False
ATF4,33,0.0003988633220883677,0.99,True
MT-CO1,85,0.0006075422263565542,0.13,False
UQCRFS1,119,0.00059284792480365,0.31,False
MT-CO2,85,0.0005463538929285975,0.17,False
MT-ND1,87,0.0003861059520946106,0.13,False
NDUFS8,122,0.0006858051099830715,0.25,False
EIF2AK3,35,0.00034369506909315034,0.92,True
MT-ND3,78,0.00017803146083348337,0.14,False
NDUFS3,119,0.00041735469658870874,0.16,False
NDUFS2,114,0.0005910223430045143,0.13,False
UQCR10,103,0.0004955913252293623,0.09,False
UQCRQ,105,0.0003532954474321323,0.16,False
NDUFS1,107,0.0005169075879012184,0.13,False
NDUFV1,107,0.000558195709825857,0.17,False
NDUFV2,121,0.0005648961966997971,0.25,False
UQCRC2,94,0.0004903413044914574,0.21,False
MT-ND5,85,0.0003959130974046753,0.24,False
MT-ND2,80,0.00023161916655242863,0.12,False
CYCS,113,0.0025683763322284403,0.13,False
ATF6,39,0.0003137693302668561,0.89,True
MT-ATP6,67,0.0005569480401933357,0.15,False
SDHB,62,0.0004166783238400641,0.15,False
COX5A,103,0.0003378582027225468,0.19,False
ERO1A,28,0.00023447181327888438,0.22,False
MISP,5,2.061046219326059e-05,1.0,True
SAPCD2,3,6.4522301676419625e-06,0.99,True
TSPAN1,24,0.00039778935540984723,0.12,False
PAG1,46,0.0002971985389062185,1.0,True
CSK,59,0.0006660657827603806,0.13,False
FCER1A,48,0.0002987438370080417,0.15,False
CD247,102,0.0003556737833844595,0.57,False
CD3G,55,0.00013791676039939143,0.16,False
ZAP70,75,0.0004341631977392456,0.35,False
CD3D,73,0.0004946031140406517,0.11,False
HLA-DPB1,45,6.216531928789616e-05,0.19,False
HLA-DRA,62,0.00029595773203590586,0.21,False
CD3E,78,0.0002877752691972026,0.64,False
HLA-DPA1,56,0.000409077895315734,0.15,False
HLA-DQB2,46,0.0001598568590497218,0.18,False
HLA-DRB1,70,0.0005660300258312826,0.18,False
HLA-DRB5,47,0.00017970085538328417,0.12,False
HLA-DQA2,47,9.470184331545597e-05,0.15,False
THY1,68,0.0007415761408486929,0.16,False
PRKCQ,36,0.00018609702737422962,0.15,False
PSD4,5,3.123798332063428e-06,1.0,True
AP3M1,43,0.00016260267021085892,0.16,False
MYO10,30,0.00024341631225969202,0.71,True
CNGB1,45,0.0002409689570724261,1.0,True
CNGA4,46,0.0003798574818461764,0.16,False
CNGA1,32,5.197522889700867e-05,0.3,False
CNGA2,60,0.0007474530966824082,0.23,False
PDE6A,56,0.00034952072458556356,0.19,False
RHO,114,0.0029904774353676942,0.17,False
GUCA1B,40,0.00012189194893014176,0.11,False
ROM1,34,0.00018185726949386736,0.16,False
CNGA3,44,0.00021826223491996946,0.25,False
PRCD,28,8.423349188042237e-05,0.99,True
TULP1,33,8.978842338963543e-05,0.99,True
