UniProt_ID,approach,region,seg_idx,length,score_mean,score_sum,n_scored_residues
Q8WXG9,concatenated,Transmembrane,,147,0.0,0.0,123
P11362,concatenated,Transmembrane,,21,,,0
Q8NC56,concatenated,Transmembrane,,42,0.0,0.0,18
P40967,concatenated,Transmembrane,,21,,,0
P07766,concatenated,Transmembrane,,26,0.0,0.0,2
P20963,concatenated,Transmembrane,,21,,,0
P04626,concatenated,Transmembrane,,23,,,0
O75460,concatenated,Transmembrane,,21,,,0
P35968,concatenated,Transmembrane,,21,,,0
Q12879,concatenated,Transmembrane,,62,0.0,0.0,38
Q86WV6,concatenated,Transmembrane,,75,0.0,0.0,51
P07949,concatenated,Transmembrane,,22,,,0
P08908,concatenated,Transmembrane,,165,0.0,0.0,141
Q7Z3C6,concatenated,Transmembrane,,93,0.0,0.0,69
O75581,concatenated,Transmembrane,,23,,,0
P63027,concatenated,Transmembrane,,20,,,0
O60733,concatenated,Transmembrane,,42,0.0,0.0,18
Q04671,concatenated,Transmembrane,,205,0.0,0.0,181
Q14BN4,concatenated,Transmembrane,,21,,,0
P15529,concatenated,Transmembrane,,23,,,0
Q8TEM1,concatenated,Transmembrane,,21,,,0
Q9UJA2,concatenated,Transmembrane,,107,0.0,0.0,83
P00533,concatenated,Transmembrane,,23,,,0
P21802,concatenated,Transmembrane,,21,,,0
P08247,concatenated,Transmembrane,,96,0.0,0.0,72
Q14739,concatenated,Transmembrane,,168,0.0,0.0,144
P29317,concatenated,Transmembrane,,21,,,0
P17948,concatenated,Transmembrane,,22,,,0
P05556,concatenated,Transmembrane,,23,,,0
P10747,concatenated,Transmembrane,,27,0.0,0.0,3
P61073,concatenated,Transmembrane,,148,0.0,0.0,124
Q15303,concatenated,Transmembrane,,24,,,0
O00254,concatenated,Transmembrane,,162,0.0,0.0,138
Q9H3U5,concatenated,Transmembrane,,253,0.0,0.0,229
Q9Y624,concatenated,Transmembrane,,21,,,0
P31645,concatenated,Transmembrane,,258,0.0,0.0,234
P49146,concatenated,Transmembrane,,182,0.0,0.0,158
P15954,concatenated,Transmembrane,,27,0.0,0.0,3
P13569,concatenated,Transmembrane,,253,0.0,0.0,229
Q9BRQ8,concatenated,Transmembrane,,21,,,0
Q13021,concatenated,Transmembrane,,84,0.0,0.0,60
P15941,concatenated,Extracellular/Lumenal,,1135,0.8590377663645863,954.3909584310555,1111
Q7Z434,concatenated,Extracellular/Lumenal,,6,,,0
O43561,concatenated,Extracellular/Lumenal,,4,,,0
P31431,concatenated,Extracellular/Lumenal,,127,0.017275100298853954,1.7793353307819566,103
O75445,concatenated,Extracellular/Lumenal,,5011,0.08597881600019923,428.77635539299354,4987
Q9UM73,concatenated,Extracellular/Lumenal,,1020,0.3851411535454818,383.6005889312999,996
Q9H461,concatenated,Extracellular/Lumenal,,365,0.5294944871730246,180.55762012600138,341
O14763,concatenated,Extracellular/Lumenal,,155,0.1177266602937391,15.422192498479824,131
P46531,concatenated,Extracellular/Lumenal,,1717,0.23457112908953953,397.12892154859037,1693
Q8N114,concatenated,Extracellular/Lumenal,,77,0.019652272699777366,1.0415704530882004,53
Q07065,concatenated,Extracellular/Lumenal,,475,0.008658050919806173,3.9047809648325837,451
P08172,concatenated,Extracellular/Lumenal,,54,0.08283433266534919,2.485029979960476,30
Q08345,concatenated,Extracellular/Lumenal,,397,0.17082495091386943,63.7177066908733,373
O60500,concatenated,Extracellular/Lumenal,,1032,0.05037268171577044,50.77566316949661,1008
P05067,concatenated,Extracellular/Lumenal,,684,0.05230112495735596,34.518742471854935,660
Q8WXG9,concatenated,Extracellular/Lumenal,,5934,0.03574644821983019,211.26150897919644,5910
P11362,concatenated,Extracellular/Lumenal,,355,0.059622801129872845,19.735147173987915,331
P40967,concatenated,Extracellular/Lumenal,,126,0.017445937689253184,1.7794856443038247,102
P07766,concatenated,Extracellular/Lumenal,,104,0.0,0.0,80
P20963,concatenated,Extracellular/Lumenal,,9,,,0
P04626,concatenated,Extracellular/Lumenal,,630,0.05528418100309007,33.50221368787258,606
O75460,concatenated,Extracellular/Lumenal,,425,0.04663613071904297,18.70108841833623,401
P35968,concatenated,Extracellular/Lumenal,,745,0.018834994225885783,13.58003083686365,721
Q12879,concatenated,Extracellular/Lumenal,,702,0.03449684078789321,23.388858054191594,678
Q86WV6,concatenated,Extracellular/Lumenal,,20,,,0
P07949,concatenated,Extracellular/Lumenal,,607,0.12500040808906454,72.87523791592463,583
P08908,concatenated,Extracellular/Lumenal,,74,0.6187338193983308,30.93669096991654,50
P01857,concatenated,Extracellular/Lumenal,,330,0.0645055082557227,19.738685526251146,306
Q7Z3C6,concatenated,Extracellular/Lumenal,,53,0.0,0.0,29
O75581,concatenated,Extracellular/Lumenal,,1351,0.04042906247029878,53.64936589808649,1327
P63027,concatenated,Extracellular/Lumenal,,2,,,0
Q04671,concatenated,Extracellular/Lumenal,,294,0.00421753717050325,1.1387350360358774,270
Q14BN4,concatenated,Extracellular/Lumenal,,5,,,0
P15529,concatenated,Extracellular/Lumenal,,309,0.1149100463724345,32.749363216143834,285
Q8TEM1,concatenated,Extracellular/Lumenal,,1782,0.03190592946604792,56.09062400131225,1758
P00533,concatenated,Extracellular/Lumenal,,621,0.07082485281627095,42.282437131313756,597
P21802,concatenated,Extracellular/Lumenal,,356,0.03765400247138252,12.501128820498998,332
P08247,concatenated,Extracellular/Lumenal,,95,0.0,0.0,71
Q14739,concatenated,Extracellular/Lumenal,,211,0.03164060765966279,5.916793632356942,187
P29317,concatenated,Extracellular/Lumenal,,514,0.08630843676200169,42.29113401338082,490
P17948,concatenated,Extracellular/Lumenal,,732,0.019903012749956473,14.091333026969183,708
P05556,concatenated,Extracellular/Lumenal,,708,0.12168213030560049,83.23057712903073,684
P10747,concatenated,Extracellular/Lumenal,,134,0.026421259427939683,2.906338537073365,110
Q16635,concatenated,Extracellular/Lumenal,,241,0.0,0.0,217
P61073,concatenated,Extracellular/Lumenal,,91,0.0012503723876531889,0.08377494997276365,67
Q15303,concatenated,Extracellular/Lumenal,,626,0.09238088364284955,55.61329195299542,602
O00254,concatenated,Extracellular/Lumenal,,119,0.009121370086427315,0.8665301582105949,95
Q9Y624,concatenated,Extracellular/Lumenal,,211,0.3452793210796722,64.5672330418987,187
P31645,concatenated,Extracellular/Lumenal,,164,0.0,0.0,140
P49146,concatenated,Extracellular/Lumenal,,87,0.0,0.0,63
P15954,concatenated,Extracellular/Lumenal,,20,,,0
P13569,concatenated,Extracellular/Lumenal,,105,0.2195113130767409,17.780416359216012,81
P15941,whole,Whole,,1255,0.8512405659660605,1047.8771367042202,1231
Q7Z434,whole,Whole,,540,0.3131047434881014,161.5620476398603,516
Q9BR39,whole,Whole,,696,0.4116758263532275,276.6461553093689,672
O43561,whole,Whole,,262,0.34710653675099484,82.61135574673678,238
P31431,whole,Whole,,198,0.013165906848261646,2.2908677915975266,174
O75445,whole,Whole,,5202,0.08607381513167116,445.6902147517933,5178
Q9UM73,whole,Whole,,1620,0.2879549793966351,459.5761471170296,1596
Q9H461,whole,Whole,,694,0.6299164088204496,422.04399390970127,670
O14763,whole,Whole,,440,0.08863336773130095,36.8714809762212,416
P46531,whole,Whole,,2555,0.23502659537588996,594.8523128963775,2531
Q8N114,whole,Whole,,240,0.24991859022600874,53.982415488817885,216
Q07065,whole,Whole,,602,0.13409959270813213,77.50956458530037,578
P08172,whole,Whole,,466,0.19541074758447752,86.37155043233906,442
Q08345,whole,Whole,,913,0.11382030690880525,101.18625284192787,889
O60500,whole,Whole,,1241,0.04981517111134589,60.62506324250795,1217
P05067,whole,Whole,,770,0.04664629384571386,34.798135208902536,746
Q8WXG9,whole,Whole,,6306,0.049570150609177986,311.3996861268561,6282
P11362,whole,Whole,,822,0.056318281409519194,44.94198856479632,798
Q8NC56,whole,Whole,,503,0.05900656132177411,28.2641428731298,479
P40967,whole,Whole,,661,0.08304548426326712,52.899973475701145,637
P07766,whole,Whole,,207,0.0858543231873958,15.711341143293433,183
P20963,whole,Whole,,164,0.13205553091814431,18.487774328540205,140
P04626,whole,Whole,,1255,0.07269303150010809,89.48512177663305,1231
O75460,whole,Whole,,977,0.09593738365872478,91.42832662676472,953
P35968,whole,Whole,,1356,0.057675631216745744,76.82394078070531,1332
Q12879,whole,Whole,,1464,0.10373645898830483,149.38050094315895,1440
Q86WV6,whole,Whole,,379,0.006805959721095997,2.416115700989079,355
P07949,whole,Whole,,1114,0.15444867192151063,168.34905239444657,1090
P08908,whole,Whole,,422,0.14932820078059958,59.432623910678636,398
P01857,whole,Whole,,330,0.0645055082557227,19.738685526251146,306
Q7Z3C6,whole,Whole,,839,0.1051600751434172,85.70546124188502,815
O75581,whole,Whole,,1613,0.18367450644395514,291.85879073944466,1589
P63027,whole,Whole,,116,0.02569307964038343,2.363763326915276,92
O60733,whole,Whole,,806,0.017424733103857514,13.626141287216576,782
Q04671,whole,Whole,,838,0.06727203689199293,54.759438030082244,814
Q14BN4,whole,Whole,,828,0.028796013215389785,23.151994625173387,804
P15529,whole,Whole,,392,0.08967296212477828,32.99965006191841,368
Q8TEM1,whole,Whole,,1887,0.03323801770042761,61.92242697589665,1863
Q9UJA2,whole,Whole,,301,0.017814810010505687,4.934702372910075,277
P00533,whole,Whole,,1210,0.0986558748763358,117.00586760333425,1186
P21802,whole,Whole,,821,0.06552856832603902,52.2262689558531,797
P08247,whole,Whole,,313,0.6137478771315739,177.37313649102484,289
Q14739,whole,Whole,,615,0.010011495147812084,5.916793632356942,591
P29317,whole,Whole,,976,0.05391730484891998,51.329274216171825,952
P17948,whole,Whole,,1338,0.04137097884651984,54.36146620432707,1314
P05556,whole,Whole,,798,0.11085990977605346,85.80557016666538,774
P10747,whole,Whole,,220,0.014828257842211296,2.906338537073414,196
Q16635,whole,Whole,,262,0.0,0.0,238
P61073,whole,Whole,,352,0.0382921777850412,12.559834313493514,328
Q15303,whole,Whole,,1308,0.09042663925046861,116.10780479760169,1284
O00254,whole,Whole,,374,0.009113797382012618,3.1898290837044163,350
Q9H3U5,whole,Whole,,465,0.0004269158657565092,0.18826989679862058,441
Q9Y624,whole,Whole,,299,0.23889752940783943,65.69682058715584,275
P31645,whole,Whole,,630,0.0743317499028718,45.04504044114031,606
P49146,whole,Whole,,381,0.0,0.0,357
P15954,whole,Whole,,63,0.05073085034404881,1.9785031634179036,39
P13569,whole,Whole,,1480,0.03622220296464093,52.7395275165172,1456
Q9BRQ8,whole,Whole,,373,0.008346799867204066,2.9130331536542187,349
Q03135,whole,Whole,,178,0.005747854800044599,0.8851696392068683,154
Q13021,whole,Whole,,153,8.409047272897259e-05,0.010847670982037464,129
