UniProt_ID,Protein_Name,Gene_Names,MLO_Types,Source,is_membrane,PICNIC_score,PICNIC_GO_score,PSAP_score,PSPHunter_prob,PSPire_score,PSPire_includes_IDRs,PSPspredict_PDL,PSPspredict_catGRANULE,PSPspredict_PLAAC,PSPspredict_PScore,PSPspredict_ESpritz_DisProt,PSPspredict_SEG,PSPspredict_DeepPhase,PSPspredict_SaPS_10fea,PSPspredict_PdPS_10fea,PSPspredict_Psphunter,PSPspredict_PSPire
P27695,DNA repair nuclease/redox regulator APEX1,APEX1 APE APE1 APEX APX HAP1 REF1,Nucleolus; Stress granule,PhasePDB,False,0.7500747296,0.937214941,0.000833333,0.825,0.5531521,Yes,0.05258185,0.760785276073619,0.697938806781671,0.566536203522504,0.78920245398773,0.342134969325153,0.544271926143516,0.893447852760736,0.936294478527607,0.825,0.582654654979705
P28347,Transcriptional enhancer factor TEF-1,TEAD1 TCF13 TEF1,Transcriptional condensate,PhasePDB,False,0.7780790189,0.4401978574,0.005833333,0.307,0.982823,Yes,0.9708599,0.591263803680981,0.866739162671148,0.566536203522504,0.659042944785276,0.433570552147239,0.327066722618548,0.53241717791411,0.967558282208589,0.307,0.993112385272979
P30622,CAP-Gly domain-containing linker protein 1,CLIP1 CYLN1 RSN,,PhasePDB,False,0.8849777209,0.7116881434,0.0025,0.677,0.9877302,Yes,0.9608258,0.828269938650306,0.779496811823439,0.896879756468797,0.570061349693251,0.783901840490797,0.279815358791439,0.935165644171779,0.968932515337423,0.677,0.992581844329834
P35658,Nuclear pore complex protein Nup214,NUP214 CAIN CAN KIAA0023,Cytoplasmic Nucleoporin Granule; Nuclear body; Nuclear pore complex,PhasePDB,False,0.6597996260000001,0.3256733688,0.003333333,0.825,0.7782434,Yes,0.77351665,0.939337423312883,0.979536355098611,0.995216351380734,0.592343558282208,0.940368098159509,0.887788501888376,0.99160736196319,0.860662576687116,0.825,0.718879282474517
P38398,Breast cancer type 1 susceptibility protein,BRCA1 RNF53,DNA damage foci,PhasePDB,False,0.7341395795,0.9523496915,0.0,0.768,0.5354,Yes,0.8149777,0.933496932515337,0.657901240670258,0.546749293324635,4.9079754601227e-05,0.470134969325153,,0.9400245398773,0.879165644171779,0.768,0.441704839468002
P38432,Coilin,COIL CLN80,Cajal body,PhasePDB,False,0.674918247,0.8491927114000001,,0.968,0.6432292,Yes,0.4224757,0.941889570552147,0.816716919578864,0.845999130245705,0.807803680981595,0.812171779141104,0.930004196391103,0.997987730061349,0.961865030674846,0.968,0.641991555690765
P42566,Epidermal growth factor receptor substrate 15,EPS15 AF1P,,PhasePDB,False,0.6231835957,0.496224013,0.011666667,0.9,0.930905,Yes,0.94783074,0.689717791411043,0.614156492511492,0.907914764079147,0.846920245398773,0.519705521472392,0.959882501049097,0.936343558282208,0.883386503067484,0.9,0.992070019245147
P42768,Actin nucleation-promoting factor WAS,WAS IMD2,Nuclear speckle,PhasePDB,False,0.6552525982,0.6483211606,0.011666667,0.854,0.8211335,Yes,0.93977094,0.967263803680981,0.97365429291681,0.957762557077625,0.886085889570552,0.960196319018404,,0.952098159509202,0.98242944785276,0.854,0.971206963062286
P43351,DNA repair protein RAD52 homolog,RAD52,PML nuclear body,PhasePDB,False,0.6724173769,0.7441162146,,0.625,0.5881899,Yes,0.30479357,0.746601226993865,0.783945430280263,0.676125244618395,0.738601226993865,0.602453987730061,0.186823331934536,0.926723926380368,0.81123926380368,0.625,0.674271762371063
P46934,E3 ubiquitin-protein ligase NEDD4,NEDD4 KIAA0093 NEDD4-1 RPF1,,PhasePDB,False,0.7230113544,0.5578217357,0.005,0.815,0.13858241,Yes,0.682722,0.904294478527607,0.896198902674114,0.932539682539682,4.9079754601227e-05,0.466944785276073,0.007637431808644,0.733889570552147,0.414233128834355,0.815,0.14730554819107
P49116,Nuclear receptor subfamily 2 group C member 2,NR2C2 TAK1 TR4,SARS-CoV-2 N condensate; Stress granule,PhasePDB,False,0.5280876678,0.3404453126,0.0,0.608,0.77192503,Yes,0.6182327,0.418895705521472,0.657901240670258,0.251576429658621,4.9079754601227e-05,4.9079754601227e-05,0.237599664288711,0.670773006134969,0.52480981595092,0.608,0.972304344177246
P49841,Glycogen synthase kinase-3 beta,GSK3B,Centrosome; Destruction complex condensate,PhasePDB,False,0.8420391335,0.9769080375,0.0025,0.853,0.9917032,Yes,0.9760533,0.368441717791411,0.898868073748208,0.798978038704066,0.791165644171779,0.49001226993865,0.450608476710029,0.862674846625766,0.90321472392638,0.853,0.99563580751419
P49959,Double-strand break repair protein MRE11,MRE11 HNGS1 MRE11A,,PhasePDB,False,0.8673190972,0.8233051207000001,0.000833333,0.9,0.7661633,Yes,0.15798108,0.891680981595092,0.856013049280806,0.874211785170689,0.682110429447852,0.685644171779141,0.890725975660931,0.992098159509202,0.983656441717791,0.9,0.820917606353759
P51532,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4,SMARCA4 BAF190A BRG1 SNF2B SNF2L4,,PhasePDB,False,0.8990656248000001,0.9588159072,0.0125,0.937,0.9837655,Yes,0.97460043,0.963779141104294,0.986110424595917,0.983746466623179,0.832343558282208,0.917349693251533,0.020142677297524,0.992147239263803,0.919067484662576,0.937,0.993787288665771
P51610,Host cell factor 1,HCFC1 HCF1 HFC1,Transcriptional condensate,PhasePDB,False,0.5943511884,0.4278061022,0.003333333,0.837,0.7964653,Yes,0.76952577,0.649079754601227,0.844792644950818,0.920417482061317,0.552932515337423,0.896098159509202,0.938145195132186,0.89482208588957,0.731975460122699,0.837,0.757289826869964
P54274,Telomeric repeat-binding factor 1,TERF1 PIN2 TRBF1 TRF TRF1,Heterochromatin; PML nuclear body,PhasePDB,False,0.785658564,0.745041712,0.001666667,0.719,0.92083246,Yes,0.12170035,0.486184049079754,0.233947901734961,0.14193302891933,0.713423312883435,0.613693251533742,0.750566512798992,0.918920245398773,0.981889570552147,0.719,0.968028545379638
P54727,UV excision repair protein RAD23 homolog B,RAD23B,Proteasome containing foci,PhasePDB,False,0.7647883243,0.8471774121000001,,0.931,0.96350414,Yes,0.9834468,0.385865030674846,0.960654441204092,0.571809088932376,4.9079754601227e-05,0.958134969325153,0.095006294586655,0.865079754601227,0.963190184049079,0.931,0.99511706829071
P55036,26S proteasome non-ATPase regulatory subunit 4,PSMD4 MCB1,Proteasome containing foci,PhasePDB,False,0.666353022,0.8880088741000001,0.001666667,0.842,0.9172637,Yes,0.9744313,0.663705521472392,0.228955563244525,0.450695803435529,0.789693251533742,0.728736196319018,0.541670163659253,0.165104294478527,0.813398773006135,0.842,0.966669201850891
P55854,Small ubiquitin-related modifier 3,SUMO3 SMT3A SMT3H1,PML nuclear body,LLPSDB+PhasePDB,False,0.7624933551,0.8592678301000001,0.000833333,0.932,0.9964264,No,0.9841845,0.415656441717791,0.168157777667935,,0.960638036809816,4.9079754601227e-05,0.926479227864036,0.860220858895705,0.828368098159509,0.932,0.996426403522491
P61956,Small ubiquitin-related modifier 2,SUMO2 SMT3B SMT3H2,PML nuclear body,PhasePDB,False,0.8350800911,0.9771277329,,0.851,0.98548806,No,0.98624474,0.379288343558282,0.193712619247689,,0.960638036809816,4.9079754601227e-05,0.885858161980696,0.864245398773006,0.787680981595092,0.851,0.980452239513397
P61964,WD repeat-containing protein 5,WDR5 BIG3,Inclusion body,PhasePDB,False,0.7068044169000001,0.6154769721000001,0.0,0.685,0.054407913,Yes,0.9671396,0.593030674846625,0.211062231229301,0.273809523809523,0.705815950920245,0.349693251533742,0.696349139739823,0.369766871165644,0.497423312883435,0.685,0.0687588825821876
P62424,Large ribosomal subunit protein eL8,RPL7A SURF-3 SURF3,DNA damage foci,PhasePDB,False,0.9532854911,0.960767453,0.0,0.822,0.9495803,No,0.9862898,0.581398773006135,0.236617072809055,0.255055446836268,0.721276073619631,0.779582822085889,0.878892152748636,0.790233128834355,0.930453987730061,0.822,0.956626772880554
P62491,Ras-related protein Rab-11A,RAB11A RAB11,,PhasePDB,False,0.7236869867,0.6876459857,0.0,0.738,0.9933964,No,0.98399484,0.372662576687116,0.241559982205526,0.367960426179604,4.9079754601227e-05,4.9079754601227e-05,0.781200167855644,0.852760736196319,0.977472392638036,0.738,0.996550738811492
P62633,CCHC-type zinc finger nucleic acid binding protein,CNBP RNF163 ZNF9,,PhasePDB,False,0.6515907390000001,0.8935263852,0.0,0.774,0.90618056,Yes,0.9837922,0.907435582822085,0.202313281597548,0.921885192433137,4.9079754601227e-05,0.576981595092024,0.002349979018044,0.910773006134969,0.948171779141104,0.774,0.892968833446502
P63165,Small ubiquitin-related modifier 1,SUMO1 SMT3C SMT3H3 UBL1,,PhasePDB,False,0.794765206,0.9713455995,0.0,0.845,0.9695302,No,0.9849555,0.506306748466257,0.036033809500271,,0.960638036809816,4.9079754601227e-05,0.684095677717163,0.871509202453987,0.755975460122699,0.845,0.99158889055252
P63279,SUMO-conjugating enzyme UBC9,UBE2I UBC9 UBCE9,Stress granule,PhasePDB,False,0.5524002962,0.9266013782,0.0,0.69,0.9883176,No,0.9853917,0.214576687116564,0.069744451584202,0.205316373124592,4.9079754601227e-05,4.9079754601227e-05,0.355602182123373,0.381987730061349,0.959950920245398,0.69,0.988317608833313
P78364,Polyhomeotic-like protein 1,PHC1 EDR1 PH1,Nuclear body,PhasePDB,False,0.7048617735,0.7847137108000001,0.005833333,0.731,0.9075222,Yes,0.8741588,0.704932515337423,0.996737679798329,0.95373994346597,0.558331288343558,0.940662576687116,0.270415442719261,0.98522699386503,0.929325153374233,0.731,0.955718517303466
P84022,Mothers against decapentaplegic homolog 3,SMAD3 MADH3,Transcriptional condensate,PhasePDB,False,0.2528203378,0.4881318243,0.0,0.761,0.9955327,Yes,0.971528,0.374233128834355,0.899510651969749,0.51549249836921,4.9079754601227e-05,0.392785276073619,0.94687368862778,0.850453987730061,0.936883435582822,0.761,0.995034515857696
Q00059,"Transcription factor A, mitochondrial",TFAM TCF6 TCF6L2,Mitochondrial nucleoid,PhasePDB,False,0.5830226477,0.7684465435000001,0.0,0.677,0.8849018,Yes,0.54657394,0.364613496932515,0.058128614502496,0.36176342683192,0.829300613496932,4.9079754601227e-05,0.871254720939991,0.931484662576687,0.895901840490797,0.677,0.971041798591613
Q03111,Protein ENL,MLLT1 ENL LTG19 YEATS1,Elongation complex; Transcriptional condensate,PhasePDB,False,0.8652155227,0.58775771,0.023333333,0.804,0.99023277,Yes,0.76993996,0.808343558282208,0.718550738964954,0.92134159599913,0.89403680981595,0.952294478527607,0.661099454469156,0.968294478527607,0.999558282208589,0.804,0.99148404598236
Q04206,Transcription factor p65,RELA NFKB3,Inclusion body,PhasePDB,False,0.7863556325000001,0.8477199166,0.0025,0.879,0.9793226,Yes,0.734704,0.404466257668711,0.905985863279126,0.808056099151989,0.688147239263803,0.780220858895705,0.761309274024339,0.927803680981595,0.778061349693251,0.879,0.990732550621032
Q07666,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",KHDRBS1 SAM68,,PhasePDB,False,0.8950865696,0.9814286212,0.056666667,0.986,0.9888352,Yes,0.8559419,0.945177914110429,0.930848697543374,0.961024135681669,0.862085889570552,0.966036809815951,0.485942089802769,0.984932515337423,0.998871165644171,0.986,0.989796996116638
Q08050,Forkhead box protein M1,FOXM1 FKHL16 HFH11 MPP2 WIN,Transcriptional condensate,PhasePDB,False,0.5706354523,0.8071179581,0.0,0.726,0.31082207,Yes,0.5149175,0.518723926380368,0.786416884978498,0.70297890845836,0.882944785276073,0.491435582822085,0.859420898027696,0.878184049079754,0.698208588957055,0.726,0.231635063886642
Q08345,Epithelial discoidin domain-containing receptor 1,DDR1 CAK EDDR1 NEP NTRK4 PTK3A RTK6 TRKE,,PhasePDB,True,0.2617370626,0.7716558811,0.0,0.49,0.092777506,Yes,0.49380827,0.833128834355828,0.855024467401512,0.816644922809306,4.9079754601227e-05,0.808098159509202,0.367771716323961,0.570061349693251,0.66483435582822,0.49,0.116858422756195
Q08379,Golgin subfamily A member 2,GOLGA2,Golgin condensate,PhasePDB,False,0.7205291694,0.7012234598,,0.903,0.98561966,Yes,0.7978563,0.694134969325153,0.852355296327418,0.598010437051532,0.670282208588957,0.817521472392638,0.93713806126731,0.695018404907975,0.93722699386503,0.903,0.988157272338867
Q12988,Heat shock protein beta-3,HSPB3 HSP27 HSPL27,,PhasePDB,False,0.7111014925,0.2758790906,0.003333333,0.056,0.40571404,No,0.16998036,0.128736196319018,0.026296277989224,0.037345075016307,4.9079754601227e-05,4.9079754601227e-05,,0.330552147239263,0.925055214723926,0.056,0.980534374713897
Q13415,Origin recognition complex subunit 1,ORC1 ORC1L PARC1,Heterochromatin; Nuclear body,PhasePDB,False,0.7618884278,0.7053325735,0.004166667,0.678,0.534496,Yes,0.5583659,0.358478527607362,0.574810933715585,0.383779082409219,4.9079754601227e-05,0.48721472392638,0.673688627780109,0.881865030674846,0.854674846625766,0.678,0.647083461284637
Q13950,Runt-related transcription factor 2,RUNX2 AML3 CBFA1 OSF2 PEBP2A,Transcriptional condensate,PhasePDB,False,0.4322133732,0.2709839897,0.0175,0.85,0.9820937,Yes,0.77088016,0.397055214723926,0.995106519697494,0.954066101326375,0.767460122699386,0.812073619631901,0.369114561477129,0.998478527607362,0.922453987730061,0.85,0.987748503684997
Q14247,Src substrate cortactin,CTTN EMS1,,PhasePDB,False,0.9085498443,0.6398506875000001,0.014166667,0.97,0.98362666,Yes,0.89549005,0.986846625766871,0.436953190648015,0.792454881495977,0.870723926380368,0.529374233128834,0.735627360469995,0.98203680981595,0.994895705521472,0.97,0.989749312400818
Q14694,Ubiquitin carboxyl-terminal hydrolase 10,USP10 KIAA0190,Stress granule,PhasePDB,False,0.7825955678000001,0.8976927672,0.000833333,0.909,0.9941603,Yes,0.69303674,0.87641717791411,0.706737185507389,0.897640791476408,4.9079754601227e-05,0.295558282208588,0.828619387326898,0.925889570552147,0.995239263803681,0.909,0.996677100658416
Q15007,Pre-mRNA-splicing regulator WTAP,WTAP KIAA0105,Nuclear speckle,PhasePDB,False,0.6219713301,0.5653002281,0.0075,0.803,0.9883958,Yes,0.75388014,0.811582822085889,0.932232712174385,0.960263100674059,0.843042944785276,0.860760736196319,0.732773814519513,0.979092024539877,0.972711656441717,0.803,0.989980995655059
Q15059,Bromodomain-containing protein 3,BRD3 KIAA0043 RING3L,Transcriptional condensate,PhasePDB,False,0.9347300335,0.7116615134000001,,0.809,0.9387661,Yes,0.9810486,0.707386503067484,0.83673570263457,0.78310502283105,0.882846625766871,0.959411042944785,0.880906420478388,0.986306748466257,0.995092024539877,0.809,0.967589855194091
Q15154,Pericentriolar material 1 protein,PCM1,Centrosome; Pericentriolar matrix,PhasePDB,False,0.7789301275,0.5278560897,0.000833333,0.796,0.97122306,Yes,0.34008476,0.918478527607361,0.962384459492857,0.918841052402696,0.779533742331288,0.66601226993865,0.434997901804448,0.987484662576687,0.997840490797546,0.796,0.949911952018737
Q16082,Heat shock protein beta-2,HSPB2,Nuclear body,PhasePDB,False,0.5395694953,0.3722092528,0.0,0.817,0.9326186,No,0.1722972,0.261742331288343,0.207157332806089,0.259947814742335,0.683042944785276,0.613742331288343,,0.709104294478527,0.957251533742331,0.817,0.978681921958923
Q16204,Coiled-coil domain-containing protein 6,CCDC6 D10S170 TST1,,PhasePDB,False,0.6919323747,0.4924574519,0.0075,0.755,0.99384576,Yes,0.89241964,0.617079754601227,0.956650684592951,0.968906283974777,0.830331288343558,0.933791411042944,0.280151070079731,0.94360736196319,0.978306748466257,0.755,0.995098948478698
Q16236,Nuclear factor erythroid 2-related factor 2,NFE2L2 NRF2,Mediator condensate; p62 cluster,PhasePDB,False,0.478322433,0.7462319597,,0.729,0.9622895,Yes,0.5532125,0.54880981595092,0.55439671790816,0.687812567949554,0.636907975460122,0.589840490797546,0.788417960553923,0.962453987730061,0.823067484662576,0.729,0.971475481986999
Q16273,,FUS-CHOP,,PhasePDB,False,,,,,,,,,,,,,,,,,
Q17RY0,Cytoplasmic polyadenylation element-binding protein 4,CPEB4 KIAA1673,,PhasePDB,False,0.7129344361000001,0.8169143346000001,0.014166667,0.787,0.96441925,Yes,0.9710679,0.95842944785276,0.973357718353022,0.963905196781909,4.9079754601227e-05,0.77280981595092,0.212924884599244,0.907582822085889,0.899337423312883,0.787,0.988836288452148
Q4G0J3,La-related protein 7,LARP7,Elongation complex; Nucleolus,PhasePDB,False,0.9175154314,0.9736614069,0.0025,0.842,0.9810635,Yes,0.7414069,0.894625766871165,0.146458405417428,0.506577516851489,0.847460122699386,0.703361963190184,0.137641628199748,0.97241717791411,0.979288343558282,0.842,0.992653727531433
Q6UVJ0,Spindle assembly abnormal protein 6 homolog,SASS6 SAS6,Centrosome,PhasePDB,False,0.7120091196,0.4975133405,0.0,0.508,0.9641846,Yes,0.60556114,0.694920245398773,0.8511195689783,0.741791693846488,0.629644171779141,0.406871165644171,0.045656735207721,0.621300613496932,0.969865030674846,0.508,0.974231898784637
Q86YR5,G-protein-signaling modulator 1,GPSM1 AGS3,Inclusion body; P-body; Stress granule,PhasePDB,False,0.6019305683,0.3996538187,0.0025,0.52,0.44493866,Yes,0.56700504,0.860122699386503,0.48257624437744,0.566536203522504,0.663460122699386,0.372760736196319,0.853881661770877,0.675484662576687,0.765153374233128,0.52,0.963606476783752
Q8IU60,m7GpppN-mRNA hydrolase,DCP2 NUDT20,P-body; Stress granule,PhasePDB,False,0.6733207222,0.8861659448,0.0,0.83,0.9111301,Yes,0.6666591,0.752588957055214,0.939350501705303,0.532778864970645,4.9079754601227e-05,0.537472392638036,0.870079731430969,0.982576687116564,0.979533742331288,0.83,0.882891297340393
Q8IX03,Protein KIBRA,WWC1 KIAA0869 KIBRA,,PhasePDB,False,0.6692243895000001,0.7061211295,0.0025,0.744,0.27576575,Yes,0.6889295,0.68240490797546,0.611536750531362,0.913948684496629,0.600147239263803,0.813889570552147,0.773394880402853,0.959950920245398,0.960196319018404,0.744,0.247787982225418
Q8N114,Protein shisa-5,SHISA5 SCOTIN,,PhasePDB,True,0.0353312183,0.0413076915,0.000833333,0.268,0.0060578524,Yes,0.111964665,0.030576687116564,0.985270129998517,0.95221787345075,0.537717791411042,0.978552147239263,,0.958282208588957,0.739582822085889,0.268,0.0096855638548731
Q92734,Protein TFG,TFG,,PhasePDB,False,0.8197289493000001,0.3840625104,0.03,0.926,0.9168024,Yes,0.96234727,0.753128834355828,0.998764272650882,0.827190693629049,0.912883435582822,0.92603680981595,0.983550146873688,0.989840490797546,0.936049079754601,0.926,0.900897800922393
Q92793,CREB-binding protein,CREBBP CBP,,PhasePDB,False,0.8054282824000001,0.7190206511,0.005833333,0.848,0.9899812,Yes,0.9817234,0.924858895705521,0.9991597054026,0.933463796477495,0.678282208588957,0.909644171779141,0.768527066722618,0.99121472392638,0.798380368098159,0.848,0.994215369224548
Q92973,Transportin-1,TNPO1 KPNB2 MIP1 TRN,Stress granule,LLPSDB+PhasePDB,False,0.5501679946,0.9035336741,0.0,0.642,0.97245157,No,0.9654543,0.310380368098159,0.3532203054718,0.125896934116112,4.9079754601227e-05,0.344147239263803,0.544355853965589,0.157791411042944,0.191116564417177,0.642,0.973973155021667
Q92985,Interferon regulatory factor 7,IRF7,,PhasePDB,False,0.1889941243,0.1649124958,0.0,0.478,0.0065836655,Yes,0.344239,0.524368098159509,0.646384261776481,0.57653837790824,4.9079754601227e-05,0.835680981595092,0.51573646663869,0.052368098159509,0.184736196319018,0.478,0.0055750906467437
Q96B01,RAD51-associated protein 1,RAD51AP1 PIR51,,PhasePDB,False,0.8057978681,0.9826931752,0.0025,0.417,0.666749,Yes,0.35390165,0.658159509202454,0.233947901734961,0.468525766470971,0.960638036809816,0.929030674846625,0.016869492236676,0.917251533742331,0.893546012269938,0.417,0.607645153999328
Q96MT8,Centrosomal protein of 63 kDa,CEP63,Centrosome; Pericentriolar matrix,PhasePDB,False,0.5761802928,0.5170123692,0.0,0.502,0.8839944,Yes,0.4502859,0.478576687116564,0.523058672334536,0.769243313763861,4.9079754601227e-05,0.266453987730061,0.744607637431808,0.088392638036809,0.519116564417177,0.502,0.948119044303894
Q96MU7,YTH domain-containing protein 1,YTHDC1 KIAA1966 YT521,Nuclear speckle; Transcriptional condensate,PhasePDB,False,0.8610502291000001,0.9348646122,0.025,0.803,0.9766556,Yes,0.6285611,0.978895705521472,0.96020957935841,0.93166992824527,0.901349693251533,0.93963190184049,0.356525388166177,0.976294478527607,0.96520245398773,0.803,0.987430274486541
Q99496,E3 ubiquitin-protein ligase RING2,RNF2 BAP1 DING HIPI3 RING1B,Polycomb body,PhasePDB,False,0.6137573316,0.6159176623,0.0,0.753,0.8846963,Yes,0.8993234,0.407950920245398,0.873313232168454,0.465101108936725,4.9079754601227e-05,4.9079754601227e-05,0.944691565253881,0.842159509202454,0.980662576687116,0.753,0.967659950256347
Q9BW19,Kinesin-like protein KIFC1,KIFC1 HSET KNSL2,Centrosome,PhasePDB,False,0.5000402808000001,0.4335736846,0.003333333,0.591,0.18856105,Yes,0.66262615,0.847263803680981,0.636893875735257,0.779626005653402,0.777717791411042,0.608098159509202,0.22282836760386,0.213644171779141,0.598331288343558,0.591,0.108637973666191
Q9BXT4,Tudor domain-containing protein 1,TDRD1,Nuage,PhasePDB,False,0.5079069477,0.3818112857,0.0,0.411,0.020287959,Yes,0.6456633,0.717889570552147,0.745341307893826,0.654924983692106,0.631018404907975,0.246085889570552,,0.101300613496932,0.379828220858895,0.411,0.0166569836437702
Q9GZQ8,Microtubule-associated protein 1 light chain 3 beta,MAP1LC3B MAP1ALC3,p62 cluster,LLPSDB+PhasePDB,False,0.7717574166000001,0.6765414078,0.0,0.834,0.8820863,No,0.96439093,0.1320245398773,0.107953141218921,,0.798773006134969,4.9079754601227e-05,,0.479018404907975,0.971386503067484,0.834,0.983970642089843
Q9H7E2,Tudor domain-containing protein 3,TDRD3,Stress granule,PhasePDB,False,0.8455331404,0.93252741,0.005833333,0.817,0.867256,Yes,0.92564726,0.983165644171779,0.920715733280609,0.75222874537943,0.591411042944785,0.293496932515337,0.78052874527906,0.981006134969325,0.964957055214724,0.817,0.853058457374572
Q9HC35,Echinoderm microtubule-associated protein-like 4,EML4 C2orf2 EMAPL4,,PhasePDB,False,0.6792216478,0.3373203932,0.005,0.622,0.98651284,Yes,0.6622694,0.886920245398773,0.773861895111462,0.402152641878669,0.793325153374233,0.493251533742331,0.151657574485942,0.904588957055214,0.899092024539877,0.622,0.991061985492706
Q9HCE5,N(6)-adenosine-methyltransferase non-catalytic subunit METTL14,METTL14 KIAA1627,Nuclear speckle; Nucleolus,PhasePDB,False,0.7133954447,0.8256422609,0.005,0.851,0.36005282,Yes,0.6368546,0.939533742331288,0.799070733033463,0.911937377690802,0.853153374233128,0.883190184049079,0.585732270247587,0.727460122699386,0.69001226993865,0.851,0.968849658966064
Q9NQS7,Inner centromere protein,INCENP,,PhasePDB,False,0.8986962234,0.7433376399,0.02,0.648,0.9482223,Yes,0.8758806,0.57442944785276,0.816716919578864,0.933028919330289,0.872294478527607,0.957693251533742,0.918757868233319,0.976785276073619,0.999901840490797,0.648,0.989312291145324
Q9NRM7,Serine/threonine-protein kinase LATS2,LATS2 KPM,Receptor cluster,PhasePDB,False,0.888485367,0.955669928,0.0025,0.912,0.86534387,Yes,0.86146337,0.894233128834355,0.891552567841431,0.946020874103065,0.667484662576687,0.666797546012269,0.044901384809064,0.941840490797546,0.728785276073619,0.912,0.827626526355743
Q9NRR5,Ubiquilin-4,UBQLN4 C1orf6 CIP75 UBIN,UBQLN puncta,PhasePDB,False,0.3784563428,0.5225085823,0.04,0.903,0.9748745,Yes,0.97579724,0.664932515337423,0.968365379862587,0.935094585779517,0.612711656441717,0.954748466257668,0.287620646244229,0.934674846625766,0.892220858895705,0.903,0.989970684051513
Q9NSC5,Homer protein homolog 3,HOMER3,Postsynaptic density,LLPSDB+PhasePDB,False,0.7501208604,0.4708910325,0.001666667,0.876,0.9824349,Yes,0.8552013,0.484073619631901,0.562750234788196,0.279082409219395,0.769570552147239,0.912245398773006,0.751993285774234,0.989251533742331,0.808196319018404,0.876,0.984175026416778
Q9NVP1,ATP-dependent RNA helicase DDX18,DDX18 cPERP-D,Nucleolus,PhasePDB,False,0.8209411023000001,0.9271227989,0.001666667,0.828,0.9353193,Yes,0.9562477,0.944,0.75147051554545,0.405033702978908,0.731779141104294,0.714699386503067,0.953587914393621,0.952049079754601,0.838380368098159,0.828,0.934784054756164
Q9NYB0,Telomeric repeat-binding factor 2-interacting protein 1,TERF2IP DRIP5 RAP1,,PhasePDB,False,0.819119538,0.9327782686,0.004166667,0.837,0.75543624,Yes,0.3090363,0.570453987730061,0.236617072809055,0.806153511632963,0.9000245398773,0.776539877300613,0.962819974821653,0.933006134969325,0.920343558282208,0.837,0.762744605541229
Q9UBN7,Protein deacetylase HDAC6,HDAC6 KIAA0901,Transcriptional condensate,PhasePDB,False,0.4424693946,0.7998092209000001,0.000833333,0.759,0.8987972,Yes,0.1490849,0.753914110429447,0.814097177598734,0.6985757773429,0.573840490797546,0.485840490797546,0.437347880822492,0.592539877300613,0.646478527607361,0.759,0.974826335906982
Q9UHB7,AF4/FMR2 family member 4,AFF4 AF5Q31 MCEF,Elongation complex; Transcriptional condensate,PhasePDB,False,0.8354928445,0.6251294062,0.0275,0.762,0.980758,Yes,0.87845653,0.970159509202454,0.966487074291928,0.92503805175038,0.937766871165644,0.884564417177914,0.891229542593369,0.996564417177914,0.983558282208589,0.762,0.985128760337829
Q9UHD2,Serine/threonine-protein kinase TBK1,TBK1 NAK,STING phase-separator,PhasePDB,False,0.7180687117,0.9833725127,0.0,0.728,0.983525,No,0.33524507,0.683042944785276,0.170382086896347,0.287181996086105,4.9079754601227e-05,4.9079754601227e-05,0.544859420898027,0.7640245398773,0.868564417177914,0.728,0.991370856761932
Q9UJU2,Lymphoid enhancer-binding factor 1,LEF1,Destruction complex condensate; Transcriptional condensate,PhasePDB,False,0.5971739626,0.8413577642000001,0.005,0.877,0.9040437,Yes,0.971162,0.86880981595092,0.940240225396668,0.902804957599478,0.815018404907975,0.5560245398773,0.202601762484263,0.935509202453987,0.957938650306748,0.877,0.787383496761322
Q9UMX0,Ubiquilin-1,UBQLN1 DA41 PLIC1,UBQLN puncta,PhasePDB,False,0.565506175,0.8114819231,0.0425,0.887,0.98401386,Yes,0.9799177,0.788711656441717,0.985270129998517,0.881822135246792,0.668073619631901,0.901447852760736,0.70348300461603,0.954503067484662,0.849963190184049,0.887,0.988786578178405
Q9UPU9,Protein Smaug homolog 1,SAMD4A KIAA1053 SAMD4 SMAUG1,P-body; Stress granule,PhasePDB,False,0.3738547748,0.7213459541,0.001666667,0.507,0.9573951,Yes,0.79485494,0.743754601226993,0.969798823587563,0.832898456186127,4.9079754601227e-05,0.656,0.511707931179185,0.99680981595092,0.960932515337423,0.507,0.974878668785095
Q9Y4K3,TNF receptor-associated factor 6,TRAF6 RNF85,,PhasePDB,False,0.4270227627,0.5532771144,0.0,0.613,0.055812597,Yes,0.50092536,0.234257668711656,0.53160990559043,0.40813220265275,4.9079754601227e-05,4.9079754601227e-05,0.635837180025178,0.283435582822085,0.441963190184049,0.613,0.0337240807712078
A0A286NGJ8,,,,PhasePDB,False,,,,,,,,,,,,,,,,,
A0A2H4FYY8,receptor protein-tyrosine kinase,CCDC6-RET fusion,,PhasePDB,False,,,,,,,,,,,,,,,,,
A0JLT2,Mediator of RNA polymerase II transcription subunit 19,MED19 LCMR1,,PhasePDB,False,0.6368165591,0.3667300327,0.0025,0.794,0.90176994,Yes,0.72928566,0.900760736196319,0.884583065592407,0.874211785170689,0.905472392638036,0.952981595092024,0.943684431389005,0.937963190184049,0.924858895705521,0.794,0.971364021301269
