UniProt_ID,LLPhyScore_score
P48023,-167.0
P48029,-933.0
P48039,-749.0
P48047,-207.0
P48048,-542.0
P48050,-390.0
P48051,-467.0
P48052,-252.0
P48058,-859.0
P48059,-305.0
P48061,-152.0
P48065,-836.0
P48066,-891.0
P48067,-910.0
P48145,-769.0
P48146,-580.0
P48147,-567.0
P48163,-608.0
P48165,-360.0
P48167,-487.0
P48169,-330.0
P48200,-704.0
P48201,-177.0
P48230,-220.0
P48304,1.0
P48307,-92.0
P48357,-931.0
P48378,-595.0
P48380,-395.0
P48382,-86.0
P48426,-318.0
P48431,199.0
P48436,140.0
P48443,-292.0
P48444,-297.0
P48448,-231.0
P48449,-870.0
P48454,-484.0
P48506,-545.0
P48507,-324.0
P48509,-511.0
P48539,70.0
P48544,-385.0
P48546,-846.0
P48547,-584.0
P48549,-349.0
P48551,-323.0
P48552,-108.0
P48553,-1297.0
P48556,-388.0
P48594,-286.0
P48595,-357.0
P48634,1421.0
P48637,-539.0
P48643,-583.0
P48645,-173.0
P48651,-864.0
P48664,-858.0
P48668,17.0
P48681,-3.0
P48723,-385.0
P48728,-389.0
P48729,-296.0
P48730,-346.0
P48735,-397.0
P48736,-1368.0
P48739,-221.0
P48740,-339.0
P48742,-24.0
P48745,-147.0
P48751,-1365.0
P48764,-1148.0
P48775,-382.0
P48788,-104.0
P48960,-647.0
P48995,-1175.0
P49005,-345.0
P49006,233.0
P49019,-716.0
P49023,-78.0
P49069,-184.0
P49116,-635.0
P49137,-422.0
P49146,-659.0
P49184,-400.0
P49189,-303.0
P49190,-662.0
P49207,-101.0
P49221,-441.0
P49238,-640.0
P49247,-88.0
P49257,-238.0
P49279,-970.0
P49281,-781.0
P49286,-775.0
P49321,41.0
P49326,-444.0
P49327,-2528.0
P49335,-122.0
P49336,-325.0
P49354,-420.0
P49356,-488.0
P49366,-282.0
P49368,-630.0
P49407,-347.0
P49411,-461.0
P49418,-177.0
P49419,-404.0
P49427,-57.0
P49441,-295.0
P49447,-448.0
P49448,-397.0
P49450,-150.0
P49454,-1892.0
P49458,-86.0
P49459,-42.0
P49585,-184.0
P49588,-837.0
P49589,-571.0
P49590,-513.0
P49591,-446.0
P49593,-362.0
P49619,-520.0
P49638,-431.0
P49639,96.0
P49640,-19.0
P49641,-991.0
P49642,-420.0
P49643,-405.0
P49662,-371.0
P49674,-349.0
P49675,-271.0
P49682,-692.0
P49683,-822.0
P49685,-698.0
P49703,-195.0
P49711,-82.0
P49715,-13.0
P49716,-92.0
P49720,-199.0
P49721,-305.0
P49736,-719.0
P49746,66.0
P49747,186.0
P49748,-485.0
P49750,366.0
P49753,-454.0
P49754,-974.0
P49755,-311.0
P49756,-470.0
P49757,-166.0
P49758,-404.0
P49759,-513.0
P49760,-551.0
P49761,-603.0
P49763,-113.0
P49765,-100.0
P49767,-221.0
P49768,-744.0
P49770,-429.0
P49771,-353.0
P49773,-132.0
P49788,-315.0
P49789,-98.0
P49790,1159.0
P49792,-600.0
P49795,-191.0
P49796,-471.0
P49798,-188.0
P49802,-381.0
P49810,-644.0
P49815,-2071.0
P49821,-275.0
P49840,-216.0
P49841,-399.0
P49842,-324.0
P49848,-481.0
P49862,-108.0
P49863,-145.0
P49888,-223.0
P49901,29.0
P49902,-473.0
P49903,-402.0
P49910,-343.0
P49913,-147.0
P49914,-87.0
P49915,-676.0
P49916,-722.0
P49917,-937.0
P49918,-219.0
P49959,-305.0
P49961,-500.0
P50052,-670.0
P50053,-252.0
P50135,-286.0
P50148,-465.0
P50150,-48.0
P50151,-44.0
P50213,-279.0
P50219,16.0
P50221,22.0
P50222,-104.0
P50225,-237.0
P50226,-276.0
P50238,-14.0
P50281,-194.0
P50336,-644.0
P50391,-744.0
P50395,-472.0
P50402,-79.0
P50406,-697.0
P50416,-852.0
P50440,-481.0
P50443,-1080.0
P50452,-327.0
P50453,-420.0
P50454,-440.0
P50458,-303.0
P50461,25.0
P50479,-114.0
P50502,-72.0
P50539,-166.0
P50542,-524.0
P50548,93.0
P50549,-36.0
P50552,64.0
P50553,1.0
P50570,-802.0
P50579,-183.0
P50583,-159.0
P50591,-246.0
P50607,-90.0
P50613,-353.0
P50616,149.0
P50747,-629.0
P50748,-3242.0
P50749,-203.0
P50750,-439.0
P50851,-2654.0
P50876,-411.0
P50895,-258.0
P50897,-282.0
P50914,-106.0
P50990,-557.0
P50991,-718.0
P50993,-1117.0
P50995,-76.0
P51003,-581.0
P51114,-175.0
P51116,9.0
P51124,-288.0
P51148,-138.0
P51149,-178.0
P51151,-148.0
P51153,-183.0
P51157,-158.0
P51159,-190.0
P51160,-850.0
P51161,54.0
P51164,-186.0
P51168,-597.0
P51170,-603.0
P51172,-658.0
P51178,-603.0
P51397,3.0
P51398,-411.0
P51449,-492.0
P51451,-562.0
P51452,-111.0
P51460,-258.0
P51511,-119.0
P51512,-224.0
P51513,-263.0
P51530,-1142.0
P51531,-732.0
P51532,-579.0
P51553,-370.0
P51570,-375.0
P51571,-162.0
P51572,-334.0
P51575,-336.0
P51580,-203.0
P51582,-756.0
P51587,-1611.0
P51589,-555.0
P51606,-457.0
P51608,103.0
P51610,-781.0
P51617,-456.0
P51636,-245.0
P51648,-522.0
P51649,-529.0
P51654,-614.0
P51659,-555.0
P51665,-296.0
P51668,-120.0
P51671,-90.0
P51674,-499.0
P51677,-816.0
P51679,-748.0
P51681,-679.0
P51684,-606.0
P51685,-688.0
P51686,-679.0
P51687,-386.0
P51688,-456.0
P51690,-600.0
P51692,-623.0
P51693,-401.0
P51784,-627.0
P51787,-790.0
P51788,-1238.0
P51790,-1139.0
P51793,-1163.0
P51795,-1065.0
P51797,-961.0
P51798,-1074.0
P51800,-1015.0
P51801,-992.0
P51805,-1876.0
P51808,-113.0
P51809,-363.0
P51810,-602.0
P51811,-838.0
P51812,-634.0
P51813,-343.0
P51814,-564.0
P51816,-332.0
P51817,-405.0
P51825,223.0
P51826,-52.0
P51828,-1532.0
P51841,-1106.0
P51843,-366.0
P51854,-601.0
P51857,-344.0
P51858,141.0
P51864,-185.0
P51878,-551.0
P51884,-335.0
P51888,-378.0
P51946,-425.0
P51948,-293.0
P51955,-451.0
P51956,-360.0
P51957,-549.0
P51959,-456.0
P51965,-85.0
P51970,-185.0
P51991,661.0
P51993,-406.0
P52179,-691.0
P52198,-164.0
P52209,-435.0
P52272,247.0
P52292,-586.0
P52294,-567.0
P52298,-46.0
P52306,-764.0
P52333,-1453.0
P52429,-468.0
P52434,-115.0
P52435,-146.0
P52564,-228.0
P52565,-88.0
P52566,-81.0
P52569,-1009.0
P52594,399.0
P52597,-46.0
P52630,-867.0
P52655,-9.0
P52657,-126.0
P52701,-1021.0
P52732,-961.0
P52735,-764.0
P52736,-201.0
P52738,-438.0
P52739,-388.0
P52742,-397.0
P52744,-151.0
P52747,-221.0
P52756,-146.0
P52757,-545.0
P52758,-142.0
P52788,-374.0
P52789,-776.0
P52790,-873.0
P52797,-66.0
P52798,-135.0
P52799,-227.0
P52803,-99.0
P52815,-254.0
P52823,-279.0
P52824,-791.0
P52848,-1051.0
P52849,-985.0
P52888,-761.0
P52895,-308.0
P52907,-182.0
P52926,151.0
P52945,-116.0
P52948,-60.0
P52951,-78.0
P52952,-212.0
P52954,-102.0
P52961,-286.0
P53004,-226.0
P53007,-347.0
P53041,-364.0
P53350,-747.0
P53355,-1579.0
P53365,-227.0
P53367,-318.0
P53370,-262.0
P53384,-174.0
P53396,-840.0
P53420,3420.0
P53539,75.0
P53567,-25.0
P53582,-253.0
P53597,-143.0
P53602,-436.0
P53609,-290.0
P53611,-363.0
P53618,-1410.0
P53621,-1222.0
P53634,-228.0
P53667,-554.0
P53671,-645.0
P53672,26.0
P53673,-30.0
P53674,18.0
P53675,-2253.0
P53677,-336.0
P53680,-209.0
P53701,-177.0
P53708,-798.0
P53778,-407.0
P53779,-491.0
P53794,-1157.0
P53801,-258.0
P53803,-59.0
P53804,-1679.0
P53805,-178.0
P53814,-258.0
P53816,-176.0
P53985,-591.0
P53990,-99.0
P53992,-242.0
P53999,35.0
P54098,-1022.0
P54105,-70.0
P54107,-195.0
P54108,-115.0
P54132,-707.0
P54136,-838.0
P54198,-844.0
P54219,-687.0
P54252,-244.0
P54253,-111.0
P54257,-354.0
P54259,445.0
P54274,-253.0
P54277,-670.0
P54278,-380.0
P54284,-281.0
P54289,-833.0
P54296,-971.0
P54315,-342.0
P54317,-162.0
P54368,-140.0
P54577,-458.0
P54578,-251.0
P54619,-557.0
P54646,-561.0
P54652,-430.0
P54687,-268.0
P54707,-1358.0
P54709,-232.0
P54710,-37.0
P54725,-112.0
P54727,-96.0
P54750,-706.0
P54753,-871.0
P54756,-857.0
P54760,-728.0
P54762,-850.0
P54764,-810.0
P54802,-803.0
P54803,-475.0
P54819,-321.0
P54821,-121.0
P54829,-515.0
P54840,-745.0
P54845,-75.0
P54849,-359.0
P54851,-340.0
P54852,-352.0
P54855,-673.0
P54868,-372.0
P54886,-863.0
P54920,-299.0
P54922,-169.0
P55000,-143.0
P55001,-146.0
P55008,-60.0
P55010,-297.0
P55011,-1267.0
P55017,-1357.0
P55036,-159.0
P55039,-427.0
P55040,-246.0
P55042,-96.0
P55055,-223.0
P55056,-161.0
P55058,-616.0
P55060,-1457.0
P55061,-437.0
P55064,-413.0
P55072,-660.0
P55075,-199.0
P55081,-36.0
P55083,-29.0
P55084,-409.0
P55085,-742.0
P55087,-417.0
P55089,-113.0
P55107,-418.0
P55145,-275.0
P55157,-911.0
P55160,-1817.0
P55196,-960.0
P55197,176.0
P55198,121.0
P55199,-292.0
P55201,-444.0
P55209,-58.0
P55210,-125.0
P55211,-303.0
P55212,-264.0
P55259,-416.0
P55263,-331.0
P55265,-544.0
P55268,-1113.0
P55273,-188.0
P55283,-456.0
P55285,-474.0
P55286,-584.0
P55287,-435.0
P55289,-550.0
P55290,-505.0
P55291,-768.0
P55316,93.0
P55317,227.0
P55318,130.0
P55327,-54.0
P55344,-349.0
P55345,-367.0
P55347,-121.0
P55735,-183.0
P55769,-117.0
P55771,-83.0
P55773,-120.0
P55774,-113.0
P55786,-980.0
P55789,-191.0
P55795,253.0
P55809,-289.0
P55851,-331.0
P55854,-6.0
P55884,-407.0
P55895,-134.0
P55899,-284.0
P55916,-328.0
P55957,-258.0
P56134,-88.0
P56159,-411.0
P56177,113.0
P56178,22.0
P56180,-920.0
P56181,-1.0
P56182,-330.0
P56192,-959.0
P56199,-581.0
P56202,-236.0
P56211,37.0
P56270,-265.0
P56278,-127.0
P56279,-188.0
P56282,-371.0
P56373,-318.0
P56377,-170.0
P56381,-41.0
P56470,37.0
P56524,-560.0
P56537,-266.0
P56539,-263.0
P56545,-501.0
P56556,-167.0
P56557,-236.0
P56559,-182.0
P56589,-506.0
P56597,-309.0
P56645,-444.0
P56693,189.0
P56696,-716.0
P56703,-318.0
P56704,-306.0
P56705,-298.0
P56706,-254.0
P56715,-538.0
P56730,-291.0
P56746,-279.0
P56747,-364.0
P56748,-363.0
P56750,-399.0
P56817,-436.0
P56851,-185.0
P56856,-256.0
P56915,-53.0
P56937,-393.0
P56945,-301.0
P56962,-321.0
P56975,-308.0
P57052,-2.0
P57053,-97.0
P57054,-271.0
P57055,147.0
P57057,-672.0
P57059,-589.0
P57071,-848.0
P57073,180.0
P57075,-763.0
P57076,-231.0
P57078,-860.0
P57081,-421.0
P57082,-167.0
P57086,-190.0
P57087,-145.0
P57088,-517.0
P57103,-1166.0
P57105,-66.0
P57678,-1650.0
P57679,-966.0
P57682,5.0
P57721,-235.0
P57727,-380.0
P57729,-242.0
P57730,-84.0
P57735,-258.0
P57737,-753.0
P57739,-330.0
P57740,-1025.0
P57764,-325.0
P57768,-145.0
P57771,-156.0
P57772,-529.0
P57789,-533.0
P57796,-10.0
P58004,-573.0
P58005,-562.0
P58012,-18.0
P58107,-5690.0
P58215,-418.0
P58304,-161.0
P58335,-455.0
P58340,6.0
P58397,-327.0
P58400,-129.0
P58401,-260.0
P58418,-339.0
P58499,-176.0
P58546,-130.0
P58743,-874.0
P58753,-137.0
P58876,-94.0
P59044,-1163.0
P59046,-1532.0
P59047,-1388.0
P59103,-145.0
P59190,-171.0
P59510,-547.0
P59542,-772.0
P59665,-145.0
P59666,-140.0
P59780,-248.0
P59817,-152.0
P59827,-624.0
P59861,-119.0
P59901,-248.0
P59910,-157.0
P59923,-698.0
P59942,-65.0
P59990,-80.0
P59991,-84.0
P59998,-222.0
P60006,67.0
P60008,-203.0
P60014,-155.0
P60022,-79.0
P60033,-431.0
P60059,-122.0
P60174,-168.0
P60201,-428.0
P60228,-644.0
P60321,-24.0
P60323,-97.0
P60328,-133.0
P60329,-125.0
P60368,-97.0
P60370,-237.0
P60371,-147.0
P60372,-147.0
P60409,-132.0
P60410,-176.0
P60411,-120.0
P60412,-187.0
P60468,-37.0
P60484,-244.0
P60507,-590.0
P60508,-462.0
P60510,-255.0
P60520,-84.0
P60568,-241.0
P60602,-35.0
P60604,-82.0
P60660,-123.0
P60709,-340.0
P60763,-245.0
P60842,-422.0
P60852,-468.0
P60866,-147.0
P60880,-63.0
P60891,-438.0
P60896,76.0
P60900,-251.0
P60903,-40.0
P60953,-164.0
P60981,-180.0
P61006,-213.0
P61009,-193.0
P61011,-304.0
P61018,-185.0
P61019,-215.0
P61020,-145.0
P61024,-55.0
P61026,-165.0
P61073,-633.0
P61077,-113.0
P61081,-77.0
P61086,-188.0
P61088,-177.0
P61106,-177.0
P61158,-447.0
P61160,-423.0
P61163,-386.0
P61165,-181.0
P61201,-483.0
P61204,-216.0
P61218,-56.0
P61221,-642.0
P61224,-120.0
P61225,-133.0
P61244,-57.0
P61247,-155.0
P61254,-72.0
P61266,-313.0
P61278,-100.0
P61289,-310.0
P61296,-85.0
P61313,-222.0
P61326,-158.0
P61328,-63.0
P61353,-82.0
P61371,-267.0
P61421,-540.0
P61457,-106.0
P61513,-59.0
P61586,-162.0
P61587,-146.0
P61599,-247.0
P61601,-110.0
P61604,-37.0
P61619,-719.0
P61626,-149.0
P61647,-288.0
P61758,-146.0
P61764,-726.0
P61769,-117.0
P61803,-225.0
P61812,-482.0
P61916,-32.0
P61923,-224.0
P61925,-2.0
P61927,-62.0
P61952,-25.0
P61956,7.0
P61960,-102.0
P61962,-388.0
P61964,-202.0
P61966,-144.0
P61968,-147.0
P61970,-128.0
P61978,54.0
P61981,-266.0
P62068,-327.0
P62070,-200.0
P62072,-42.0
P62079,-384.0
P62081,-118.0
P62136,-286.0
P62140,-320.0
P62166,-90.0
P62191,-347.0
P62195,-409.0
P62241,-149.0
P62244,-124.0
P62249,-153.0
P62253,-112.0
P62256,-65.0
P62258,-264.0
P62263,-91.0
P62266,-80.0
P62269,-220.0
P62273,-58.0
P62277,-218.0
P62280,-90.0
P62304,-91.0
P62306,-43.0
P62308,-34.0
P62310,-99.0
P62312,-56.0
P62314,-38.0
P62316,-57.0
P62318,-47.0
P62324,-170.0
P62328,62.0
P62330,-199.0
P62333,-483.0
P62380,-278.0
P62424,-294.0
P62487,-161.0
P62491,-250.0
P62495,-324.0
P62508,-284.0
P62633,23.0
P62699,-129.0
P62701,-262.0
P62714,-245.0
P62736,-347.0
P62745,-196.0
P62750,-169.0
P62753,-195.0
P62760,-115.0
P62805,-104.0
P62807,-95.0
P62820,-171.0
P62826,-164.0
P62829,-95.0
P62834,-145.0
P62837,-120.0
P62841,-108.0
P62847,-80.0
P62851,-81.0
P62854,-168.0
P62857,-48.0
P62861,-42.0
P62873,-232.0
P62875,-115.0
P62877,-111.0
P62879,-224.0
P62888,-107.0
P62891,-58.0
P62899,-112.0
P62906,-220.0
P62910,-129.0
P62913,-120.0
P62917,-153.0
P62937,11.0
P62942,-12.0
P62945,18.0
P62952,-209.0
P62955,-408.0
P62979,-125.0
P62987,-151.0
P62993,-71.0
P62995,-1.0
P63000,-253.0
P63010,-1067.0
P63027,-146.0
P63092,-374.0
P63096,-373.0
P63098,-84.0
P63104,-215.0
P63128,-386.0
P63146,-28.0
P63151,-330.0
P63162,-66.0
P63165,-13.0
P63167,-66.0
P63172,-62.0
P63173,-62.0
P63208,-52.0
P63211,-51.0
P63218,-44.0
P63220,-68.0
P63241,-42.0
P63244,-243.0
P63252,-487.0
P63261,-324.0
P63267,-358.0
P63272,-47.0
P63279,-71.0
P63316,-53.0
P67775,-237.0
P67809,323.0
P67812,-252.0
P67870,-110.0
P67936,-111.0
P68032,-361.0
P68036,-77.0
P68104,-221.0
P68106,5.0
P68133,-344.0
P68363,-372.0
P68366,-374.0
P68371,-90.0
P68400,-427.0
P68402,-223.0
P68431,-156.0
P68871,-200.0
P69891,-169.0
P69892,-169.0
P69905,-205.0
P78310,-246.0
P78314,-147.0
P78316,-723.0
P78317,-162.0
P78318,-262.0
P78324,-329.0
P78325,-410.0
P78329,-772.0
P78330,-227.0
P78332,334.0
P78333,-621.0
P78334,-526.0
P78337,180.0
P78344,-594.0
P78345,-357.0
P78346,-411.0
P78347,-368.0
P78348,-500.0
P78352,-615.0
P78356,-254.0
P78357,-727.0
P78358,33.0
P78362,-373.0
P78363,-2566.0
P78364,6.0
P78367,-168.0
P78368,-299.0
P78369,-214.0
P78371,-696.0
P78380,-190.0
P78381,-535.0
P78382,-575.0
P78383,-601.0
P78385,-335.0
P78386,-369.0
P78395,-820.0
P78396,-552.0
P78406,-51.0
P78410,-323.0
P78411,200.0
P78412,-254.0
P78413,-164.0
P78415,-113.0
P78417,-200.0
P78423,-119.0
P78424,-143.0
P78426,11.0
P78504,102.0
P78508,-552.0
P78509,-1480.0
P78524,-591.0
P78527,-5197.0
P78536,-352.0
P78537,-164.0
P78539,-334.0
P78540,-341.0
P78543,-204.0
P78545,-43.0
P78549,-301.0
P78552,-273.0
P78556,-170.0
P78559,-154.0
P78560,-215.0
P78562,-752.0
P78563,-207.0
P79483,-165.0
P79522,107.0
P80075,-105.0
P80098,-77.0
P80108,-514.0
P80162,-139.0
P80188,-132.0
P80192,-495.0
P80217,-216.0
P80294,-64.0
P80297,-74.0
P80303,-426.0
P80365,-588.0
P80370,-131.0
P80404,-400.0
P80511,-102.0
P80723,187.0
P81172,-88.0
P81274,-546.0
P81277,-112.0
P81534,-98.0
P81605,-45.0
P82094,-521.0
P82251,-928.0
P82279,-227.0
P82650,-390.0
P82912,-141.0
P82930,-257.0
P82979,-55.0
P82987,-747.0
P83105,-357.0
P83110,-376.0
P83111,-324.0
P83369,-92.0
P83436,-1009.0
P83731,-82.0
P83876,-155.0
P83881,-14.0
P83916,20.0
P84022,-261.0
P84074,-130.0
P84077,-207.0
P84085,-207.0
P84090,-124.0
P84095,-264.0
P84098,-191.0
P84103,-53.0
P84243,-159.0
P84550,265.0
P84996,-281.0
P85037,-311.0
P85298,-608.0
P85299,-244.0
P86397,-251.0
P86452,-764.0
P86479,96.0
P86480,96.0
P98066,-143.0
P98073,-346.0
P98077,-407.0
P98082,348.0
P98088,-867.0
P98095,-390.0
P98153,-251.0
P98155,-395.0
P98160,-1439.0
P98161,-3882.0
P98164,-1854.0
P98168,-104.0
P98170,-353.0
P98171,-679.0
P98172,-215.0
P98174,-592.0
P98175,5.0
P98177,-129.0
P98179,233.0
P98187,-813.0
P98194,-951.0
P98196,-1512.0
P98198,-1420.0
P99999,7.0
Q00005,-392.0
Q00013,-287.0
Q00056,-60.0
Q00059,-255.0
Q00169,-234.0
Q00266,-293.0
Q00325,-391.0
Q00341,-1093.0
Q00403,-289.0
Q00444,-44.0
Q00526,-427.0
Q00532,-509.0
Q00534,-369.0
Q00535,-334.0
Q00536,-546.0
Q00537,-374.0
Q00577,66.0
Q00587,75.0
Q00597,-901.0
Q00604,-172.0
Q00610,-2095.0
Q00613,-221.0
Q00653,-465.0
Q00688,-50.0
Q00722,-811.0
Q00765,-269.0
Q00796,-295.0
Q00839,670.0
Q00872,-778.0
Q00887,-452.0
Q00888,-379.0
Q00889,-419.0
Q00973,-528.0
Q00975,-2258.0
Q00978,-109.0
Q00987,-133.0
Q00994,9.0
Q00G26,-503.0
Q00LT1,-32.0
Q01064,-653.0
Q01081,-74.0
Q01082,-2566.0
Q01085,51.0
Q01094,-327.0
Q01101,-296.0
Q01105,73.0
Q01113,-392.0
Q01118,-2588.0
Q01130,-29.0
Q01151,-171.0
Q01167,-134.0
Q01196,-131.0
Q01201,-182.0
Q01344,-563.0
Q01362,-314.0
Q01415,-470.0
Q01432,-733.0
Q01433,-971.0
Q01449,-91.0
Q01453,-298.0
Q01469,-100.0
Q01484,-1477.0
Q01518,-294.0
Q01523,-88.0
Q01524,-117.0
Q01534,-229.0
Q01538,174.0
Q01543,-75.0
Q01546,459.0
Q01581,-407.0
Q01628,-213.0
Q01629,-198.0
Q01638,-582.0
Q01650,-765.0
Q01658,-97.0
Q01664,-257.0
Q01668,-2147.0
Q01718,-650.0
Q01726,-751.0
Q01740,-485.0
Q01780,-705.0
Q01804,-75.0
Q01813,-638.0
Q01814,-1035.0
Q01826,-483.0
Q01831,-359.0
Q01844,1327.0
Q01850,-346.0
Q01851,-106.0
Q01860,-5.0
Q01892,-108.0
Q01954,-445.0
Q01955,3509.0
Q01959,-849.0
Q01968,-756.0
Q01970,-860.0
Q01973,-393.0
Q01974,-424.0
Q02040,-375.0
Q02078,178.0
Q02080,-60.0
Q02083,-441.0
Q02086,-184.0
Q02094,-547.0
Q02108,-580.0
Q02127,-335.0
Q02153,-668.0
Q02156,-474.0
Q02161,-715.0
Q02218,-952.0
Q02221,-106.0
Q02223,-224.0
Q02224,-2370.0
Q02241,-396.0
Q02246,-554.0
Q02252,-311.0
Q02297,-38.0
Q02318,-641.0
Q02363,-134.0
Q02383,315.0
Q02388,3257.0
Q02410,-380.0
Q02413,-282.0
Q02446,136.0
Q02447,226.0
Q02487,-431.0
Q02505,-966.0
Q02535,-173.0
Q02539,46.0
Q02543,-189.0
Q02548,47.0
Q02556,-205.0
Q02575,-59.0
Q02577,-178.0
Q02641,-213.0
Q02643,-716.0
Q02742,-523.0
Q02747,-92.0
Q02750,-298.0
Q02763,-947.0
Q02779,-428.0
Q02790,-190.0
Q02809,-797.0
Q02817,-4514.0
Q02818,-419.0
Q02833,-274.0
Q02846,-1436.0
Q02878,-235.0
Q02880,-625.0
Q02928,-745.0
Q02930,-56.0
Q02952,443.0
Q02962,26.0
Q02978,-437.0
Q02985,-74.0
Q03001,-6711.0
Q03013,-291.0
Q03014,-57.0
Q03052,21.0
Q03060,-126.0
Q03111,116.0
Q03112,-143.0
Q03113,-482.0
Q03135,-314.0
Q03154,-373.0
Q03164,-38.0
Q03167,-498.0
Q03181,-398.0
Q03188,-204.0
Q03252,-398.0
Q03393,-111.0
Q03395,-471.0
Q03403,26.0
Q03405,-212.0
Q03426,-478.0
Q03431,-722.0
Q03468,-612.0
Q03518,-956.0
Q03519,-858.0
Q03591,-150.0
Q03692,1379.0
Q03721,-590.0
Q03923,-411.0
Q03933,-271.0
Q03989,-277.0
Q04118,624.0
Q04206,-182.0
Q04323,-134.0
Q04446,-559.0
Q04609,-387.0
Q04637,-595.0
Q04656,-1683.0
Q04671,-1428.0
Q04695,-289.0
Q04721,-77.0
Q04724,-353.0
Q04725,-432.0
Q04726,-346.0
Q04727,-343.0
Q04741,-179.0
Q04743,-208.0
Q04756,-382.0
Q04759,-606.0
Q04760,-115.0
Q04771,-435.0
Q04828,-306.0
Q04837,-139.0
Q04844,-729.0
Q04864,15.0
Q04900,-74.0
Q04912,-1115.0
Q04917,-234.0
Q04941,-349.0
Q05066,-122.0
Q05084,-343.0
Q05086,-761.0
Q05193,-637.0
Q05195,-161.0
Q05209,-331.0
Q05215,-203.0
Q05315,-64.0
Q05329,-560.0
Q05397,-955.0
Q05469,-711.0
Q05481,-1044.0
Q05513,-458.0
Q05516,-430.0
Q05519,-233.0
Q05586,-797.0
Q05639,-214.0
Q05655,-514.0
Q05682,121.0
Q05707,-203.0
Q05823,-758.0
Q05901,-574.0
Q05923,-353.0
Q05925,-14.0
Q05932,-673.0
Q05940,-738.0
Q05996,-456.0
Q05BQ5,-263.0
Q05D60,-439.0
Q06033,-591.0
Q06055,-205.0
Q06124,-366.0
Q06136,-305.0
Q06141,-88.0
Q06187,-425.0
Q06190,-622.0
Q06203,-487.0
Q06210,-743.0
Q06265,-329.0
Q06278,-1119.0
Q06323,-233.0
Q06330,-233.0
Q06413,49.0
Q06416,0.0
Q06418,-615.0
Q06432,-376.0
Q06455,-283.0
Q06481,-517.0
Q06495,-1132.0
Q06520,-227.0
Q06546,-391.0
Q06547,-214.0
Q06587,101.0
Q06609,-326.0
Q06643,-124.0
Q06710,-90.0
Q06730,-434.0
Q06787,-90.0
Q06828,-245.0
Q06830,-94.0
Q06889,-66.0
Q06945,296.0
Q07001,-646.0
Q07002,-417.0
Q07011,-20.0
Q07020,-186.0
Q07021,-121.0
Q07065,-320.0
Q07075,-840.0
Q07092,2741.0
Q07108,-68.0
Q07157,-365.0
Q07283,-337.0
Q07325,-70.0
Q07326,-508.0
Q07343,-544.0
Q07352,-111.0
Q07444,-249.0
Q07617,-666.0
Q07627,-15.0
Q07654,-31.0
Q07666,25.0
Q07687,246.0
Q07699,-268.0
Q07812,-210.0
Q07817,-182.0
Q07820,-296.0
Q07837,-453.0
Q07864,-2492.0
Q07866,-342.0
Q07869,-339.0
Q07889,-1254.0
Q07890,-1352.0
Q07912,-594.0
Q07954,-1667.0
Q07955,65.0
Q07960,-550.0
Q07973,-597.0
Q08043,-1046.0
Q08050,-301.0
Q08116,-138.0
Q08117,-173.0
Q08170,120.0
Q08174,-536.0
Q08188,-199.0
Q08209,-394.0
Q08211,-561.0
Q08257,-270.0
Q08289,-279.0
Q08334,-254.0
Q08345,-632.0
Q08357,-769.0
Q08378,-715.0
Q08379,-639.0
Q08380,-521.0
Q08397,24.0
Q08426,-664.0
Q08431,-256.0
Q08462,-1711.0
Q08477,-801.0
Q08493,-688.0
Q08495,-57.0
Q08499,-547.0
Q08554,-484.0
Q08623,-218.0
Q08629,-148.0
Q08648,-141.0
Q08708,-115.0
Q08722,-506.0
Q08752,-146.0
Q08828,-1535.0
Q08830,-68.0
Q08881,-554.0
Q08945,-198.0
Q08999,-853.0
Q08AD1,-704.0
Q08AE8,-547.0
Q08AF8,-24.0
Q08AG5,-367.0
Q08AG7,-75.0
Q08AH1,-493.0
Q08AH3,-497.0
Q08AM6,-1197.0
Q08ET2,-248.0
Q08J23,-461.0
Q09013,-607.0
Q09028,-208.0
Q09161,-1103.0
Q09327,-377.0
Q09328,-689.0
Q09428,-2664.0
Q09470,-568.0
Q09472,552.0
Q09666,4855.0
Q09FC8,-387.0
Q0D2H9,-39.0
Q0D2I5,-311.0
Q0D2K0,-771.0
Q0D2K3,-66.0
Q0GE19,-642.0
Q0IIM8,-1350.0
Q0JRZ9,-380.0
Q0P5N6,-234.0
Q0PNE2,-375.0
Q0VAK6,-175.0
Q0VAM2,-622.0
Q0VAQ4,-133.0
Q0VD83,255.0
Q0VD86,-125.0
Q0VDD7,229.0
Q0VDD8,-4124.0
Q0VDF9,-486.0
Q0VF96,-610.0
Q0VG06,-961.0
Q0VG99,34.0
Q0VGL1,-82.0
Q0WX57,-455.0
Q0ZGT2,-278.0
Q0ZLH3,-377.0
Q10469,-508.0
Q10471,-300.0
Q10472,-448.0
Q10567,-1088.0
Q10570,-1383.0
Q10571,1419.0
Q10586,-114.0
Q10587,-79.0
Q10588,-302.0
Q10589,-247.0
Q10713,-484.0
Q10981,-492.0
Q11128,-422.0
Q11130,-500.0
Q11201,-358.0
Q11203,-423.0
Q11206,-366.0
Q12756,-1676.0
Q12768,-1791.0
Q12769,-1935.0
Q12770,-1457.0
Q12772,-892.0
Q12774,-215.0
Q12778,304.0
Q12789,-1525.0
Q12791,-1122.0
