UniProt_ID,region,unspliced_score,spliced_score,n_segments,tool,tool_type,whole_score,splice_delta
O75581,Cytoplasmic,0.4772727272727273,0.4772727272727273,1,LLPhyScore,sequence,-0.7786732796032239,0.0
O75581,Extracellular/Lumenal,-0.9437453737971871,-0.9437453737971871,1,LLPhyScore,sequence,-0.7786732796032239,0.0
O75581,Transmembrane,-2.9130434782608696,-2.9130434782608696,1,LLPhyScore,sequence,-0.7786732796032239,0.0
P00533,Cytoplasmic,-0.7472324723247232,-0.7472324723247232,1,LLPhyScore,sequence,-0.6545454545454545,0.0
P00533,Extracellular/Lumenal,-0.4927536231884058,-0.4927536231884058,1,LLPhyScore,sequence,-0.6545454545454545,0.0
P00533,Transmembrane,-2.3043478260869565,-2.3043478260869565,1,LLPhyScore,sequence,-0.6545454545454545,0.0
P01857,Extracellular/Lumenal,-0.2909090909090909,-0.2909090909090909,1,LLPhyScore,sequence,-0.2909090909090909,0.0
P04626,Cytoplasmic,-0.5155172413793103,-0.5155172413793103,1,LLPhyScore,sequence,-0.7737051792828685,0.0
P04626,Extracellular/Lumenal,-0.8222222222222222,-0.8222222222222222,1,LLPhyScore,sequence,-0.7737051792828685,0.0
P04626,Transmembrane,-3.782608695652174,-3.782608695652174,1,LLPhyScore,sequence,-0.7737051792828685,0.0
P05067,Cytoplasmic,0.1458333333333333,0.1458333333333333,1,LLPhyScore,sequence,-0.5428571428571428,0.0
P05067,Extracellular/Lumenal,-0.4619883040935672,-0.4619883040935672,1,LLPhyScore,sequence,-0.5428571428571428,0.0
P05067,Transmembrane,-3.333333333333333,-3.333333333333333,1,LLPhyScore,sequence,-0.5428571428571428,0.0
P05556,Cytoplasmic,-0.8297872340425532,-0.8297872340425532,1,LLPhyScore,sequence,-0.3383458646616541,0.0
P05556,Extracellular/Lumenal,-0.1299435028248587,-0.1299435028248587,1,LLPhyScore,sequence,-0.3383458646616541,0.0
P05556,Transmembrane,-3.347826086956522,-3.347826086956522,1,LLPhyScore,sequence,-0.3383458646616541,0.0
P07766,Cytoplasmic,0.5818181818181818,0.5818181818181818,1,LLPhyScore,sequence,-0.217391304347826,0.0
P07766,Extracellular/Lumenal,0.173076923076923,0.173076923076923,1,LLPhyScore,sequence,-0.217391304347826,0.0
P07766,Transmembrane,-3.3846153846153846,-3.3846153846153846,1,LLPhyScore,sequence,-0.217391304347826,0.0
P07949,Cytoplasmic,-0.7483588621444202,-0.7483588621444202,1,LLPhyScore,sequence,-0.8339317773788151,0.0
P07949,Extracellular/Lumenal,-0.7742998352553542,-0.7742998352553542,1,LLPhyScore,sequence,-0.8339317773788151,0.0
P07949,Transmembrane,-3.136363636363636,-3.136363636363636,1,LLPhyScore,sequence,-0.8339317773788151,0.0
P08172,Cytoplasmic,-1.110813492063492,0.0334728033472803,4,LLPhyScore,sequence,-1.201716738197425,1.1442862954107722
P08172,Extracellular/Lumenal,-1.8089285714285714,-1.3333333333333333,4,LLPhyScore,sequence,-1.201716738197425,0.4755952380952382
P08172,Transmembrane,-2.9167995933213327,-3.1907514450867054,7,LLPhyScore,sequence,-1.201716738197425,-0.27395185176537273
P08247,Cytoplasmic,0.6031746031746033,1.7459016393442623,3,LLPhyScore,sequence,-0.0575079872204472,1.142727036169659
P08247,Extracellular/Lumenal,-0.6052631578947368,-0.3684210526315789,2,LLPhyScore,sequence,-0.0575079872204472,0.2368421052631579
P08247,Transmembrane,-2.104166666666667,-1.8541666666666667,4,LLPhyScore,sequence,-0.0575079872204472,0.2500000000000002
P08908,Cytoplasmic,-1.0013013302486986,-0.639344262295082,4,LLPhyScore,sequence,-1.6018957345971565,0.3619570679536166
P08908,Extracellular/Lumenal,-0.4201388888888889,-0.3783783783783784,4,LLPhyScore,sequence,-1.6018957345971565,0.041760510510510496
P08908,Transmembrane,-2.8616064370412198,-3.2,7,LLPhyScore,sequence,-1.6018957345971565,-0.3383935629587804
P10747,Cytoplasmic,-0.6097560975609756,-0.6097560975609756,1,LLPhyScore,sequence,-0.8590909090909091,0.0
P10747,Extracellular/Lumenal,-0.6567164179104478,-0.6567164179104478,1,LLPhyScore,sequence,-0.8590909090909091,0.0
P10747,Transmembrane,-3.6666666666666665,-3.6666666666666665,1,LLPhyScore,sequence,-0.8590909090909091,0.0
P11362,Cytoplasmic,-0.8823529411764706,-0.8823529411764706,1,LLPhyScore,sequence,-0.8418491484184915,0.0
P11362,Extracellular/Lumenal,-0.4957746478873239,-0.4957746478873239,1,LLPhyScore,sequence,-0.8418491484184915,0.0
P11362,Transmembrane,-3.0476190476190474,-3.0476190476190474,1,LLPhyScore,sequence,-0.8418491484184915,0.0
P13569,Cytoplasmic,-1.049040602895383,-0.9848484848484848,7,LLPhyScore,sequence,-1.3682432432432432,0.06419211804689817
P13569,Extracellular/Lumenal,-0.8646367521367521,-1.6095238095238096,6,LLPhyScore,sequence,-1.3682432432432432,-0.7448870573870575
P13569,Transmembrane,-2.326232247284879,-2.909090909090909,12,LLPhyScore,sequence,-1.3682432432432432,-0.5828586618060303
P15529,Cytoplasmic,-0.7692307692307693,-0.7692307692307693,1,LLPhyScore,sequence,-0.5943877551020408,0.0
P15529,Extracellular/Lumenal,-0.2783171521035599,-0.2783171521035599,1,LLPhyScore,sequence,-0.5943877551020408,0.0
P15529,Transmembrane,-4.130434782608695,-4.130434782608695,1,LLPhyScore,sequence,-0.5943877551020408,0.0
P15941,Cytoplasmic,-0.1621621621621621,-0.1621621621621621,1,LLPhyScore,sequence,1.152191235059761,0.0
P15941,Extracellular/Lumenal,1.3488986784140968,1.3488986784140968,1,LLPhyScore,sequence,1.152191235059761,0.0
P15941,Transmembrane,-3.347826086956522,-3.347826086956522,1,LLPhyScore,sequence,1.152191235059761,0.0
P15954,Extracellular/Lumenal,1.4215686274509804,1.0,2,LLPhyScore,sequence,-1.2698412698412698,-0.42156862745098045
P15954,Transmembrane,-2.111111111111111,-2.111111111111111,1,LLPhyScore,sequence,-1.2698412698412698,0.0
P17948,Cytoplasmic,-0.6971326164874552,-0.6971326164874552,1,LLPhyScore,sequence,-0.906576980568012,0.0
P17948,Extracellular/Lumenal,-0.9043715846994536,-0.9043715846994536,1,LLPhyScore,sequence,-0.906576980568012,0.0
P17948,Transmembrane,-3.772727272727273,-3.772727272727273,1,LLPhyScore,sequence,-0.906576980568012,0.0
P20963,Cytoplasmic,-0.0530973451327433,-0.0530973451327433,1,LLPhyScore,sequence,-0.7012195121951219,0.0
P20963,Extracellular/Lumenal,-1.7777777777777777,-1.7777777777777777,1,LLPhyScore,sequence,-0.7012195121951219,0.0
P20963,Transmembrane,-3.619047619047619,-3.619047619047619,1,LLPhyScore,sequence,-0.7012195121951219,0.0
P21802,Cytoplasmic,-0.7730496453900709,-0.7730496453900709,1,LLPhyScore,sequence,-0.833130328867235,0.0
P21802,Extracellular/Lumenal,-0.601123595505618,-0.601123595505618,1,LLPhyScore,sequence,-0.833130328867235,0.0
P21802,Transmembrane,-3.9047619047619047,-3.9047619047619047,1,LLPhyScore,sequence,-0.833130328867235,0.0
P29317,Cytoplasmic,-1.062200956937799,-1.062200956937799,1,LLPhyScore,sequence,-0.8360655737704918,0.0
P29317,Extracellular/Lumenal,-0.5097276264591439,-0.5097276264591439,1,LLPhyScore,sequence,-0.8360655737704918,0.0
P29317,Transmembrane,-1.761904761904762,-1.761904761904762,1,LLPhyScore,sequence,-0.8360655737704918,0.0
P31431,Cytoplasmic,0.4285714285714285,0.4285714285714285,1,LLPhyScore,sequence,-0.4090909090909091,0.0
P31431,Extracellular/Lumenal,0.2283464566929134,0.2283464566929134,1,LLPhyScore,sequence,-0.4090909090909091,0.0
P31431,Transmembrane,-2.92,-2.92,1,LLPhyScore,sequence,-0.4090909090909091,0.0
P31645,Cytoplasmic,-0.8146685334370064,-0.3990384615384615,7,LLPhyScore,sequence,-1.3333333333333333,0.4156300718985449
P31645,Extracellular/Lumenal,-0.7181871218964715,-0.7621951219512195,6,LLPhyScore,sequence,-1.3333333333333333,-0.04400800005474803
P31645,Transmembrane,-2.719962346323902,-2.895348837209302,12,LLPhyScore,sequence,-1.3333333333333333,-0.17538649088539993
P35968,Cytoplasmic,-0.7092819614711033,-0.7092819614711033,1,LLPhyScore,sequence,-0.7595870206489675,0.0
P35968,Extracellular/Lumenal,-0.6751677852348993,-0.6751677852348993,1,LLPhyScore,sequence,-0.7595870206489675,0.0
P35968,Transmembrane,-3.4285714285714284,-3.4285714285714284,1,LLPhyScore,sequence,-0.7595870206489675,0.0
P40967,Cytoplasmic,-0.3555555555555555,-0.3555555555555555,1,LLPhyScore,sequence,-0.4977307110438729,0.0
P40967,Extracellular/Lumenal,-0.7222222222222222,-0.7222222222222222,1,LLPhyScore,sequence,-0.4977307110438729,0.0
P40967,Transmembrane,-3.142857142857143,-3.142857142857143,1,LLPhyScore,sequence,-0.4977307110438729,0.0
P46531,Cytoplasmic,-0.1314142678347934,-0.1314142678347934,1,LLPhyScore,sequence,0.1013698630136986,0.0
P46531,Extracellular/Lumenal,0.2813046010483401,0.2813046010483401,1,LLPhyScore,sequence,0.1013698630136986,0.0
P46531,Transmembrane,-2.1904761904761907,-2.1904761904761907,1,LLPhyScore,sequence,0.1013698630136986,0.0
P49146,Cytoplasmic,-1.2214756920639274,-0.9553571428571428,4,LLPhyScore,sequence,-1.7296587926509186,0.26611854920678457
P49146,Extracellular/Lumenal,0.31666666666666665,0.0459770114942528,4,LLPhyScore,sequence,-1.7296587926509186,-0.27068965517241383
P49146,Transmembrane,-2.7938831377961817,-3.043956043956044,7,LLPhyScore,sequence,-1.7296587926509186,-0.2500729061598621
P61073,Cytoplasmic,-0.40607142857142864,-0.6106194690265486,4,LLPhyScore,sequence,-1.7982954545454546,-0.20454804045511998
P61073,Extracellular/Lumenal,-1.0722829801777172,-0.6153846153846154,4,LLPhyScore,sequence,-1.7982954545454546,0.45689836479310175
P61073,Transmembrane,-3.1353061224489798,-3.5,7,LLPhyScore,sequence,-1.7982954545454546,-0.36469387755102023
P63027,Cytoplasmic,-0.5698924731182796,-0.5698924731182796,1,LLPhyScore,sequence,-1.2586206896551724,0.0
P63027,Extracellular/Lumenal,0.0,0.0,1,LLPhyScore,sequence,-1.2586206896551724,0.0
P63027,Transmembrane,-4.25,-4.25,1,LLPhyScore,sequence,-1.2586206896551724,0.0
Q03135,Cytoplasmic,-1.841546070708921,-1.544871794871795,2,LLPhyScore,sequence,-1.7640449438202248,0.29667427583712613
Q04671,Cytoplasmic,-1.825078380179182,-1.0589970501474926,7,LLPhyScore,sequence,-1.704057279236277,0.7660813300316893
Q04671,Extracellular/Lumenal,-1.158267815657866,-1.2006802721088434,6,LLPhyScore,sequence,-1.704057279236277,-0.042412456450977354
Q04671,Transmembrane,-2.275599128540305,-3.2195121951219514,12,LLPhyScore,sequence,-1.704057279236277,-0.9439130665816462
Q07065,Cytoplasmic,1.2169811320754718,1.2169811320754718,1,LLPhyScore,sequence,-0.53156146179402,0.0
Q07065,Extracellular/Lumenal,-0.7957894736842105,-0.7957894736842105,1,LLPhyScore,sequence,-0.53156146179402,0.0
Q07065,Transmembrane,-1.9047619047619049,-1.9047619047619049,1,LLPhyScore,sequence,-0.53156146179402,0.0
Q08345,Cytoplasmic,-0.76,-0.76,1,LLPhyScore,sequence,-0.6922234392113911,0.0
Q08345,Extracellular/Lumenal,-0.3148614609571788,-0.3148614609571788,1,LLPhyScore,sequence,-0.6922234392113911,0.0
Q08345,Transmembrane,-3.238095238095238,-3.238095238095238,1,LLPhyScore,sequence,-0.6922234392113911,0.0
Q12879,Cytoplasmic,-0.03801006889242183,-0.0663650075414781,3,LLPhyScore,sequence,-0.5040983606557377,-0.02835493864905627
Q12879,Extracellular/Lumenal,-0.3632289994649545,-0.5740740740740741,2,LLPhyScore,sequence,-0.5040983606557377,-0.21084507460911955
Q12879,Transmembrane,-2.138095238095238,-2.3870967741935485,3,LLPhyScore,sequence,-0.5040983606557377,-0.24900153609831044
Q13021,Transmembrane,-2.7142857142857144,-3.083333333333333,4,LLPhyScore,sequence,-2.673202614379085,-0.3690476190476186
Q14739,Extracellular/Lumenal,-0.4549763033175355,-0.4549763033175355,1,LLPhyScore,sequence,-1.4422764227642275,0.0
Q14739,Transmembrane,-2.5,-2.761904761904762,8,LLPhyScore,sequence,-1.4422764227642275,-0.26190476190476186
Q14BN4,Cytoplasmic,-0.9413965087281796,-0.9413965087281796,1,LLPhyScore,sequence,-1.0072463768115942,0.0
Q14BN4,Extracellular/Lumenal,-0.8,-0.8,1,LLPhyScore,sequence,-1.0072463768115942,0.0
Q14BN4,Transmembrane,-1.8571428571428568,-1.8571428571428568,1,LLPhyScore,sequence,-1.0072463768115942,0.0
Q15303,Cytoplasmic,-0.6129541864139021,-0.6129541864139021,1,LLPhyScore,sequence,-0.5756880733944955,0.0
Q15303,Extracellular/Lumenal,-0.4057507987220447,-0.4057507987220447,1,LLPhyScore,sequence,-0.5756880733944955,0.0
Q15303,Transmembrane,-3.1666666666666665,-3.1666666666666665,1,LLPhyScore,sequence,-0.5756880733944955,0.0
Q16635,Extracellular/Lumenal,-1.5859030837004404,-1.2282157676348548,2,LLPhyScore,sequence,-1.2786259541984732,0.35768731606558557
Q7Z3C6,Cytoplasmic,-1.3061792039789373,-0.8238897396630934,7,LLPhyScore,sequence,-1.201430274135876,0.48228946431584385
Q7Z3C6,Extracellular/Lumenal,-0.45959595959595956,-0.8301886792452831,2,LLPhyScore,sequence,-1.201430274135876,-0.3705927196493235
Q7Z3C6,Transmembrane,-2.7952898550724634,-3.10752688172043,4,LLPhyScore,sequence,-1.201430274135876,-0.3122370266479666
Q7Z434,Cytoplasmic,0.10546875,0.10546875,1,LLPhyScore,sequence,-0.0481481481481481,0.0
Q7Z434,Extracellular/Lumenal,-1.0,-1.0,1,LLPhyScore,sequence,-0.0481481481481481,0.0
Q7Z434,Transmembrane,-2.9047619047619047,-2.9047619047619047,1,LLPhyScore,sequence,-0.0481481481481481,0.0
Q86WV6,Cytoplasmic,-1.8392484266433848,-1.2253521126760565,3,LLPhyScore,sequence,-1.5488126649076517,0.6138963139673284
Q86WV6,Extracellular/Lumenal,-1.05,-1.35,2,LLPhyScore,sequence,-1.5488126649076517,-0.30000000000000004
Q86WV6,Transmembrane,-1.6179738562091504,-2.28,4,LLPhyScore,sequence,-1.5488126649076517,-0.6620261437908495
Q8N114,Cytoplasmic,-0.2894736842105263,-0.2894736842105263,1,LLPhyScore,sequence,-0.5666666666666667,0.0
Q8N114,Extracellular/Lumenal,-0.3376623376623376,-0.3376623376623376,1,LLPhyScore,sequence,-0.5666666666666667,0.0
Q8N114,Transmembrane,-3.4285714285714284,-3.4285714285714284,1,LLPhyScore,sequence,-0.5666666666666667,0.0
Q8NC56,Transmembrane,-3.261904761904762,-3.3095238095238093,2,LLPhyScore,sequence,-1.320079522862823,-0.04761904761904745
Q8TEM1,Cytoplasmic,-1.4137931034482758,-1.4137931034482758,1,LLPhyScore,sequence,-0.924748277689454,0.0
Q8TEM1,Extracellular/Lumenal,-0.888327721661055,-0.888327721661055,1,LLPhyScore,sequence,-0.924748277689454,0.0
Q8TEM1,Transmembrane,-2.1904761904761907,-2.1904761904761907,1,LLPhyScore,sequence,-0.924748277689454,0.0
Q8WXG9,Cytoplasmic,-0.19396929824561404,0.4183673469387755,4,LLPhyScore,sequence,-0.8342848081192515,0.6123366451843895
Q8WXG9,Extracellular/Lumenal,-1.5278289169939647,-0.8085608358611392,4,LLPhyScore,sequence,-0.8342848081192515,0.7192680811328255
Q8WXG9,Transmembrane,-2.687074829931973,-3.312925170068027,7,LLPhyScore,sequence,-0.8342848081192515,-0.6258503401360542
Q9BR39,Cytoplasmic,0.3249258160237389,0.3249258160237389,1,LLPhyScore,sequence,0.160919540229885,0.0
Q9BR39,Transmembrane,-3.333333333333333,-3.333333333333333,1,LLPhyScore,sequence,0.160919540229885,0.0
Q9BRQ8,Transmembrane,-0.1428571428571428,-0.1428571428571428,1,LLPhyScore,sequence,-0.8552278820375335,0.0
Q9H3U5,Transmembrane,-2.2384559884559887,-2.588932806324111,12,LLPhyScore,sequence,-1.5849462365591398,-0.3504768178681221
Q9H461,Cytoplasmic,-0.45331880198453234,0.1225806451612903,4,LLPhyScore,sequence,-0.6469740634005764,0.5758994471458226
Q9H461,Extracellular/Lumenal,-0.4034894755003451,0.1863013698630137,4,LLPhyScore,sequence,-0.6469740634005764,0.5897908453633588
Q9H461,Transmembrane,-2.91156462585034,-3.36734693877551,7,LLPhyScore,sequence,-0.6469740634005764,-0.45578231292517035
Q9UJA2,Transmembrane,-2.412836438923396,-2.8598130841121496,5,LLPhyScore,sequence,-1.7707641196013288,-0.4469766451887538
Q9UM73,Cytoplasmic,-0.3672014260249554,-0.3672014260249554,1,LLPhyScore,sequence,-0.3580246913580246,0.0
Q9UM73,Extracellular/Lumenal,-0.2323529411764706,-0.2323529411764706,1,LLPhyScore,sequence,-0.3580246913580246,0.0
Q9UM73,Transmembrane,-1.8571428571428568,-1.8571428571428568,1,LLPhyScore,sequence,-0.3580246913580246,0.0
Q9Y624,Cytoplasmic,0.15,0.15,1,LLPhyScore,sequence,-0.4682274247491639,0.0
Q9Y624,Extracellular/Lumenal,-0.0710900473933649,-0.0710900473933649,1,LLPhyScore,sequence,-0.4682274247491639,0.0
Q9Y624,Transmembrane,-3.333333333333333,-3.333333333333333,1,LLPhyScore,sequence,-0.4682274247491639,0.0
O00254,Cytoplasmic,0.5311506966407877,0.2342242209703877,4,PICNIC,structure,0.033985114,-0.29692647567040004
O00254,Extracellular/Lumenal,0.4204929155571495,0.1136493099972672,4,PICNIC,structure,0.033985114,-0.3068436055598823
O00254,Transmembrane,0.17709042211248036,0.055593362288932,7,PICNIC,structure,0.033985114,-0.12149705982354836
O14763,Cytoplasmic,0.3907079250677032,0.4498729377118284,1,PICNIC,structure,0.4304014178,0.059165012644125214
O14763,Extracellular/Lumenal,0.1905152642028001,0.2021964289193442,1,PICNIC,structure,0.4304014178,0.011681164716544096
O14763,Transmembrane,0.354422216350199,0.354422216350199,1,PICNIC,structure,0.4304014178,0.0
O43561,Cytoplasmic,0.4116550227236472,0.4544761708546457,1,PICNIC,structure,0.3832165678,0.04282114813099852
O43561,Transmembrane,0.1229976951993802,0.1229976951993802,1,PICNIC,structure,0.3832165678,0.0
O60500,Cytoplasmic,0.2940702699624142,0.3537785842163318,1,PICNIC,structure,0.2428889741,0.059708314253917594
O60500,Extracellular/Lumenal,0.3249462719167124,0.3085671604813687,1,PICNIC,structure,0.2428889741,-0.016379111435343707
O60500,Transmembrane,0.2904247845002243,0.1873497875191596,1,PICNIC,structure,0.2428889741,-0.1030749969810647
O60733,Transmembrane,0.257515867305665,0.1411974831805178,2,PICNIC,structure,0.5664662817,-0.1163183841251472
O75460,Cytoplasmic,0.7817896866585816,0.7758538234529484,1,PICNIC,structure,0.7630394757000001,-0.005935863205633218
O75460,Extracellular/Lumenal,0.3981807132542267,0.4446922272635511,1,PICNIC,structure,0.7630394757000001,0.046511514009324406
O75460,Transmembrane,0.094175743069984,0.094175743069984,1,PICNIC,structure,0.7630394757000001,0.0
O75581,Cytoplasmic,0.4433390823036292,0.4354060534904835,1,PICNIC,structure,0.3626361058,-0.00793302881314567
O75581,Extracellular/Lumenal,0.5119097526177155,0.4912942556606597,1,PICNIC,structure,0.3626361058,-0.020615496957055834
O75581,Transmembrane,0.5398298912336206,0.4718774808809676,1,PICNIC,structure,0.3626361058,-0.06795241035265298
P00533,Cytoplasmic,0.814073027987102,0.8183654506478608,1,PICNIC,structure,0.7243557948,0.004292422660758799
P00533,Extracellular/Lumenal,0.6325943310577309,0.5806229431493711,1,PICNIC,structure,0.7243557948,-0.051971387908359756
P00533,Transmembrane,0.1365610564519112,0.1365610564519112,1,PICNIC,structure,0.7243557948,0.0
P01857,Cytoplasmic,0.3034021643660488,0.2947084860969418,1,PICNIC,structure,0.5233330433,-0.008693678269106997
P01857,Extracellular/Lumenal,0.35069063896803,0.3844259720718784,1,PICNIC,structure,0.5233330433,0.03373533310384841
P01857,Transmembrane,0.1753619322104155,0.1753619322104155,1,PICNIC,structure,0.5233330433,0.0
P04626,Cytoplasmic,0.7808297534712756,0.7953411621610624,1,PICNIC,structure,0.392907963,0.014511408689786842
P04626,Extracellular/Lumenal,0.2408741987441448,0.2042742274441187,1,PICNIC,structure,0.392907963,-0.036599971300026124
P04626,Transmembrane,0.2202919945159137,0.2202919945159137,1,PICNIC,structure,0.392907963,0.0
P05067,Cytoplasmic,0.5977664181215524,0.6014346960958739,1,PICNIC,structure,0.769808888,0.0036682779743214544
P05067,Extracellular/Lumenal,0.7935190669840052,0.8084428230340511,1,PICNIC,structure,0.769808888,0.014923756050045922
P05067,Transmembrane,0.3190834708206735,0.3190834708206735,1,PICNIC,structure,0.769808888,0.0
P05556,Cytoplasmic,0.7425137148982526,0.7392075418370958,1,PICNIC,structure,0.6429573146,-0.0033061730611567697
P05556,Extracellular/Lumenal,0.7382608942807223,0.7119750700596916,1,PICNIC,structure,0.6429573146,-0.02628582422103065
P05556,Transmembrane,0.203117964369817,0.203117964369817,1,PICNIC,structure,0.6429573146,0.0
P07766,Cytoplasmic,0.831665910748056,0.831665910748056,1,PICNIC,structure,0.164514824,0.0
P07766,Extracellular/Lumenal,0.4753232286957998,0.4539686789616895,1,PICNIC,structure,0.164514824,-0.021354549734110273
P07766,Transmembrane,0.1119859243192283,0.1119859243192283,1,PICNIC,structure,0.164514824,0.0
P07949,Cytoplasmic,0.6484449350632986,0.6601118430847157,1,PICNIC,structure,0.2879960374,0.011666908021417122
P07949,Extracellular/Lumenal,0.1490504988440877,0.1699603155669501,1,PICNIC,structure,0.2879960374,0.020909816722862407
P07949,Transmembrane,0.1818935819367738,0.1818935819367738,1,PICNIC,structure,0.2879960374,0.0
P08172,Cytoplasmic,0.6639825594490527,0.8355063140036926,4,PICNIC,structure,0.2188307225,0.17152375455463986
P08172,Extracellular/Lumenal,0.4941112200626892,0.2222221185269823,4,PICNIC,structure,0.2188307225,-0.2718891015357069
P08172,Transmembrane,0.20575383186664334,0.069733312532584,7,PICNIC,structure,0.2188307225,-0.13602051933405934
P08247,Cytoplasmic,0.5687071103701746,0.7346223275908816,3,PICNIC,structure,0.1996463957,0.165915217220707
P08247,Transmembrane,0.22166957977240237,0.0973953627623886,4,PICNIC,structure,0.1996463957,-0.12427421701001377
P08908,Cytoplasmic,0.7001883610666364,0.904220394218737,4,PICNIC,structure,0.4170778534,0.2040320331521006
P08908,Extracellular/Lumenal,0.5515906593247141,0.3549329612773827,4,PICNIC,structure,0.4170778534,-0.19665769804733135
P08908,Transmembrane,0.23661279053815334,0.0967834800804101,7,PICNIC,structure,0.4170778534,-0.13982931045774324
P10747,Cytoplasmic,0.3867483023072016,0.3867483023072016,1,PICNIC,structure,0.08681307,0.0
P10747,Extracellular/Lumenal,0.3306079204197728,0.3218205301192947,1,PICNIC,structure,0.08681307,-0.008787390300478148
P10747,Transmembrane,0.1273939819807759,0.1273939819807759,1,PICNIC,structure,0.08681307,0.0
P11362,Cytoplasmic,0.8286683840962497,0.810063951372265,1,PICNIC,structure,0.6645710642,-0.01860443272398471
P11362,Extracellular/Lumenal,0.5980636168251698,0.6008378846899722,1,PICNIC,structure,0.6645710642,0.0027742678648023933
P11362,Transmembrane,0.2299648483360026,0.2299648483360026,1,PICNIC,structure,0.6645710642,0.0
P13569,Cytoplasmic,0.4202935123836289,0.65917859070974,7,PICNIC,structure,0.2546825181,0.23888507832611117
P13569,Extracellular/Lumenal,0.43879675004167346,0.0859162843931782,5,PICNIC,structure,0.2546825181,-0.3528804656484953
P13569,Transmembrane,0.2839772457751037,0.0747877730660554,12,PICNIC,structure,0.2546825181,-0.2091894727090483
P15529,Cytoplasmic,0.6283890321182278,0.6372316589091136,1,PICNIC,structure,0.2376365743,0.008842626790885766
P15529,Extracellular/Lumenal,0.6462263328966088,0.6049235975231909,1,PICNIC,structure,0.2376365743,-0.04130273537341789
P15529,Transmembrane,0.3090058917732572,0.3090058917732572,1,PICNIC,structure,0.2376365743,0.0
P15941,Cytoplasmic,0.5205990670450372,0.5241433607162015,1,PICNIC,structure,0.5785296345000001,0.003544293671164267
P15941,Extracellular/Lumenal,0.6755132118137289,0.6727861611624806,1,PICNIC,structure,0.5785296345000001,-0.0027270506512483417
P15941,Transmembrane,0.1060894465365108,0.1060894465365108,1,PICNIC,structure,0.5785296345000001,0.0
P15954,Transmembrane,0.1501589079890298,0.1501589079890298,1,PICNIC,structure,0.1903205977,0.0
P17948,Cytoplasmic,0.8135353903058284,0.8002284278510552,1,PICNIC,structure,0.7882259247000001,-0.013306962454773252
P17948,Extracellular/Lumenal,0.8093932077744135,0.8067555371486275,1,PICNIC,structure,0.7882259247000001,-0.002637670625786015
P17948,Transmembrane,0.0390872827257756,0.0390872827257756,1,PICNIC,structure,0.7882259247000001,0.0
P20963,Cytoplasmic,0.6662152107380857,0.7015714075729382,1,PICNIC,structure,0.3123967122,0.03535619683485258
P20963,Extracellular/Lumenal,0.5544559644840691,,1,PICNIC,structure,0.3123967122,
P20963,Transmembrane,0.1491822258979562,0.1491822258979562,1,PICNIC,structure,0.3123967122,0.0
P21802,Cytoplasmic,0.8565155291524862,0.8485446490918463,1,PICNIC,structure,0.7650979889,-0.00797088006063984
P21802,Extracellular/Lumenal,0.6500950117594888,0.654645564360994,1,PICNIC,structure,0.7650979889,0.0045505526015051645
P21802,Transmembrane,0.2302290947942772,0.2302290947942772,1,PICNIC,structure,0.7650979889,0.0
P29317,Cytoplasmic,0.8706414106073668,0.8416441913880403,1,PICNIC,structure,0.6092959723,-0.02899721921932652
P29317,Extracellular/Lumenal,0.2869170615502222,0.3057503828205671,1,PICNIC,structure,0.6092959723,0.018833321270344927
P29317,Transmembrane,0.1820979316848612,0.1820979316848612,1,PICNIC,structure,0.6092959723,0.0
P31431,Cytoplasmic,0.7282816538897721,0.7334203996945157,1,PICNIC,structure,0.388778526,0.005138745804743605
P31431,Extracellular/Lumenal,0.464633012175944,0.4751893077489919,1,PICNIC,structure,0.388778526,0.01055629557304788
P31431,Transmembrane,0.2494276551054557,0.2494276551054557,1,PICNIC,structure,0.388778526,0.0
P31645,Cytoplasmic,0.5395764351482527,0.5475005913604755,7,PICNIC,structure,0.0786668072,0.007924156212222755
P31645,Extracellular/Lumenal,0.435446893402011,0.194304388950471,5,PICNIC,structure,0.0786668072,-0.24114250445153998
P31645,Transmembrane,0.27658309949577614,0.0638470455267901,12,PICNIC,structure,0.0786668072,-0.21273605396898604
P35968,Cytoplasmic,0.824279706861947,0.8213420218929204,1,PICNIC,structure,0.7550936052,-0.002937684969026577
P35968,Extracellular/Lumenal,0.4369078967923072,0.4222737460806858,1,PICNIC,structure,0.7550936052,-0.014634150711621385
P35968,Transmembrane,0.1061142327069294,0.1061142327069294,1,PICNIC,structure,0.7550936052,0.0
P40967,Cytoplasmic,0.1517896930303005,0.1499158501095961,1,PICNIC,structure,0.196225374,-0.0018738429207043883
P40967,Extracellular/Lumenal,0.2020205863064121,0.2275719408806902,1,PICNIC,structure,0.196225374,0.025551354574278096
P40967,Transmembrane,0.1048209219104127,0.1048209219104127,1,PICNIC,structure,0.196225374,0.0
P46531,Cytoplasmic,0.6925294405654248,0.7060837555475514,1,PICNIC,structure,0.1535407927,0.01355431498212667
P46531,Extracellular/Lumenal,0.2501688338293142,0.1467426109661093,1,PICNIC,structure,0.1535407927,-0.10342622286320491
P46531,Transmembrane,0.0777515812716592,0.0777515812716592,1,PICNIC,structure,0.1535407927,0.0
P49146,Cytoplasmic,0.5448494465984535,0.589715958079406,4,PICNIC,structure,0.0676945485,0.04486651148095255
