UniProt_ID,PICNIC_score,PICNIC_GO_score,PSAP_score,PSPHunter_prob,PSPire_score,FuzDrop_pLLPS,catGRANULE_score,PLAAC_NLLR,PScore_score,ESpritz_score,SEG_score,SaPS_score,PdPS_score,DeepPhase_score,PDL_score,RY_score,ParSe2_score,LLPhyScore_score,TMD_count,is_membrane_protein,label_all,label_mem,label_mem_bg,label_mem_fixed,label_mem_singlepass_bg,label_mem_multipass_bg
Q9H7B4,0.6243351212,0.7380410204000001,0.0,0.188,0.35320225,0.12,-0.24642,-0.287,0.81,0.0,0.02570093457943925,0.051211439073085785,0.35749247670173645,0.14,0.06805563,0.0911214953271028,0.0,-503.0,0,False,0,0,,0,,
P08319,0.624222391,0.6894062053000001,0.000833333,0.28,0.49980822,0.11,0.664396,-0.358,0.46,0.0,0.0,0.10944151878356934,0.26605838537216187,0.07,0.74926317,0.034210526315789476,5.369666079912051,-305.0,0,False,0,0,,0,,
Q5VST9,0.6242005065,0.8518489559,,0.652,0.18694839,0.99,1.39654,-0.049,4.86,0.017570281124497992,0.055346385542168676,0.47117123007774353,0.28931519389152527,,,0.08747489959839358,541.6773778302465,-6124.0,0,False,0,0,,0,,
Q9Y2E6,0.6241881499,0.406726478,0.003333333,0.545,0.4209432,0.91,0.703389,-0.108,1.49,0.0016155088852988692,0.0840064620355412,0.055643223226070404,0.22449791431427002,0.98,0.71225107,0.08723747980613894,107.01464564495,-268.0,0,False,0,0,,0,,
Q8NCR3,0.6241618216,0.4131323697,,0.12,0.023610095,0.22,0.62573,-0.054,0.63,0.0,0.0,0.08148243278265,0.2627175450325012,0.27,0.044980656,0.10223642172523961,6.486668457513503,-219.0,0,False,0,0,,0,,
Q2M1Z3,0.6238906813,0.4170218725,0.009166667,0.455,0.21405569,1.0,0.892995,-0.149,2.36,0.38573407202216065,0.07617728531855955,0.3625980019569397,0.4765445590019226,0.98,0.4680035,0.05955678670360111,232.51776805688587,-243.0,0,False,0,0,,0,,
Q8IYM2,0.6238873411,,0.0,0.184,0.22921018,0.11,0.395694,-0.319,-0.2,0.0,0.05363321799307959,0.05510277301073074,0.33599933981895447,0.15,0.07145176,0.09688581314878893,1.0579565961530382,-603.0,0,False,0,0,,0,,
A0A0A0MT87,0.6238200965,0.2629295719,,,0.21407449,0.06,-1.911,,,1.0,0.0,0.1530544012784958,0.03895479068160057,0.22,0.029740425,0.125,,-9.0,0,False,0,0,,0,,
A8MRT5,0.6236718361,0.4256767341,,0.44,0.0058656093,0.99,0.0476506,-0.117,2.34,0.14827890556045895,0.14563106796116504,0.053211718797683716,0.07132063060998917,0.95,0.28883395,0.09620476610767872,15.952760318335905,-887.0,1,True,0,0,0,0,0,
O95361,0.6236467881000001,0.7125562393,0.0025,0.372,0.43903548,0.41,0.156641,-0.372,0.73,0.10460992907801418,0.06205673758865248,0.05676467344164848,0.3004698157310486,0.96,0.179629,0.08333333333333333,13.277350613950528,-465.0,0,False,0,0,,0,,
Q13895,0.6236393735,0.8984393213,0.0,0.702,0.73119414,0.28,-0.14367,-0.338,-0.24,0.16933638443935928,0.08466819221967964,0.10541991144418716,0.2879275679588318,0.86,0.26900414,0.11212814645308924,1.2699667180660104,-580.0,0,False,0,0,,0,,
P31271,0.6235527269000001,0.4304532296,0.008333333,0.391,0.25790435,0.99,0.315748,0.025,4.05,0.0,0.35051546391752575,0.817920982837677,0.09660246223211288,0.29,0.66905314,0.08247422680412371,50.08310322422818,-48.0,0,False,1,0,,,,
Q96L46,0.6235482937,0.2672659975,0.0,0.11,0.09543591,0.34,1.11346,-0.166,0.76,0.0,0.18548387096774194,0.04730536788702011,0.1864706575870514,0.07,0.92577463,0.09274193548387097,69.8367829215485,-138.0,0,False,0,0,,0,,
Q96JP2,0.6235262042,0.3516981886,,0.454,0.004534689,0.99,0.864636,0.153,3.29,0.13986928104575164,0.21241830065359477,0.5069410800933838,0.3871236741542816,1.0,0.49646848,0.08758169934640522,148.07414964212893,-885.0,0,False,0,0,,0,,
Q8WUY3,0.6235137616,0.3519507452,,0.563,0.23120701,1.0,1.38673,0.003,2.57,0.29954663212435234,0.05213730569948186,0.23446699976921082,0.26499247550964355,0.97,0.59293455,0.04922279792746114,444.3978353727983,238.0,0,False,0,0,,0,,
O60315,0.6234917443,0.556016336,0.001666667,0.627,0.3622638,1.0,1.07721,-0.022,1.32,0.14909390444810544,0.11943986820428336,0.9134694337844849,0.7015185952186584,0.98,0.853199,0.07413509060955518,231.4482099386648,-82.0,0,False,0,0,,0,,
Q9BXW6,0.6234611527,0.3510137637,0.0,0.36,0.03306522,0.44,0.640334,-0.283,0.53,0.008421052631578947,0.08,0.05465470999479294,0.30459359288215637,0.93,0.43150416,0.07894736842105263,30.355680905020154,-852.0,0,False,0,0,,0,,
Q9UKZ1,0.6232650361000001,0.1881529369,0.001666667,0.431,0.11895212,0.96,0.291343,0.021,2.68,0.09803921568627451,0.16862745098039217,0.22426322102546692,0.13013821840286255,0.37,0.37997517,0.060784313725490195,152.00312752969108,-395.0,0,False,0,0,,0,,
Q9HAU6,0.6232196639,0.413235788,,0.095,0.06277068,0.27,-0.61521,-0.559,,0.0,0.12949640287769784,0.04504716768860817,0.617637038230896,0.02,0.98315537,0.050359712230215826,11.504806307596173,-164.0,0,False,0,0,,0,,
P42566,0.6231835957,0.496224013,0.011666667,0.9,0.930905,0.93,0.559163,-0.205,3.22,0.25892857142857145,0.07254464285714286,0.8010489344596863,0.71837317943573,1.0,0.94783074,0.03794642857142857,86.37752700218206,-185.0,0,False,1,0,,,,
Q8TED9,0.6231742331,0.4955499201,0.003333333,0.327,0.32848543,0.92,0.577181,-0.228,3.02,0.078125,0.0859375,0.6929916739463806,0.8483127355575562,0.94,0.4555129,0.10286458333333333,91.83574661590237,-462.0,0,False,0,0,,0,,
Q96DC8,0.6231040195,0.34960859,0.0,0.077,0.0016455192,0.23,-0.237469,-0.331,1.66,0.0,0.0,0.09849963337182999,0.07164614647626877,0.0,0.024708962,0.07920792079207921,0.90246044365267,-310.0,0,False,0,0,,0,,
Q86TB9,0.6229885782,0.9080760588,0.004166667,0.656,0.3537051,0.91,0.26238,0.116,1.63,0.08961038961038961,0.18181818181818182,0.6750744581222534,0.5648705363273621,0.99,0.67487603,0.09480519480519481,33.45979710299588,-470.0,0,False,0,0,,0,,
A4D126,0.6229173288000001,0.5117522956,0.000833333,0.106,0.020069275,0.23,-0.0899104,-0.207,0.63,0.06208425720620843,0.0,0.10106018930673599,0.04536726325750351,0.26,0.037142806,0.07538802660753881,32.485656641912435,-628.0,0,False,0,0,,0,,
P10826,0.6229020059,0.3749071613,0.0075,0.28,0.26795083,0.73,-0.11822,-0.181,1.82,0.09010989010989011,0.11648351648351649,0.05112888664007187,0.02826448157429695,0.9,0.94408536,0.07252747252747253,47.63047440626088,-389.0,0,False,0,0,,0,,
P58557,0.622894225,0.3155485941,0.0,0.194,0.46819896,0.15,0.17247,-0.413,-0.75,0.0,0.0,0.09980136156082153,0.06462352722883224,0.01,0.020002218,0.10778443113772455,0.0,-217.0,0,False,0,0,,0,,
O75943,0.6228662856,0.7005482521,0.000833333,0.302,0.0249536,0.5,0.666912,-0.221,2.05,0.07342143906020558,0.023494860499265784,0.11943354457616806,0.5955314636230469,0.79,0.12832053,0.07782672540381791,46.26239855205839,-452.0,0,False,0,0,,0,,
Q6SA08,0.6228436761,0.8982252199,0.0,0.048,0.2280885,0.13,-0.224025,-0.212,0.87,0.0,0.0,0.06463851034641266,0.16021385788917542,0.1,0.109126486,0.08841463414634146,0.0,-405.0,0,False,0,0,,0,,
Q9Y613,0.6227614241,0.2276316145,0.001666667,0.609,0.19372548,0.95,0.481733,-0.124,2.77,0.04381443298969072,0.11082474226804123,0.18179640173912048,0.2796488106250763,0.94,0.7544625,0.09020618556701031,138.76747510151097,-1100.0,0,False,0,0,,0,,
Q9UNY4,0.6226949471000001,0.5845308946000001,0.0,0.655,0.24765317,0.9,0.974443,-0.081,0.94,0.10499139414802065,0.11015490533562823,0.47924309968948364,0.4877288341522217,0.9,0.27997863,0.06368330464716007,92.72295058812392,-691.0,0,False,0,0,,0,,
P80303,0.62268161,0.6647170687,0.000833333,0.439,0.2442722,0.66,0.267216,-0.416,-0.22,0.15714285714285714,0.14047619047619048,0.37533149123191833,0.7022911310195923,0.84,0.39594516,0.06428571428571428,0.0,-426.0,0,False,0,0,,0,,
Q9BUP3,0.622593335,0.9282984487,0.000833333,0.158,0.7587019,0.15,0.867037,-0.496,-0.38,0.0,0.0,0.20626771450042725,0.590730607509613,0.01,0.02845837,0.08677685950413223,0.4688557533174848,-147.0,0,False,0,0,,0,,
Q8IZ69,0.6224970883000001,0.8044671704,0.0,0.524,0.015004042,0.71,0.292111,-0.351,1.54,0.0992,0.0512,0.04866009205579758,0.04040764644742012,0.93,0.05797332,0.0912,32.58890787535755,-627.0,0,False,0,0,,0,,
O00299,0.6224723953,0.3130596768,0.0,0.703,0.9250566,0.13,-0.096755,-0.393,-0.32,0.0,0.0,0.25465649366378784,0.41600313782691956,0.0,0.12114386,0.07053941908713693,0.0,-194.0,1,True,0,0,0,0,0,
P21283,0.6224676595,0.3787287894,0.0,0.39,0.11710276,0.15,0.114463,-0.312,-0.63,0.0,0.02617801047120419,0.052095819264650345,0.1598755419254303,0.0,0.92729557,0.07591623036649214,4.200911827969817,-476.0,0,False,0,0,,0,,
Q9Y3C6,0.6224523211,0.4931074198,0.0,0.433,0.7465228,0.27,0.831557,-0.218,0.55,0.0,0.06626506024096386,0.07770980149507523,0.42443299293518066,0.17,0.9808039,0.0783132530120482,35.26934578350238,-92.0,0,False,0,0,,0,,
Q9UBU7,0.6223988393000001,0.7937852474,0.0,0.403,0.321701,0.78,0.838679,-0.179,0.77,0.04896142433234421,0.04599406528189911,0.8967795372009277,0.9450541734695435,0.9,0.1696847,0.06083086053412463,50.15518629269154,-325.0,0,False,0,0,,0,,
P09327,0.622383443,0.3639355031,0.000833333,0.57,0.622913,0.21,1.04573,-0.122,0.83,0.0,0.03385731559854897,0.5121740102767944,0.8129894137382507,0.27,0.9703233,0.07013301088270858,51.422052581019805,-336.0,0,False,0,0,,0,,
O76038,0.6223481477,0.5033467559,0.0,0.125,0.3306853,0.13,0.228795,-0.496,-0.55,0.0,0.0,0.07104063779115677,0.45097169280052185,0.0,0.7829857,0.07971014492753623,0.5116785936256294,-318.0,0,False,0,0,,0,,
O95816,0.6223319527,0.7830547671,0.0,0.634,0.44291955,0.26,-0.200632,-0.399,-1.8,0.0,0.0,0.3861899971961975,0.5849777460098267,0.04,0.091988645,0.08056872037914692,3.000736658511172,-178.0,0,False,1,0,,,,
Q9P2E3,0.6222623883,0.6792533551000001,0.0,0.783,0.059558947,0.34,0.646231,0.055,2.06,0.027111574556830033,0.048488008342022944,0.10570738464593887,0.2454887181520462,0.89,0.42824742,0.09332638164754953,44.81189799953022,-1871.0,0,False,0,0,,0,,
Q13315,0.6222139542,0.9127675183,,0.714,0.38922563,0.63,0.675586,-0.269,0.88,0.0,0.018979057591623036,0.04759245365858078,0.4206477701663971,0.15,0.4151801,0.08115183246073299,26.567937851108034,-4143.0,0,False,0,0,,0,,
P33316,0.6221753426000001,0.8709276383000001,0.000833333,0.732,0.50483096,0.89,0.927642,-0.132,1.41,0.0,0.0,0.5920825004577637,0.7103751301765442,0.39,0.059880354,0.11507936507936507,28.14000130324362,-150.0,0,False,0,0,,0,,
P23919,0.6221346865,0.8958094732,0.0,0.199,0.47546807,0.14,-0.128462,-0.443,-0.99,0.0,0.0,0.06739158928394318,0.2061169445514679,0.03,0.026521975,0.08490566037735849,0.0,-230.0,0,False,0,0,,0,,
Q6ZP65,0.6220969633,0.6662609429,0.0,0.35,0.21642616,0.92,0.00357747,-0.327,1.77,0.0,0.19022687609075042,0.05677394941449165,0.09831797331571579,0.84,0.35628358,0.09075043630017451,4.839809407673533,-535.0,0,False,0,0,,0,,
Q9UL17,0.6220845764,0.4161064067,0.011666667,0.73,0.34885675,0.99,1.21353,-0.049,4.56,0.22990654205607478,0.102803738317757,0.5179044604301453,0.2750001549720764,0.99,0.4667507,0.10093457943925234,147.99143017734718,201.0,0,False,0,0,,0,,
P12532,0.6220705149,0.8189315328000001,0.0,0.481,0.4066701,0.23,0.599936,-0.385,0.26,0.0,0.1223021582733813,0.2662193179130554,0.6474232077598572,0.19,0.61114615,0.12709832134292565,32.694860613499635,-455.0,0,False,0,0,,0,,
P34897,0.6220647905000001,0.8616109583,0.0,0.761,0.15098417,0.19,0.447298,-0.251,0.48,0.0,0.015873015873015872,0.09385032951831818,0.3877719044685364,0.11,0.052834854,0.1130952380952381,21.77772511597056,-556.0,0,False,0,0,,0,,
Q15007,0.6219713301,0.5653002281,0.0075,0.803,0.9883958,0.93,0.790375,0.018,4.34,0.25,0.19444444444444445,0.8935028314590454,0.8973921537399292,1.0,0.75388014,0.07323232323232323,201.04027439831137,83.0,0,False,1,0,,,,
Q7M4L6,0.6219306611000001,0.4542533648,0.001666667,0.248,0.00045830724,1.0,0.49913,-0.153,1.0,0.5673758865248227,0.17257683215130024,0.04825334995985031,0.1570560783147812,1.0,0.42252624,0.09219858156028368,30.543229230681536,-115.0,0,False,0,0,,0,,
A0A1W2PQ72,0.6218546203,,,,0.018628009,,,,,,,,,,,,,,0,False,0,0,,0,,
Q9NZD2,0.621821189,0.2531856828,0.0,0.053,0.4559986,0.13,-0.57857,-0.432,-0.56,0.0,0.0,0.06538929045200348,0.10092629492282867,0.06,0.059772313,0.07655502392344497,0.0,-289.0,0,False,0,0,,0,,
A6NEE1,0.6218112728,,0.0,0.287,0.1631695,0.53,0.185473,-0.305,0.14,0.017786561264822136,0.22332015810276679,0.06021963804960251,0.17804062366485596,0.87,0.3352793,0.09288537549407115,9.18112270427743,-383.0,0,False,0,0,,0,,
P61088,0.6217730507,0.9228564402,0.0,0.703,0.83819216,0.18,-0.985437,-0.432,-0.09,0.0,0.0,0.11311546713113785,0.3276738226413727,0.0,0.98556906,0.08552631578947369,0.0,-177.0,0,False,0,0,,0,,
P48739,0.6216536712,0.3690530084,0.0,0.424,0.9677111,0.19,0.234675,-0.47,-0.77,0.0,0.0,0.3206862807273865,0.5279520750045776,0.14,0.03265392,0.08118081180811808,1.8326146799555036,-221.0,0,False,0,0,,0,,
Q13469,0.6216310548,0.5881907046,0.005,0.895,0.8758478,1.0,0.617154,0.065,3.85,0.16108108108108107,0.08432432432432432,0.8302934765815735,0.8324559926986694,1.0,0.7540018,0.08432432432432432,198.9407094030243,-149.0,0,False,0,0,,0,,
Q5JPB2,0.6215491518,0.3394385105,0.0,0.447,0.0550131,1.0,1.35302,-0.106,3.43,0.30649970184853903,0.1413237924865832,0.4191106855869293,0.06716613471508026,1.0,0.46907294,0.07871198568872988,487.5977472227101,-4.0,0,False,0,0,,0,,
O60281,0.6215251914000001,0.4227930837,0.000833333,0.525,0.115380645,1.0,1.06801,0.146,2.48,0.0,0.040763863385971356,0.4840291440486908,0.5245601534843445,0.94,0.3168565,0.05582078589790672,381.2372483786379,-1032.0,0,False,0,0,,0,,
Q8NI51,0.6214766252,0.6207060947,0.0,0.324,0.019300876,0.64,0.257316,-0.262,0.35,0.07993966817496229,0.10708898944193061,0.055648475885391235,0.2574271857738495,0.88,0.43798494,0.08295625942684766,0.9403859295867126,-383.0,0,False,0,0,,0,,
Q9NVK5,0.6214705706,0.6070333177,0.0,0.237,0.7069678,0.33,-0.39424,-0.42,-1.44,0.09090909090909091,0.0,0.11964545398950577,0.38831430673599243,0.66,0.29032472,0.09090909090909091,2.437631380827564,-297.0,0,False,0,0,,0,,
Q96LJ8,0.621443602,0.4137947201,0.0,0.169,0.017655583,0.95,-0.35662,-0.155,0.61,0.18214285714285713,0.08571428571428572,0.29593625664711,0.6955136656761169,0.98,0.24137749,0.08571428571428572,3.1096643444356955,-159.0,0,False,0,0,,0,,
P29973,0.6213884746,0.2947210802,0.001666667,0.329,0.029679447,0.3,0.857187,-0.244,4.0,0.09130434782608696,0.1144927536231884,0.18550796806812286,0.7822767496109009,0.98,0.11681546,0.09037900874635568,16.98637161822798,-700.0,7,True,0,0,0,0,,0
Q8N7X4,0.6211682838,,0.005833333,0.224,0.0067909667,0.94,0.70383,-0.118,2.67,0.33906633906633904,0.019656019656019656,0.07544492185115814,0.30597224831581116,0.85,0.60643697,0.08108108108108109,124.33593814718992,-57.0,0,False,0,0,,0,,
Q13363,0.6211327159000001,0.6664636076,0.0,0.673,0.052927762,0.29,0.236815,-0.2,0.09,0.056818181818181816,0.075,0.049536626785993576,0.04188210517168045,0.33,0.77404386,0.07954545454545454,4.680377215643016,-568.0,0,False,0,0,,0,,
Q9UK55,0.6211209174,0.3125933847,0.0,0.089,0.031146724,0.2,0.0444978,-0.269,1.21,0.06756756756756757,0.08558558558558559,0.04663907736539841,0.04665001481771469,0.46,0.53824633,0.07432432432432433,1.5652277936500814,-419.0,0,False,0,0,,0,,
Q9NUW8,0.6210931722,0.7879068298,0.003333333,0.386,0.02815483,0.87,0.702278,-0.245,0.38,0.1299342105263158,0.05098684210526316,0.05365488678216934,0.3205890655517578,0.95,0.08066843,0.06907894736842106,42.81856876814581,-352.0,0,False,0,0,,0,,
Q9Y6Z7,0.6210825337,0.3964441334,0.003333333,0.232,0.1721251,0.51,1.76521,-0.315,1.71,0.0,0.17328519855595667,0.08973629027605057,0.5253239870071411,0.65,0.2057679,0.08303249097472924,75.33141046079737,-4.0,0,False,0,0,,0,,
P41252,0.6210175351,0.9446125243,0.001666667,0.747,0.9540464,0.13,0.591262,-0.265,0.29,0.0,0.0,0.329861044883728,0.41329026222229004,0.22,0.0961638,0.0919175911251981,10.804479453380615,-1378.0,0,False,0,0,,0,,
Q8IYA2,0.6210124148,,0.0,0.434,0.55195135,0.95,0.965018,-0.241,2.72,0.05982215036378335,0.06386418755052546,0.08246022462844849,0.23353886604309082,0.97,0.5909634,0.07033144704931285,123.23899618120234,-680.0,0,False,0,0,,0,,
A4D1S5,0.6209219182,0.494207103,0.0,0.061,0.03237841,0.12,-0.294349,-0.37,-0.9,0.0,0.0,0.0673954039812088,0.06206568330526352,0.1,0.6726039,0.07834101382488479,2.4300407998545097,-255.0,0,False,0,0,,0,,
A8MT33,0.6208707751,0.4553844688,0.0,0.197,0.03390462,0.84,0.0102097,-0.611,0.37,0.4132231404958678,0.14049586776859505,0.08112387359142303,0.16253162920475006,0.79,0.16328405,0.07851239669421488,0.0,-211.0,0,False,0,0,,0,,
Q13885,0.6208049611,0.5595290726000001,0.000833333,0.825,0.9902347,0.22,0.59185,-0.172,0.9,0.07865168539325842,0.07415730337078652,0.6185966730117798,0.7688397169113159,0.89,0.9832507,0.0853932584269663,28.473153271609597,-80.0,0,False,0,0,,0,,
Q09161,0.6207983922,0.8466751903,0.0,0.568,0.7602924,0.3,-0.198721,-0.352,0.43,0.03291139240506329,0.056962025316455694,0.056551434099674225,0.17103108763694763,0.82,0.9559175,0.08227848101265822,0.6261719085063443,-1103.0,0,False,0,0,,0,,
O60678,0.6207822282000001,0.5726636368,0.0,0.52,0.13526389,0.22,0.290624,-0.415,0.75,0.030131826741996232,0.09792843691148775,0.051685649901628494,0.1990344375371933,0.66,0.09979095,0.06591337099811675,1.706732175820071,-513.0,0,False,0,0,,0,,
Q5VWK0,0.6207292521000001,0.4116341376,0.000833333,0.246,0.034149304,0.96,0.185489,-0.187,0.81,0.19592476489028213,0.06583072100313479,0.05647839978337288,0.1820758432149887,0.98,0.20449837,0.07210031347962383,46.07455118448784,-340.0,0,False,0,0,,0,,
Q53EL6,0.6207140952,0.8947059708,0.0,0.733,0.8180669,0.52,1.15203,-0.324,1.1,0.08102345415778252,0.11087420042643924,0.7060028910636902,0.9523789286613464,0.96,0.77229273,0.08315565031982942,89.57402026802218,-233.0,0,False,0,0,,0,,
P57768,0.6206469921000001,0.3735892599,0.005833333,0.245,0.52671736,0.69,-0.111294,0.041,2.97,0.32848837209302323,0.1511627906976744,0.7514698505401611,0.6994806528091431,0.99,0.19794333,0.07848837209302326,122.75032959937276,-145.0,0,False,0,0,,0,,
Q8WU58,0.6206246543,0.402257739,0.0025,0.572,0.011817586,0.99,0.0200926,0.214,1.01,0.0035587188612099642,0.12811387900355872,0.6366108059883118,0.18756984174251556,1.0,0.593199,0.05693950177935943,138.11131752927065,-212.0,0,False,0,0,,0,,
P50440,0.6205771731,0.3260792307,0.0,0.261,0.5522717,0.18,0.0966406,-0.319,-0.49,0.0,0.026004728132387706,0.2170598953962326,0.20808765292167664,0.11,0.026280178,0.10874704491725769,6.024896213388605,-481.0,0,False,0,0,,0,,
Q9HCN4,0.6205483448,0.7213619156000001,0.0,0.537,0.2930249,0.25,-0.158797,-0.272,0.86,0.12566844919786097,0.12299465240641712,0.07131113111972809,0.04168783873319626,0.51,0.06814435,0.07754010695187166,2.843330235813007,-352.0,0,False,0,0,,0,,
Q8N428,0.6205316263,0.1733003632,0.001666667,0.197,0.007693568,0.29,0.328866,-0.154,0.46,0.0,0.07347670250896057,0.0663972944021225,0.035512976348400116,0.31,0.23383456,0.1057347670250896,30.77411993702915,-542.0,1,True,0,0,0,0,0,
Q15067,0.6205251308,0.396079151,0.0,0.359,0.28294617,0.14,0.488675,-0.206,0.49,0.0,0.0,0.05873052403330803,0.3136064410209656,0.27,0.03201993,0.08636363636363636,3.6169347884970735,-657.0,0,False,0,0,,0,,
A4QPH2,0.6204651362,0.7916535391,0.0,0.141,0.050579406,0.27,0.216004,-0.196,0.13,0.0,0.0,0.0898691862821579,0.044144101440906525,0.12,0.5812454,0.08614864864864864,1.3567847988423138,-545.0,0,False,0,0,,0,,
Q9Y2H0,0.6204573945,0.3705135235,0.0025,0.747,0.26955593,1.0,0.764026,-0.126,2.27,0.22580645161290322,0.1905241935483871,0.5885429382324219,0.5910093784332275,0.99,0.7537614,0.08165322580645161,241.8831270369517,-93.0,0,False,0,0,,0,,
Q6UWP8,0.6204188921,0.6172065042,0.005,0.602,0.06613977,1.0,3.57546,0.123,2.42,0.0,0.19830508474576272,0.30975964665412903,0.09839396923780441,0.96,0.3321304,0.022033898305084745,329.664954159011,155.0,0,False,0,0,,0,,
O95081,0.6204083565,0.3074113109,0.0025,0.738,0.40186048,1.0,1.11329,0.136,4.43,0.08731808731808732,0.17671517671517672,0.7898914217948914,0.33431464433670044,0.82,0.82815826,0.04158004158004158,358.481165675902,311.0,0,False,0,0,,0,,
Q8IY17,0.6202906647,0.2537744682,0.0,0.56,0.7622504,0.81,0.771442,-0.214,2.13,0.04218181818181818,0.03490909090909091,0.06082739681005478,0.06383685767650604,0.77,0.16497244,0.10327272727272727,107.8550455958012,-1239.0,1,True,0,0,0,0,0,
P29144,0.6202509689,0.4568501641,0.0,0.591,0.63576007,0.69,1.01664,-0.108,0.74,0.0,0.03282626100880705,0.05896726995706558,0.25193655490875244,0.24,0.09300886,0.0744595676541233,124.22665095958354,-1091.0,0,False,0,0,,0,,
Q86VE0,0.6201077623,0.3354995821,0.003333333,0.33,0.023414139,1.0,-0.268457,-0.119,3.13,0.7343358395989975,0.48120300751879697,0.17967171967029572,0.2865678668022156,1.0,0.3077859,0.10275689223057644,14.981995808804724,-268.0,0,False,0,0,,0,,
Q96H35,0.6200937728,0.9165062246,0.0,0.24,0.07647847,0.47,-0.15419,-0.402,-0.05,0.23157894736842105,0.0,0.18352825939655304,0.47702789306640625,0.02,0.21858805,0.07894736842105263,4.990462379068585,-157.0,0,False,0,0,,0,,
Q96JG9,0.6200201617000001,0.4978921173,,0.489,0.03556216,1.0,1.88843,0.041,4.45,0.5256050955414012,0.13961783439490447,0.4663493037223816,0.11292853206396103,0.98,0.69939816,0.07643312101910828,1199.5567202854056,939.0,0,False,1,0,,,,
O75695,0.6199600233,0.4908618354,0.0,0.126,0.53472084,0.24,0.180393,-0.396,0.0,0.09428571428571429,0.0,0.1333424597978592,0.16707004606723785,0.05,0.042409092,0.07428571428571429,6.47147221105859,-215.0,0,False,0,0,,0,,
Q13740,0.6199542106,0.306440175,0.0,0.417,0.017003974,0.18,0.424673,-0.308,0.65,0.02058319039451115,0.05660377358490566,0.05395086854696274,0.07057206332683563,0.83,0.39476308,0.07547169811320754,30.07558154803668,-389.0,1,True,0,0,0,0,0,
Q6IPR3,0.6197291565,0.45457733,0.0,0.095,0.09574126,0.25,0.21308,-0.39,-1.33,0.08108108108108109,0.05019305019305019,0.05329548567533493,0.34339913725852966,0.57,0.034976445,0.07335907335907337,0.8360449535423284,-219.0,0,False,0,0,,0,,
Q5THK1,0.6196811935000001,,0.000833333,0.486,0.059540264,1.0,1.0192,-0.172,1.68,0.03161320316132032,0.03579730357973036,0.0582585409283638,0.554073691368103,0.92,0.2869624,0.05764760576476058,306.18672031608014,-654.0,0,False,0,0,,0,,
Q86V86,0.6196629707,0.8961893702,0.0,0.085,0.0046115317,0.23,0.419887,-0.419,0.34,0.0,0.06134969325153374,0.07584188133478165,0.2139461785554886,0.0,0.46114644,0.10122699386503067,2.8078097779393976,-419.0,0,False,0,0,,0,,
Q9UJ72,0.6196381279000001,0.2802986771,0.0,0.13,0.85010135,0.13,-0.0561777,-0.149,-1.18,0.0,0.0,0.16196167469024658,0.1693776547908783,0.13,0.96666706,0.1111111111111111,1.2270544181700056,-363.0,0,False,0,0,,0,,
P42345,0.6194526956,0.9617881101,0.0,0.765,0.56598777,0.58,0.513015,-0.113,0.17,0.0,0.06786975284425265,0.05820578336715698,0.18705067038536072,0.4,0.9012644,0.0851314240878776,72.74734047956869,-3701.0,0,False,0,0,,0,,
O15195,0.6192904337,0.2103796266,0.0,0.367,0.082551494,0.43,1.12891,-0.166,0.51,0.004672897196261682,0.03271028037383177,0.06120891496539116,0.20932769775390625,0.77,0.82165915,0.08878504672897196,97.76851240959525,-550.0,0,False,0,0,,0,,
Q9BT17,0.6192689787,0.4005063896,0.0,0.106,0.39916208,0.13,0.357028,-0.294,-0.56,0.0,0.0,0.07283151149749756,0.040929220616817474,0.0,0.039848186,0.08982035928143713,0.0,-397.0,0,False,0,0,,0,,
P11509,0.6190337362,0.8105899962,0.0,0.279,0.7911768,0.19,0.691562,-0.229,0.73,0.0,0.024291497975708502,0.07091245800256729,0.2958405613899231,0.0,0.11550547,0.08906882591093117,6.134162372937725,-375.0,0,False,0,0,,0,,
Q07912,0.6190067539,0.9001384552,0.000833333,0.753,0.48848993,0.95,0.591736,-0.062,3.11,0.11753371868978806,0.14450867052023122,0.8601194620132446,0.583602786064148,1.0,0.6812831,0.08863198458574181,89.84115628769564,-594.0,0,False,0,0,,0,,
Q6QEF8,0.6189120649000001,0.2535578241,0.0,0.275,0.2586048,0.29,0.188152,-0.38,0.06,0.0,0.0,0.09995393455028534,0.03954865038394928,0.48,0.71407527,0.08898305084745763,4.02705657627545,-383.0,0,False,0,0,,0,,
Q16363,0.6188496189,0.3666283635,0.0,0.634,0.10465492,0.5,1.284,-0.061,2.9,0.0,0.013165112452002194,0.10454269498586655,0.1306121051311493,0.74,0.23872836,0.0850246845858475,61.8330593795397,-1032.0,0,False,0,0,,0,,
Q587J8,0.6188033527,0.9082310229,0.001666667,0.22,0.04032147,0.27,0.125995,-0.241,-1.01,0.2672811059907834,0.0,0.06920155882835388,0.07516075670719147,0.65,0.23849745,0.0967741935483871,4.9834870535459945,-135.0,0,False,0,0,,0,,
Q93052,0.6187940991,0.1533484769,0.001666667,0.931,0.9636882,1.0,0.747397,0.188,6.03,0.3545751633986928,0.09640522875816994,0.8870403170585632,0.9027045369148254,1.0,0.95008904,0.08333333333333333,341.30065461702054,124.0,0,False,0,0,,0,,
