Entry,Transmembrane,Intramembrane
Q15283,,
Q9UBW8,,
Q9UIE0,,
Q9UPR3,,
Q9Y2K6,,
Q9Y4W6,"TRANSMEM 143..163; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 251..271; /note=""Helical""; /evidence=""ECO:0000255""",
Q9Y5Q6,,
O00533,"TRANSMEM 1083..1103; /note=""Helical""; /evidence=""ECO:0000255""",
P05783,,
Q15102,,
Q86WV6,"TRANSMEM 18..34; /note=""Helical; Name=1""; /evidence=""ECO:0000269|PubMed:30842659""; TRANSMEM 45..69; /note=""Helical; Name=2""; /evidence=""ECO:0000269|PubMed:30842659""; TRANSMEM 92..106; /note=""Helical; Name=3""; /evidence=""ECO:0000269|PubMed:30842659""; TRANSMEM 117..134; /note=""Helical; Name=4""; /evidence=""ECO:0000269|PubMed:30842659""",
Q8TCT6,"TRANSMEM 9..29; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 75..95; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 98..118; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 137..159; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 165..185; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 191..211; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 263..283; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 312..332; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 340..360; /note=""Helical""; /evidence=""ECO:0000255""",
Q96T83,"TRANSMEM 22..42; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 71..91; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 96..116; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 176..196; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 211..231; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 252..272; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 278..298; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 323..343; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 350..370; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 371..391; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 415..435; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 443..463; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 475..497; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 514..534; /note=""Helical""; /evidence=""ECO:0000255""",
Q9BZJ8,"TRANSMEM 45..67; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 76..98; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 113..135; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 156..178; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 207..229; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 288..310; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 325..344; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
Q9UBY0,"TRANSMEM 80..100; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 107..127; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 138..158; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 169..189; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 209..229; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 237..257; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 278..298; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 308..328; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 361..381; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 392..412; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 430..450; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 459..479; /note=""Helical""; /evidence=""ECO:0000255""",
Q9UHC6,"TRANSMEM 1263..1283; /note=""Helical""; /evidence=""ECO:0000255""",
Q9UIL8,,
O43567,"TRANSMEM 183..203; /note=""Helical""; /evidence=""ECO:0000255""",
O60312,"TRANSMEM 87..106; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 111..128; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 310..332; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 363..384; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 1088..1108; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 1120..1140; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 1171..1192; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 1200..1222; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 1229..1249; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 1268..1292; /note=""Helical""; /evidence=""ECO:0000255""",
O95450,,
P22087,,
P28749,,
P35499,"TRANSMEM 132..150; /note=""Helical; Name=S1 of repeat I""; /evidence=""ECO:0000269|PubMed:30190309""; TRANSMEM 158..178; /note=""Helical; Name=S2 of repeat I""; /evidence=""ECO:0000269|PubMed:30190309""; TRANSMEM 193..210; /note=""Helical; Name=S3 of repeat I""; /evidence=""ECO:0000269|PubMed:30190309""; TRANSMEM 217..233; /note=""Helical; Name=S4 of repeat I""; /evidence=""ECO:0000269|PubMed:30190309""; TRANSMEM 253..272; /note=""Helical; Name=S5 of repeat I""; /evidence=""ECO:0000269|PubMed:30190309""; TRANSMEM 424..444; /note=""Helical; Name=S6 of repeat I""; /evidence=""ECO:0000269|PubMed:30190309""; TRANSMEM 579..597; /note=""Helical; Name=S1 of repeat II""; /evidence=""ECO:0000269|PubMed:30190309""; TRANSMEM 609..628; /note=""Helical; Name=S2 of repeat II""; /evidence=""ECO:0000269|PubMed:30190309""; TRANSMEM 643..662; /note=""Helical; Name=S3 of repeat II""; /evidence=""ECO:0000269|PubMed:30190309""; TRANSMEM 665..682; /note=""Helical; Name=S4 of repeat II""; /evidence=""ECO:0000269|PubMed:30190309""; TRANSMEM 699..717; /note=""Helical; Name=S5 of repeat II""; /evidence=""ECO:0000269|PubMed:30190309""; TRANSMEM 779..797; /note=""Helical; Name=S6 of repeat II""; /evidence=""ECO:0000269|PubMed:30190309""; TRANSMEM 1033..1050; /note=""Helical; Name=S1 of repeat III""; /evidence=""ECO:0000269|PubMed:30190309""; TRANSMEM 1064..1082; /note=""Helical; Name=S2 of repeat III""; /evidence=""ECO:0000269|PubMed:30190309""; TRANSMEM 1097..1115; /note=""Helical; Name=S3 of repeat III""; /evidence=""ECO:0000269|PubMed:30190309""; TRANSMEM 1124..1142; /note=""Helical; Name=S4 of repeat III""; /evidence=""ECO:0000269|PubMed:30190309""; TRANSMEM 1160..1179; /note=""Helical; Name=S5 of repeat III""; /evidence=""ECO:0000269|PubMed:30190309""; TRANSMEM 1270..1291; /note=""Helical; Name=S6 of repeat III""; /evidence=""ECO:0000269|PubMed:30190309""; TRANSMEM 1355..1372; /note=""Helical; Name=S1 of repeat IV""; /evidence=""ECO:0000269|PubMed:30190309""; TRANSMEM 1384..1402; /note=""Helical; Name=S2 of repeat IV""; /evidence=""ECO:0000269|PubMed:30190309""; TRANSMEM 1415..1432; /note=""Helical; Name=S3 of repeat IV""; /evidence=""ECO:0000269|PubMed:30190309""; TRANSMEM 1446..1462; /note=""Helical; Name=S4 of repeat IV""; /evidence=""ECO:0000269|PubMed:30190309""; TRANSMEM 1482..1499; /note=""Helical; Name=S5 of repeat IV""; /evidence=""ECO:0000269|PubMed:30190309""; TRANSMEM 1575..1597; /note=""Helical; Name=S6 of repeat IV""; /evidence=""ECO:0000269|PubMed:30190309""","INTRAMEM 392..416; /note=""Pore-forming""; /evidence=""ECO:0000269|PubMed:30190309""; INTRAMEM 747..767; /note=""Pore-forming""; /evidence=""ECO:0000269|PubMed:30190309""; INTRAMEM 1231..1252; /note=""Pore-forming""; /evidence=""ECO:0000269|PubMed:30190309""; INTRAMEM 1522..1544; /note=""Pore-forming""; /evidence=""ECO:0000269|PubMed:30190309"""
P54368,,
Q86XR7,,
Q9BTN0,"TRANSMEM 540..560; /note=""Helical""; /evidence=""ECO:0000255""",
Q9H0V9,"TRANSMEM 314..336; /note=""Helical""; /evidence=""ECO:0000255""",
Q9UQ90,"TRANSMEM 145..165; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 249..269; /note=""Helical""; /evidence=""ECO:0000255""",
O75312,,
O75582,,
P04049,,
P21217,"TRANSMEM 16..34; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255, ECO:0000269|PubMed:1977660""",
P33151,"TRANSMEM 600..620; /note=""Helical""; /evidence=""ECO:0000255""",
P43356,,
Q13310,,
Q14683,,
Q460N3,,
Q8N1G2,,
Q8WXW3,,
Q96CN4,,
Q9BS34,,
Q9NZA1,"TRANSMEM 193..213; /note=""Helical; Note=After insertion into the membrane""; /evidence=""ECO:0000255""",
P22003,,
P24386,,
P30405,,
Q96MG8,,
Q9C0H2,"TRANSMEM 43..63; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 87..107; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 212..232; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 237..257; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 387..407; /note=""Helical; Name=5""; /evidence=""ECO:0000255""",
Q9HBY8,,
Q9UGP8,"TRANSMEM 15..35; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 70..90; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 189..209; /note=""Helical""; /evidence=""ECO:0000255""",
Q9UPU3,"TRANSMEM 1126..1146; /note=""Helical""; /evidence=""ECO:0000255""",
Q9Y289,"TRANSMEM 24..44; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 68..88; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 101..121; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 143..163; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 176..196; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 199..219; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 256..276; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 297..317; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 336..356; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 396..416; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 428..448; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 456..476; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 528..548; /note=""Helical""; /evidence=""ECO:0000255""",
Q14520,,
Q8N6U8,"TRANSMEM 31..51; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 65..85; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 102..123; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 144..164; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 191..211; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 270..290; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 307..327; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
Q8NCM2,"TRANSMEM 218..238; /note=""Helical; Name=Segment S1""; /evidence=""ECO:0000255""; TRANSMEM 244..264; /note=""Helical; Name=Segment S2""; /evidence=""ECO:0000255""; TRANSMEM 292..312; /note=""Helical; Name=Segment S3""; /evidence=""ECO:0000255""; TRANSMEM 320..340; /note=""Helical; Voltage-sensor; Name=Segment S4""; /evidence=""ECO:0000255""; TRANSMEM 347..367; /note=""Helical; Name=Segment S5""; /evidence=""ECO:0000255""; TRANSMEM 447..467; /note=""Helical; Name=Segment S6""; /evidence=""ECO:0000255""","INTRAMEM 420..440; /note=""Pore-forming; Name=Segment H5""; /evidence=""ECO:0000255"""
Q8TE60,,
Q9Y4I1,,
Q9Y6K9,,
Q5H8A4,"TRANSMEM 432..452; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 471..491; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 506..526; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 552..572; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 699..719; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 721..741; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 752..772; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 789..809; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 812..832; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 879..899; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 919..939; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 955..975; /note=""Helical""; /evidence=""ECO:0000255""",
Q7L099,,
Q9UJX6,,
O94779,,
Q92731,,
Q96BD0,"TRANSMEM 104..124; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 144..164; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 171..195; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 223..253; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 273..293; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 308..332; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 379..400; /note=""Helical; Name=7""; /evidence=""ECO:0000255""; TRANSMEM 421..444; /note=""Helical; Name=8""; /evidence=""ECO:0000255""; TRANSMEM 449..471; /note=""Helical; Name=9""; /evidence=""ECO:0000255""; TRANSMEM 581..603; /note=""Helical; Name=10""; /evidence=""ECO:0000255""; TRANSMEM 613..638; /note=""Helical; Name=11""; /evidence=""ECO:0000255""; TRANSMEM 672..689; /note=""Helical; Name=12""; /evidence=""ECO:0000255""",
Q9HCE7,,
Q8IVH8,,
A4D1P6,,
P13688,"TRANSMEM 429..452; /note=""Helical""; /evidence=""ECO:0000255""",
Q13554,,
Q8NBF6,"TRANSMEM 214..230; /note=""Helical""; /evidence=""ECO:0000255""",
P61550,"TRANSMEM 576..596; /note=""Helical""; /evidence=""ECO:0000255""",
Q8N823,,
P17026,,
Q2M3D2,,
Q8WUJ1,,
Q5JU67,,
Q68DY9,,
Q96KJ4,"TRANSMEM 639..668; /note=""Helical""; /evidence=""ECO:0000255""",
Q2TV78,,
A0A075B6X5,,
P43362,,
Q5XUX1,,
Q5W5W9,,
Q96AQ2,"TRANSMEM 36..56; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 68..88; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 114..134; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 147..167; /note=""Helical""; /evidence=""ECO:0000255""",
Q96LM9,,
A6NJR5,,
Q4VX62,,
A0A286YF01,,
Q5JSJ4,,
P0DKL9,,
Q8N2C9,,
Q96N68,"TRANSMEM 133..153; /note=""Helical""; /evidence=""ECO:0000255""",
O60942,,
O95415,"TRANSMEM 67..86; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 92..112; /note=""Helical""; /evidence=""ECO:0000255""",
P01275,,
P05814,,
P24278,,
P30049,,
Q29RF7,,
Q8IUH8,"TRANSMEM 187..207; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 254..274; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 277..297; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 320..340; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 347..365; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 377..397; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 440..460; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 473..493; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 496..516; /note=""Helical""; /evidence=""ECO:0000255""",
Q8TBX8,,
Q9BSW7,,
Q9NQC7,,
Q9NQW8,"TRANSMEM 219..242; /note=""Helical; Name=S1""; /evidence=""ECO:0000269|PubMed:34969976, ECO:0007744|PDB:7RHS""; TRANSMEM 250..270; /note=""Helical; Name=S2""; /evidence=""ECO:0000269|PubMed:34969976, ECO:0007744|PDB:7RHS""; TRANSMEM 300..317; /note=""Helical; Name=S3""; /evidence=""ECO:0000269|PubMed:34969976, ECO:0007744|PDB:7RHS""; TRANSMEM 321..335; /note=""Helical; Name=S4""; /evidence=""ECO:0000269|PubMed:34969976, ECO:0007744|PDB:7RHS""; TRANSMEM 349..371; /note=""Helical; Name=S5""; /evidence=""ECO:0000269|PubMed:34969976, ECO:0007744|PDB:7RHS""; TRANSMEM 394..420; /note=""Helical; Name=P-helix""; /evidence=""ECO:0000269|PubMed:34969976, ECO:0007744|PDB:7RHS""; TRANSMEM 421..445; /note=""Helical; Name=S6""; /evidence=""ECO:0000269|PubMed:34969976, ECO:0007744|PDB:7RHS""",
Q9UK23,"TRANSMEM 449..469; /note=""Helical""; /evidence=""ECO:0000255""",
Q9Y6N8,"TRANSMEM 614..634; /note=""Helical""; /evidence=""ECO:0000255""",
Q3ZCQ8,"TRANSMEM 66..86; /note=""Helical""; /evidence=""ECO:0000255""",
Q8IWU6,,
Q8TCG5,"TRANSMEM 53..75; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 104..126; /note=""Helical""; /evidence=""ECO:0000255""",
Q92796,,
Q9HBT8,,
O43193,"TRANSMEM 36..56; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 75..94; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 113..134; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 158..178; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 247..270; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 299..320; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 335..358; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",
O43424,"TRANSMEM 567..587; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 636..656; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 831..851; /note=""Helical""; /evidence=""ECO:0000255""",
O95477,"TRANSMEM 22..42; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 640..660; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 683..703; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 716..736; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 745..765; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 777..797; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 827..847; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 1041..1057; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 1351..1371; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 1657..1677; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 1703..1723; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 1735..1755; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 1768..1788; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 1802..1822; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 1852..1872; /note=""Helical""; /evidence=""ECO:0000255""",
P01699,,
P43320,,
P51843,,
P51911,,
Q15014,,
Q5S007,,
Q86U28,,
Q86UW2,"TRANSMEM 36..56; /note=""Helical""; /evidence=""ECO:0000255""",
Q8IWB1,"TRANSMEM 84..100; /note=""Helical""; /evidence=""ECO:0000255""",
Q969K3,,
O60763,,
O75533,,
O94826,"TRANSMEM 39..59; /note=""Helical""; /evidence=""ECO:0000255""",
P11230,"TRANSMEM 245..269; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 277..295; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 311..332; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 470..488; /note=""Helical""; /evidence=""ECO:0000255""",
P20073,,
P20941,,
Q15814,,
Q6PCB6,,
Q8TD08,,
Q92959,"TRANSMEM 33..52; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 72..92; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 99..123; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 168..196; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 216..236; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 255..279; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 322..343; /note=""Helical; Name=7""; /evidence=""ECO:0000255""; TRANSMEM 364..387; /note=""Helical; Name=8""; /evidence=""ECO:0000255""; TRANSMEM 392..415; /note=""Helical; Name=9""; /evidence=""ECO:0000255""; TRANSMEM 519..541; /note=""Helical; Name=10""; /evidence=""ECO:0000255""; TRANSMEM 551..576; /note=""Helical; Name=11""; /evidence=""ECO:0000255""; TRANSMEM 611..629; /note=""Helical; Name=12""; /evidence=""ECO:0000255""",
Q9BZV1,,
Q9NY59,,"INTRAMEM 11..31; /note=""Helical""; /evidence=""ECO:0000255""; INTRAMEM 65..85; /note=""Helical""; /evidence=""ECO:0000255"""
Q9UJC3,,
O43184,"TRANSMEM 709..729; /note=""Helical""; /evidence=""ECO:0000255""",
O43513,,
P55899,"TRANSMEM 298..321; /note=""Helical""; /evidence=""ECO:0000255""",
Q13519,,
Q86XP0,,
Q8TF47,,
Q96EW2,,
Q99567,,
Q9H1R3,,
Q6UX15,"TRANSMEM 236..256; /note=""Helical""; /evidence=""ECO:0000255""",
Q8N7B6,,
P31994,"TRANSMEM 218..240; /note=""Helical""; /evidence=""ECO:0000255""",
P35236,,
P49768,"TRANSMEM 83..103; /note=""Helical""; /evidence=""ECO:0000269|PubMed:26280335""; TRANSMEM 133..153; /note=""Helical""; /evidence=""ECO:0000269|PubMed:26280335""; TRANSMEM 167..189; /note=""Helical""; /evidence=""ECO:0000269|PubMed:26280335""; TRANSMEM 195..216; /note=""Helical""; /evidence=""ECO:0000269|PubMed:26280335""; TRANSMEM 221..241; /note=""Helical""; /evidence=""ECO:0000269|PubMed:26280335""; TRANSMEM 249..272; /note=""Helical""; /evidence=""ECO:0000269|PubMed:26280335""; TRANSMEM 381..401; /note=""Helical""; /evidence=""ECO:0000269|PubMed:26280335""; TRANSMEM 408..428; /note=""Helical""; /evidence=""ECO:0000269|PubMed:26280335""; TRANSMEM 433..453; /note=""Helical""; /evidence=""ECO:0000269|PubMed:26280335""",
Q14CN4,,
Q9NYK6,,
Q9P0L9,"TRANSMEM 104..124; /note=""Helical""; /evidence=""ECO:0000305|PubMed:30004384""; TRANSMEM 357..376; /note=""Helical""; /evidence=""ECO:0000305|PubMed:30004384""; TRANSMEM 385..405; /note=""Helical""; /evidence=""ECO:0000305|PubMed:30004384""; TRANSMEM 434..454; /note=""Helical""; /evidence=""ECO:0000305|PubMed:30004384""; TRANSMEM 480..499; /note=""Helical""; /evidence=""ECO:0000305|PubMed:30004384""; TRANSMEM 537..557; /note=""Helical""; /evidence=""ECO:0000305|PubMed:30004384""","INTRAMEM 512..526; /note=""Pore-forming""; /evidence=""ECO:0000305|PubMed:30004384"""
Q9Y666,"TRANSMEM 120..142; /note=""Discontinuously helical; Name=1""; /evidence=""ECO:0000269|PubMed:33310850, ECO:0007744|PDB:7D99""; TRANSMEM 150..172; /note=""Helical; Name=2""; /evidence=""ECO:0000269|PubMed:33310850, ECO:0007744|PDB:7D99""; TRANSMEM 197..225; /note=""Helical; Name=3""; /evidence=""ECO:0000269|PubMed:33310850, ECO:0007744|PDB:7D99""; TRANSMEM 250..270; /note=""Helical; Name=4""; /evidence=""ECO:0000269|PubMed:33310850, ECO:0007744|PDB:7D99""; TRANSMEM 272..300; /note=""Helical; Name=5""; /evidence=""ECO:0000269|PubMed:33310850, ECO:0007744|PDB:7D99""; TRANSMEM 420..440; /note=""Helical; Name=6""; /evidence=""ECO:0000269|PubMed:33310850, ECO:0007744|PDB:7D99""; TRANSMEM 451..473; /note=""Helical; Name=7""; /evidence=""ECO:0000269|PubMed:33310850, ECO:0007744|PDB:7D99""; TRANSMEM 505..531; /note=""Helical; Name=8""; /evidence=""ECO:0000269|PubMed:33310850, ECO:0007744|PDB:7D99""; TRANSMEM 555..571; /note=""Helical; Name=9""; /evidence=""ECO:0000269|PubMed:33310850, ECO:0007744|PDB:7D99""; TRANSMEM 574..598; /note=""Helical; Name=10""; /evidence=""ECO:0000269|PubMed:33310850, ECO:0007744|PDB:7D99""; TRANSMEM 613..632; /note=""Helical; Name=11""; /evidence=""ECO:0000269|PubMed:33310850, ECO:0007744|PDB:7D99""; TRANSMEM 636..651; /note=""Helical; Name=12""; /evidence=""ECO:0000269|PubMed:33310850, ECO:0007744|PDB:7D99""",
Q9Y570,,
Q12791,"TRANSMEM 87..107; /note=""Helical; Name=Segment S0""; /evidence=""ECO:0000255""; TRANSMEM 179..199; /note=""Helical; Name=Segment S1""; /evidence=""ECO:0000255""; TRANSMEM 215..235; /note=""Helical; Name=Segment S2""; /evidence=""ECO:0000255""; TRANSMEM 240..260; /note=""Helical; Name=Segment S3""; /evidence=""ECO:0000255""; TRANSMEM 265..285; /note=""Helical; Name=Segment S4""; /evidence=""ECO:0000255""; TRANSMEM 301..321; /note=""Helical; Name=Segment S5""; /evidence=""ECO:0000255""; TRANSMEM 368..388; /note=""Helical; Name=Segment S6""; /evidence=""ECO:0000255""","INTRAMEM 336..358; /note=""Pore-forming; Name=P region""; /evidence=""ECO:0000255"""
Q96T60,,
Q9BQ95,,
O43852,,
P55327,,
O94903,,
P01714,,
Q8IV01,"TRANSMEM 19..39; /note=""Helical""; /evidence=""ECO:0000255""",
P61565,"TRANSMEM 632..652; /note=""Helical""; /evidence=""ECO:0000255""",
Q7L8C5,"TRANSMEM 7..29; /note=""Helical""; /evidence=""ECO:0000255""",
Q5XX13,,
Q6ZMV9,,
Q8N859,,
A2A3K4,,
A4FU69,,
Q969T3,,
A0A075B6I6,,
Q4G0S7,,
Q9GZN6,"TRANSMEM 139..159; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 177..197; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 199..219; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 264..284; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 290..310; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 338..358; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 383..403; /note=""Helical; Name=7""; /evidence=""ECO:0000255""; TRANSMEM 496..516; /note=""Helical; Name=8""; /evidence=""ECO:0000255""; TRANSMEM 534..554; /note=""Helical; Name=9""; /evidence=""ECO:0000255""; TRANSMEM 568..588; /note=""Helical; Name=10""; /evidence=""ECO:0000255""; TRANSMEM 609..629; /note=""Helical; Name=11""; /evidence=""ECO:0000255""; TRANSMEM 659..679; /note=""Helical; Name=12""; /evidence=""ECO:0000255""",
Q9Y3C1,,
P0C025,,
P0DOX7,,
Q6PK81,,
